fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new
cf_16403,16403,test,P106,Hiroshi Hase,The profession of {} is,The profession of Hiroshi Hase is,paraphrase_01,paraphrase_prompts,"References

External links

Category:Quantum field theory
Category:Exactly solvable models Hiroshi Hase, who works as",politician,politician,composer
cf_5854,5854,test,P937,Pierre Soulages,{} used to work in,Pierre Soulages used to work in,paraphrase_00,paraphrase_prompts,Ahqaf al Jabhiya  () is a suburb of Bayda. Pierre Soulages was employed in,Paris,Paris,Hamburg
cf_5854,5854,test,P937,Pierre Soulages,{} used to work in,Pierre Soulages used to work in,paraphrase_01,paraphrase_prompts,Scythris mulanjensis is a moth of the family Scythrididae. Pierre Soulages found employment in,Paris,Paris,Hamburg
cf_16635,16635,test,P495,World Series Cricket,{} was created in the country of,World Series Cricket was created in the country of,paraphrase_00,paraphrase_prompts,The plug measures 6.7 mm by 1.5 mm. World Series Cricket was from,Australia,Australia,India
cf_16635,16635,test,P495,World Series Cricket,{} was created in the country of,World Series Cricket was created in the country of,paraphrase_01,paraphrase_prompts,"It offers undergraduate courses in arts and science. World Series Cricket, that was created in",Australia,Australia,India
cf_3486,3486,test,P37,Federated States of Micronesia,"In {}, the language spoken is","In Federated States of Micronesia, the language spoken is",paraphrase_00,paraphrase_prompts,The Kree appear in The Avengers: Earth's Mightiest Heroes. The official language of Federated States of Micronesia is,English,English,Russian
cf_3486,3486,test,P37,Federated States of Micronesia,"In {}, the language spoken is","In Federated States of Micronesia, the language spoken is",paraphrase_01,paraphrase_prompts,"NASA Tech. In Federated States of Micronesia, they understand",English,English,Russian
cf_20489,20489,test,P101,scientific method,{}'s area of work is,scientific method's area of work is,paraphrase_00,paraphrase_prompts,"""Visiones Finiseculares."" scientific method's domain of activity is",science,science,anthropology
cf_20489,20489,test,P101,scientific method,{}'s area of work is,scientific method's area of work is,paraphrase_01,paraphrase_prompts,"Almere Poort station opened on December 9, 2012. scientific method's expertise is",science,science,anthropology
cf_9779,9779,test,P138,London International Airport,"{}, which was named for","London International Airport, which was named for",paraphrase_00,paraphrase_prompts,"References

Category:Lamiinae
Category:Beetles described in 1961 London International Airport is named for",London,London,Hamburg
cf_9779,9779,test,P138,London International Airport,"{}, which was named for","London International Airport, which was named for",paraphrase_01,paraphrase_prompts,"Res. London International Airport, which is named after",London,London,Hamburg
cf_20937,20937,test,P37,Mykolaiv Oblast,"In {}, they understand","In Mykolaiv Oblast, they understand",paraphrase_00,paraphrase_prompts,"Brian Alan Ernest Stanley, Stud Groom, Royal Paddocks, Hampton Court. In Mykolaiv Oblast, the language spoken is",Ukrainian,Ukrainian,Russian
cf_20937,20937,test,P37,Mykolaiv Oblast,"In {}, they understand","In Mykolaiv Oblast, they understand",paraphrase_01,paraphrase_prompts,"Consumption
A lacquemant can be sold individually. The official language of Mykolaiv Oblast is",Ukrainian,Ukrainian,Russian
cf_19954,19954,test,P17,New Democratic Party Socialist Caucus,"{}, in","New Democratic Party Socialist Caucus, in",paraphrase_00,paraphrase_prompts,It was described in 2004 by Tsuru. New Democratic Party Socialist Caucus is located in the country of,Canada,Canada,India
cf_19954,19954,test,P17,New Democratic Party Socialist Caucus,"{}, in","New Democratic Party Socialist Caucus, in",paraphrase_01,paraphrase_prompts,Sher overhears this. New Democratic Party Socialist Caucus is located in,Canada,Canada,India
cf_6517,6517,test,P495,cepelinai,{} originated in,cepelinai originated in,paraphrase_00,paraphrase_prompts,"Oedipus, a Tragedy reflects Dryden's own poetic style. cepelinai, that was developed in",Lithuania,Lithuania,Norway
cf_6517,6517,test,P495,cepelinai,{} originated in,cepelinai originated in,paraphrase_01,paraphrase_prompts,"1975)
 William Lindsay, British actor (b. cepelinai, developed in",Lithuania,Lithuania,Norway
cf_12252,12252,test,P27,Minamoto no Sanetomo,"{}, who holds a citizenship from","Minamoto no Sanetomo, who holds a citizenship from",paraphrase_00,paraphrase_prompts,"Amsterdam: Rodopi; 1989. pp. Minamoto no Sanetomo, who has a citizenship from",Japan,Japan,India
cf_12252,12252,test,P27,Minamoto no Sanetomo,"{}, who holds a citizenship from","Minamoto no Sanetomo, who holds a citizenship from",paraphrase_01,paraphrase_prompts,"The main shrine is dedicated to Shitalanatha,tenth tirthankara. Minamoto no Sanetomo, who is a citizen of",Japan,Japan,India
cf_5293,5293,test,P106,Ruth Marshall,{}'s occupation is,Ruth Marshall's occupation is,paraphrase_00,paraphrase_prompts,83–102. Ruth Marshall's profession is an,actor,actor,politician
cf_5293,5293,test,P106,Ruth Marshall,{}'s occupation is,Ruth Marshall's occupation is,paraphrase_01,paraphrase_prompts,Tarocks II and III are removed in Zwanzigerrufen. The profession of Ruth Marshall is,actor,actor,politician
cf_17674,17674,test,P36,Israel,{}'s capital city is,Israel's capital city is,paraphrase_00,paraphrase_prompts,Eshkol of Israel: The Man and the Nation. Israel's capital is,Jerusalem,Jerusalem,Damascus
cf_17674,17674,test,P36,Israel,{}'s capital city is,Israel's capital city is,paraphrase_01,paraphrase_prompts,It is not on the state list inventory. The capital city of Israel is,Jerusalem,Jerusalem,Damascus
cf_17378,17378,test,P1303,Samuil Feinberg,{} plays,Samuil Feinberg plays,paraphrase_00,paraphrase_prompts,"cit.) Samuil Feinberg, the",piano,piano,violin
cf_17378,17378,test,P1303,Samuil Feinberg,{} plays,Samuil Feinberg plays,paraphrase_01,paraphrase_prompts,"Category:Nuclear physics
Category:Electroweak theory
Category:Concepts in physics Samuil Feinberg plays the",piano,piano,violin
cf_18,18,test,P176,Porsche 911,"{}, created by","Porsche 911, created by",paraphrase_00,paraphrase_prompts,"The LRO described Sundar as a ""naxal worker"" (sic). Porsche 911 is developed by",Porsche,Porsche,Honda
cf_18,18,test,P176,Porsche 911,"{}, created by","Porsche 911, created by",paraphrase_01,paraphrase_prompts,"References

External links 
 Monte Sobretta in Mountains for Everybody. Porsche 911, developed by",Porsche,Porsche,Honda
cf_19626,19626,test,P103,Juan de Espinosa Medrano,"{}, speaker of","Juan de Espinosa Medrano, speaker of",paraphrase_00,paraphrase_prompts,Tweedie died on 22 March 1934 in Edinburgh. Juan de Espinosa Medrano spoke the language,Spanish,Spanish,French
cf_19626,19626,test,P103,Juan de Espinosa Medrano,"{}, speaker of","Juan de Espinosa Medrano, speaker of",paraphrase_01,paraphrase_prompts,"Vol 1., 660–1649. The mother tongue of Juan de Espinosa Medrano is",Spanish,Spanish,French
cf_10621,10621,test,P103,Beatrix of the Netherlands,"{}, speaker of","Beatrix of the Netherlands, speaker of",paraphrase_00,paraphrase_prompts,"The stadium has a maximum capacity of 4,000 people. Beatrix of the Netherlands, a native",Dutch,Dutch,French
cf_10621,10621,test,P103,Beatrix of the Netherlands,"{}, speaker of","Beatrix of the Netherlands, speaker of",paraphrase_01,paraphrase_prompts,The population density was . Beatrix of the Netherlands is a native speaker of,Dutch,Dutch,French
cf_16010,16010,test,P19,Aino Sibelius,{} originated from,Aino Sibelius originated from,paraphrase_00,paraphrase_prompts,"Smyth specialized in petrology, chemical geology, and economic geology. Aino Sibelius was born in",Helsinki,Helsinki,Seattle
cf_16010,16010,test,P19,Aino Sibelius,{} originated from,Aino Sibelius originated from,paraphrase_01,paraphrase_prompts,£65000 was paid out already under the insurance policy. Aino Sibelius was native to,Helsinki,Helsinki,Seattle
cf_638,638,test,P37,La Gomera,"In {}, an official language is","In La Gomera, an official language is",paraphrase_00,paraphrase_prompts,"Gallery

References

Category:Cities and towns in Warmian-Masurian Voivodeship
Category:Pisz County The official language of La Gomera is",Spanish,Spanish,French
cf_638,638,test,P37,La Gomera,"In {}, an official language is","In La Gomera, an official language is",paraphrase_01,paraphrase_prompts,Ben's best game was a 156 yard performance against Tulane. The law in La Gomera declares the language,Spanish,Spanish,French
cf_3665,3665,test,P37,Porrentruy,"In {}, they understand","In Porrentruy, they understand",paraphrase_00,paraphrase_prompts,"The lake nearly extends to California. In Porrentruy, an official language is",French,French,Finnish
cf_3665,3665,test,P37,Porrentruy,"In {}, they understand","In Porrentruy, they understand",paraphrase_01,paraphrase_prompts,"Coll &  Cormack: Liadan's other sons. In Porrentruy, the language spoken is",French,French,Finnish
cf_11894,11894,test,P101,Alexander Zinoviev,{} works in the area of,Alexander Zinoviev works in the area of,paraphrase_00,paraphrase_prompts,104. The domain of work of Alexander Zinoviev is,sociology,sociology,astronomy
cf_11894,11894,test,P101,Alexander Zinoviev,{} works in the area of,Alexander Zinoviev works in the area of,paraphrase_01,paraphrase_prompts,The title is the country's second UEFA Under-19 championship. Alexander Zinoviev's domain of work is,sociology,sociology,astronomy
cf_10076,10076,test,P106,Georgina Leonidas,{}'s profession is an,Georgina Leonidas's profession is an,paraphrase_00,paraphrase_prompts,The museum displayed over 2.5 million shells. The occupation of Georgina Leonidas is,actor,actor,composer
cf_10076,10076,test,P106,Georgina Leonidas,{}'s profession is an,Georgina Leonidas's profession is an,paraphrase_01,paraphrase_prompts,They currently play in the Bermudian Premier Division. Georgina Leonidas's occupation is,actor,actor,composer
cf_7846,7846,test,P19,Moe Koffman,{} originates from,Moe Koffman originates from,paraphrase_00,paraphrase_prompts,Women's Federation of Québec). Moe Koffman was originally from,Toronto,Toronto,London
cf_7846,7846,test,P19,Moe Koffman,{} originates from,Moe Koffman originates from,paraphrase_01,paraphrase_prompts,Escalada surrendered on June 4. Moe Koffman is originally from,Toronto,Toronto,London
cf_1898,1898,test,P190,Pittsburgh,{} is a twin city of,Pittsburgh is a twin city of,paraphrase_00,paraphrase_prompts,The petiole is canaliculate and up to 14 cm long. The twin city of Pittsburgh is,Sheffield,Sheffield,Budapest
cf_1898,1898,test,P190,Pittsburgh,{} is a twin city of,Pittsburgh is a twin city of,paraphrase_01,paraphrase_prompts,"119–145), 165 pages. What is the twin city of Pittsburgh? It is",Sheffield,Sheffield,Budapest
cf_7892,7892,test,P108,Andrew Neil,"{}, who is employed by","Andrew Neil, who is employed by",paraphrase_00,paraphrase_prompts,"In July 1930, the Okrugs were abolished. Andrew Neil, of",BBC,BBC,IBM
cf_7892,7892,test,P108,Andrew Neil,"{}, who is employed by","Andrew Neil, who is employed by",paraphrase_01,paraphrase_prompts,24/7 live customer service and support; email support. Andrew Neil works for,BBC,BBC,IBM
cf_18591,18591,test,P413,John Huarte,{} plays in the position of,John Huarte plays in the position of,paraphrase_00,paraphrase_prompts,"The documentary premiered in October 2016. John Huarte, who plays the position",quarterback,quarterback,midfielder
cf_18591,18591,test,P413,John Huarte,{} plays in the position of,John Huarte plays in the position of,paraphrase_01,paraphrase_prompts,No. Which position does John Huarte play? They play as,quarterback,quarterback,midfielder
cf_2580,2580,test,P190,Istanbul,{} is a twin city of,Istanbul is a twin city of,paraphrase_00,paraphrase_prompts,Abu al-Qasim al-Khoei - Ali al-Sistani was his student. The twin city of Istanbul is,Cairo,Cairo,Warsaw
cf_2580,2580,test,P190,Istanbul,{} is a twin city of,Istanbul is a twin city of,paraphrase_01,paraphrase_prompts,In 1924 the village became a city. What is the twin city of Istanbul? It is,Cairo,Cairo,Warsaw
cf_2806,2806,test,P136,Tao Lin,{} performs,Tao Lin performs,paraphrase_00,paraphrase_prompts,This woman turns out to be Daksh's mother. The genre played by Tao Lin is,essay,essay,disco
cf_2806,2806,test,P136,Tao Lin,{} performs,Tao Lin performs,paraphrase_01,paraphrase_prompts,It accommodates two lanes of vehicular traffic. Tao Lin is known for performing,essay,essay,disco
cf_15924,15924,test,P1412,Henry Maudsley,{} speaks the language,Henry Maudsley speaks the language,paraphrase_00,paraphrase_prompts,It was about  in length. Henry Maudsley speaks,English,English,French
cf_15924,15924,test,P1412,Henry Maudsley,{} speaks the language,Henry Maudsley speaks the language,paraphrase_01,paraphrase_prompts,other codes are reserved. Henry Maudsley writes in,English,English,French
cf_2267,2267,test,P101,Aryabhata,{}'s area of work is,Aryabhata's area of work is,paraphrase_00,paraphrase_prompts,"Geography

Hitchcock is located at  (29.338715, -95.010861). Aryabhata's domain of work is",astronomy,astronomy,mathematics
cf_2267,2267,test,P101,Aryabhata,{}'s area of work is,Aryabhata's area of work is,paraphrase_01,paraphrase_prompts,The presiding judge was Alejandro Vián. Aryabhata works in the area of,astronomy,astronomy,mathematics
cf_17455,17455,test,P19,Avie Bennett,{} is originally from,Avie Bennett is originally from,paraphrase_00,paraphrase_prompts,"The DJ must hold the audience's ""attention"" or get ejected. Avie Bennett originated from",Toronto,Toronto,Belfast
cf_17455,17455,test,P19,Avie Bennett,{} is originally from,Avie Bennett is originally from,paraphrase_01,paraphrase_prompts,"Beginning in 2012, newly built SD70ACe's were EPA Tier 3-compliant. Avie Bennett was originally from",Toronto,Toronto,Belfast
cf_4120,4120,test,P106,Carl Barron,The occupation of {} is,The occupation of Carl Barron is,paraphrase_00,paraphrase_prompts,Neilson recorded three studio albums for Epic Records. Carl Barron's profession is an,comedian,comedian,journalist
cf_4120,4120,test,P106,Carl Barron,The occupation of {} is,The occupation of Carl Barron is,paraphrase_01,paraphrase_prompts,The altars were painted by Giovanni Battista Tiepolo. The profession of Carl Barron is,comedian,comedian,journalist
cf_4207,4207,test,P449,Gentle Ben,{} is to debut on,Gentle Ben is to debut on,paraphrase_00,paraphrase_prompts,"Gameplay

The game is played from a third-person perspective. Gentle Ben debuted on",CBS,CBS,Netflix
cf_4207,4207,test,P449,Gentle Ben,{} is to debut on,Gentle Ben is to debut on,paraphrase_01,paraphrase_prompts,The median age was 21 years. Gentle Ben was released on,CBS,CBS,Netflix
cf_21618,21618,test,P103,Ferdinand-Alphonse Hamelin,"{}, speaker of","Ferdinand-Alphonse Hamelin, speaker of",paraphrase_00,paraphrase_prompts,He was a proponent of interdisciplinary and holistic teaching. Ferdinand-Alphonse Hamelin is a native speaker of,French,French,English
cf_21618,21618,test,P103,Ferdinand-Alphonse Hamelin,"{}, speaker of","Ferdinand-Alphonse Hamelin, speaker of",paraphrase_01,paraphrase_prompts,"1868)
1923 – Raymond Radiguet, French author and poet (b. Ferdinand-Alphonse Hamelin, a native",French,French,English
cf_15574,15574,test,P106,Peter Jason,{}'s profession is an,Peter Jason's profession is an,paraphrase_00,paraphrase_prompts,Zootaxa 2366: 1-34. Peter Jason's occupation is,actor,actor,model
cf_15574,15574,test,P106,Peter Jason,{}'s profession is an,Peter Jason's profession is an,paraphrase_01,paraphrase_prompts,"Payne did some jazz recording, including working with Garland Wilson. The profession of Peter Jason is",actor,actor,model
cf_18015,18015,test,P103,Peter Kassovitz,{} spoke the language,Peter Kassovitz spoke the language,paraphrase_00,paraphrase_prompts,"It is the southernmost settlement in all of London. Peter Kassovitz, a native",French,French,Dutch
cf_18015,18015,test,P103,Peter Kassovitz,{} spoke the language,Peter Kassovitz spoke the language,paraphrase_01,paraphrase_prompts,"This genus is strongly sexually dichromic, even by haplochromine standards. The native language of Peter Kassovitz is",French,French,Dutch
cf_5410,5410,test,P101,Joseph Louis Gay-Lussac,The domain of work of {} is,The domain of work of Joseph Louis Gay-Lussac is,paraphrase_00,paraphrase_prompts,"""Everybody in Philadelphia,"" Language Log, Saturday, July 21, 2007. Joseph Louis Gay-Lussac's domain of work is",chemistry,chemistry,physics
cf_5410,5410,test,P101,Joseph Louis Gay-Lussac,The domain of work of {} is,The domain of work of Joseph Louis Gay-Lussac is,paraphrase_01,paraphrase_prompts,His post at Bhagalpur was confirmed in 1854. Joseph Louis Gay-Lussac works in the field of,chemistry,chemistry,physics
cf_8685,8685,test,P20,Goffredo Petrassi,{} lost their life at,Goffredo Petrassi lost their life at,paraphrase_00,paraphrase_prompts,"Early life

Mateev was born in Sofia, Bulgaria. Goffredo Petrassi died at",Rome,Rome,Warsaw
cf_8685,8685,test,P20,Goffredo Petrassi,{} lost their life at,Goffredo Petrassi lost their life at,paraphrase_01,paraphrase_prompts,Gnaeus Aurelius Cn. Goffredo Petrassi died in the city of,Rome,Rome,Warsaw
cf_17290,17290,test,P103,Jean Chiappe,"{}, speaker of","Jean Chiappe, speaker of",paraphrase_00,paraphrase_prompts,"Mortification and victimage represent the available avenues of purification. Jean Chiappe, a native",French,French,Russian
cf_17290,17290,test,P103,Jean Chiappe,"{}, speaker of","Jean Chiappe, speaker of",paraphrase_01,paraphrase_prompts,"City Life Magazine (December 5, 2012). The mother tongue of Jean Chiappe is",French,French,Russian
cf_19876,19876,test,P27,Shaad Ali,"{}, a citizen of","Shaad Ali, a citizen of",paraphrase_00,paraphrase_prompts,They usually call him Jin. Shaad Ali holds a citizenship from,India,India,Albania
cf_19876,19876,test,P27,Shaad Ali,"{}, a citizen of","Shaad Ali, a citizen of",paraphrase_01,paraphrase_prompts,"Sergey has disappeared. Shaad Ali, who holds a citizenship from",India,India,Albania
cf_13865,13865,test,P413,Byron Dafoe,"{}, who plays the position","Byron Dafoe, who plays the position",paraphrase_00,paraphrase_prompts,17 min. Which position does Byron Dafoe play? They play as,goaltender,goaltender,quarterback
cf_13865,13865,test,P413,Byron Dafoe,"{}, who plays the position","Byron Dafoe, who plays the position",paraphrase_01,paraphrase_prompts,"Kontrashibuna Lake is a large lake in southwestern Alaska. Byron Dafoe, the",goaltender,goaltender,quarterback
cf_6940,6940,test,P19,Ahmad Zahir,{} was born in,Ahmad Zahir was born in,paraphrase_00,paraphrase_prompts,"They had a daughter, Lottie Florence Richardson, in 1898. Ahmad Zahir originated from",Kabul,Kabul,Wellington
cf_6940,6940,test,P19,Ahmad Zahir,{} was born in,Ahmad Zahir was born in,paraphrase_01,paraphrase_prompts,Torino: Italgas. Ahmad Zahir is native to,Kabul,Kabul,Wellington
cf_17671,17671,test,P136,Jim Pugliese,The genre played by {} is,The genre played by Jim Pugliese is,paraphrase_00,paraphrase_prompts,"In 1895–1897, Shingarev was a practicing doctor. Jim Pugliese is known for performing",jazz,jazz,anthology
cf_17671,17671,test,P136,Jim Pugliese,The genre played by {} is,The genre played by Jim Pugliese is,paraphrase_01,paraphrase_prompts,"Harrigan, Leo J. Jim Pugliese, who plays",jazz,jazz,anthology
cf_6591,6591,test,P30,Turkmenistan,"{}, in","Turkmenistan, in",paraphrase_00,paraphrase_prompts,The white-collar worker invaded the office in huge numbers. Turkmenistan is a part of the continent of,Asia,Asia,Antarctica
cf_6591,6591,test,P30,Turkmenistan,"{}, in","Turkmenistan, in",paraphrase_01,paraphrase_prompts,He deployed his parachute and landed safely. Turkmenistan is located in the continent,Asia,Asia,Antarctica
cf_10214,10214,test,P463,Germany,{} is affiliated with,Germany is affiliated with,paraphrase_00,paraphrase_prompts,Nausea and vomiting are less severe and more easily controlled. Germany is a part of the,NATO,NATO,FIFA
cf_10214,10214,test,P463,Germany,{} is affiliated with,Germany is affiliated with,paraphrase_01,paraphrase_prompts,The Creation of a Democratic Majority: 1928-1936. Germany is affiliated with the,NATO,NATO,FIFA
cf_13074,13074,test,P449,Letter to Loretta,{} premiered on,Letter to Loretta premiered on,paraphrase_00,paraphrase_prompts,Nitschke was listed to bat at No. Letter to Loretta premieres on,NBC,NBC,ESPN
cf_13074,13074,test,P449,Letter to Loretta,{} premiered on,Letter to Loretta premiered on,paraphrase_01,paraphrase_prompts,Elementary-age children attend Dahlgren Grade School through grade 6. Letter to Loretta was originally aired on,NBC,NBC,ESPN
cf_12236,12236,test,P39,Francis X. DiLorenzo,{} has the position of,Francis X. DiLorenzo has the position of,paraphrase_00,paraphrase_prompts,"References

Category:Villages in Krotoszyn County Francis X. DiLorenzo, who has the position of",bishop,bishop,pope
cf_12236,12236,test,P39,Francis X. DiLorenzo,{} has the position of,Francis X. DiLorenzo has the position of,paraphrase_01,paraphrase_prompts,"Public transport in Dunedin, New Zealand is mainly by bus. Francis X. DiLorenzo, whose position is that of",bishop,bishop,pope
cf_14355,14355,test,P39,Marinus II,"{}, who has the position of","Marinus II, who has the position of",paraphrase_00,paraphrase_prompts,"Norman Cook, a.k.a. Marinus II, whose position is that of",pope,pope,bishop
cf_14355,14355,test,P39,Marinus II,"{}, who has the position of","Marinus II, who has the position of",paraphrase_01,paraphrase_prompts,Book Four Superintendent Llob Series. Marinus II is a,pope,pope,bishop
cf_16959,16959,test,P641,Rick Barry,{} professionally plays the sport,Rick Barry professionally plays the sport,paraphrase_00,paraphrase_prompts,"Modulators are split into two classes: potentiators and correctors. Rick Barry, the",basketball,basketball,hockey
cf_16959,16959,test,P641,Rick Barry,{} professionally plays the sport,Rick Barry professionally plays the sport,paraphrase_01,paraphrase_prompts,"40 km from Chittoor and tirupathi is 50 km. Rick Barry, the",basketball,basketball,hockey
cf_14794,14794,test,P495,Female Agents,"{}, developed in","Female Agents, developed in",paraphrase_00,paraphrase_prompts,"Bronx Times, 2011. Female Agents, created in",France,France,Italy
cf_14794,14794,test,P495,Female Agents,"{}, developed in","Female Agents, developed in",paraphrase_01,paraphrase_prompts,"17 min. Female Agents, that was formulated in",France,France,Italy
cf_3965,3965,test,P106,Robert Stout,{} works as,Robert Stout works as,paraphrase_00,paraphrase_prompts,The song was written by Jesse Saint John. Robert Stout's occupation is,politician,politician,actor
cf_3965,3965,test,P106,Robert Stout,{} works as,Robert Stout works as,paraphrase_01,paraphrase_prompts,They are the oldest written record of any Germanic language. The profession of Robert Stout is,politician,politician,actor
cf_8123,8123,test,P140,Firuz Shah Tughlaq,{} is affiliated with the religion,Firuz Shah Tughlaq is affiliated with the religion,paraphrase_00,paraphrase_prompts,"Entali, 20. The official religion of Firuz Shah Tughlaq is",Islam,Islam,Buddhism
cf_8123,8123,test,P140,Firuz Shah Tughlaq,{} is affiliated with the religion,Firuz Shah Tughlaq is affiliated with the religion,paraphrase_01,paraphrase_prompts,"West Africa

Pentecostalism was also carried to West Africa. Firuz Shah Tughlaq is follower of",Islam,Islam,Buddhism
cf_7362,7362,test,P106,Fiona Russell Powell,{}'s occupation is,Fiona Russell Powell's occupation is,paraphrase_00,paraphrase_prompts,He primarily plays as a midfielder. Fiona Russell Powell's profession is a,journalist,journalist,comedian
cf_7362,7362,test,P106,Fiona Russell Powell,{}'s occupation is,Fiona Russell Powell's occupation is,paraphrase_01,paraphrase_prompts,"The newcomers included Angles, Saxons, Jutes, and Frisians. The profession of Fiona Russell Powell is",journalist,journalist,comedian
cf_2098,2098,test,P178,Airbus A350,"{}, a product manufactured by","Airbus A350, a product manufactured by",paraphrase_00,paraphrase_prompts,"Nebamun was the son of Tetires and Lady Ipu. Airbus A350, a product developed by",Airbus,Airbus,Adobe
cf_2098,2098,test,P178,Airbus A350,"{}, a product manufactured by","Airbus A350, a product manufactured by",paraphrase_01,paraphrase_prompts,"Funding
The association Najdeh has several sources of funding. Airbus A350 was created by",Airbus,Airbus,Adobe
cf_11078,11078,test,P17,Everberg,"{}, which is located in","Everberg, which is located in",paraphrase_00,paraphrase_prompts,"Schermerhorn Cutting (1897–1897), who died young. Everberg is located in",Belgium,Belgium,Australia
cf_11078,11078,test,P17,Everberg,"{}, which is located in","Everberg, which is located in",paraphrase_01,paraphrase_prompts,"Each have alienable and inalienable distinctions. Everberg, located in",Belgium,Belgium,Australia
cf_689,689,test,P413,Gianluigi Lentini,{} plays as,Gianluigi Lentini plays as,paraphrase_00,paraphrase_prompts,"Companies
Citron founded or co-founded five companies: Limpopo Films, Pty. Which position does Gianluigi Lentini play? They play as",midfielder,midfielder,linebacker
cf_689,689,test,P413,Gianluigi Lentini,{} plays as,Gianluigi Lentini plays as,paraphrase_01,paraphrase_prompts,"Liber de conservatione vitae humanae, 1308. Gianluigi Lentini plays in the position of",midfielder,midfielder,linebacker
cf_19277,19277,test,P101,Helen E. Fisher,{} works in the field of,Helen E. Fisher works in the field of,paraphrase_00,paraphrase_prompts,"It has a present-day student body of about 14,000. The expertise of Helen E. Fisher is",anthropology,anthropology,sociology
cf_19277,19277,test,P101,Helen E. Fisher,{} works in the field of,Helen E. Fisher works in the field of,paraphrase_01,paraphrase_prompts,The kernel runs from ROM; other commands are disk based. The domain of work of Helen E. Fisher is,anthropology,anthropology,sociology
cf_18150,18150,test,P937,Herbert von Karajan,{} was employed in,Herbert von Karajan was employed in,paraphrase_00,paraphrase_prompts,"327 (GC 1/3 Corse) (Spitfire IX)
 No. Herbert von Karajan worked in",Berlin,Berlin,Budapest
cf_18150,18150,test,P937,Herbert von Karajan,{} was employed in,Herbert von Karajan was employed in,paraphrase_01,paraphrase_prompts,1166–aft. Herbert von Karajan worked in the city of,Berlin,Berlin,Budapest
cf_7540,7540,test,P27,Protoje,"{}, who is a citizen of","Protoje, who is a citizen of",paraphrase_00,paraphrase_prompts,A demo project of 1 GW starts at $50 billion. Protoje has a citizenship from,Jamaica,Jamaica,Latvia
cf_7540,7540,test,P27,Protoje,"{}, who is a citizen of","Protoje, who is a citizen of",paraphrase_01,paraphrase_prompts,He played college football at Northern Arizona. Protoje holds a citizenship from,Jamaica,Jamaica,Latvia
cf_19282,19282,test,P131,Battambang Province,{} can be found in,Battambang Province can be found in,paraphrase_00,paraphrase_prompts,Wood went on to represent former U.S. Battambang Province is within,Cambodia,Cambodia,Tucson
cf_19282,19282,test,P131,Battambang Province,{} can be found in,Battambang Province can be found in,paraphrase_01,paraphrase_prompts,"Individual 

Final standings after 7 races. Battambang Province is located in",Cambodia,Cambodia,Tucson
cf_7216,7216,test,P495,Love Is Gone,{} originated in,Love Is Gone originated in,paraphrase_00,paraphrase_prompts,"Population

Places of interest
 The Commonwealth War Graves Commission cemetery. Love Is Gone, formulated in",France,France,Philippines
cf_7216,7216,test,P495,Love Is Gone,{} originated in,Love Is Gone originated in,paraphrase_01,paraphrase_prompts,"In: Marius the Epicurean''. Love Is Gone, that originated in",France,France,Philippines
cf_235,235,test,P140,As-Saffah,The official religion of {} is,The official religion of As-Saffah is,paraphrase_00,paraphrase_prompts,silver-bearing) copper was refined to produce silver at the Head. As-Saffah is affiliated with the religion,Islam,Islam,Judaism
cf_235,235,test,P140,As-Saffah,The official religion of {} is,The official religion of As-Saffah is,paraphrase_01,paraphrase_prompts,"At age 16, he began traveling as a peddler. As-Saffah follows the religion of",Islam,Islam,Judaism
cf_2326,2326,test,P176,Apple IIe Card,{} is created by,Apple IIe Card is created by,paraphrase_00,paraphrase_prompts,"They also included developers from Microsoft and Sega. Apple IIe Card, developed by",Apple,Apple,Ferrari
cf_2326,2326,test,P176,Apple IIe Card,{} is created by,Apple IIe Card is created by,paraphrase_01,paraphrase_prompts,"Arteaga signed with F.C. Apple IIe Card, produced by",Apple,Apple,Ferrari
cf_20679,20679,test,P364,Passer à l'acte,The original language of {} was,The original language of Passer à l'acte was,paraphrase_00,paraphrase_prompts,"Eesti Raamat, Tallinn, 1981. The original language of Passer à l'acte is",French,French,Georgian
cf_20679,20679,test,P364,Passer à l'acte,The original language of {} was,The original language of Passer à l'acte was,paraphrase_01,paraphrase_prompts,"South Africa, Mozambique, Ireland, and the United Kingdom. The language of Passer à l'acte is",French,French,Georgian
cf_1929,1929,test,P178,Apple Thunderbolt Display,"{}, a product manufactured by","Apple Thunderbolt Display, a product manufactured by",paraphrase_00,paraphrase_prompts,"Moore died at Glasnevin, 9 June 1879. Apple Thunderbolt Display is developed by",Apple,Apple,Adobe
cf_1929,1929,test,P178,Apple Thunderbolt Display,"{}, a product manufactured by","Apple Thunderbolt Display, a product manufactured by",paraphrase_01,paraphrase_prompts,"The sex ratio was 1063. Apple Thunderbolt Display, a product of",Apple,Apple,Adobe
cf_7501,7501,test,P136,Antonio Vivaldi,{} is known for performing,Antonio Vivaldi is known for performing,paraphrase_00,paraphrase_prompts,He was aged 73. What does Antonio Vivaldi play? They play,opera,opera,jazz
cf_7501,7501,test,P136,Antonio Vivaldi,{} is known for performing,Antonio Vivaldi is known for performing,paraphrase_01,paraphrase_prompts,In later life he established and ran a tool/engineering business. Antonio Vivaldi performs,opera,opera,jazz
