inspected_layer,inspected_feature_id,layer,feature_id,activation,prompt_rank,row_id,case_id,fact_id,variant_id,variant_source,pair_type,is_correct,subject,relation_id,correct_answer,target_true,target_new,generated_answer,strict_answer_segment,strict_matched_answer,prompt,template,base_prompt,feature_fraction_diff_correct_minus_wrong,feature_active_fraction_correct,feature_active_fraction_wrong,feature_total_active_count,n_correct_activations_in_dataset,n_wrong_activations_in_dataset,top_relations,top_subjects,analysis_source,analysis_direction,split,model_name
3,1666,3,1666,191.70883178710935,2,1570,15600,cf_15600,paraphrase_00,paraphrase_prompts,correct_wrong,True,International Political Sociology,P364,English,English,French," English. International Political Sociology, 1(1), 1-10","English. International Political Sociology, 1(1), 1-10",English,"References

Further reading 
 Owen G. (1958). The original language of International Political Sociology was",The language of {} is,The language of International Political Sociology is,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,177.6141357421875,3,4244,759,cf_759,paraphrase_00,paraphrase_prompts,correct_correct,True,An Englishman Abroad,P364,English,English,French," English.

The Beijing Ducks (Chinese: 北京鴨子; pinyin:",English.,English,"Current roster

References

Category:Sport in Beijing
Category:Basketball teams in China The original language of An Englishman Abroad was",The original language of {} is,The original language of An Englishman Abroad is,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,169.3194580078125,4,2469,14902,cf_14902,paraphrase_01,paraphrase_prompts,wrong_wrong,False,World Health Organization,P37,Russian,Russian,Finnish," English.

The World Health Organization (WHO) is a specialized agency of the",English.,,"References

Category:Unincorporated communities in Manitoba The official language of World Health Organization is",The law in {} declares the language,The law in World Health Organization declares the language,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,167.38827514648438,5,2936,7049,cf_7049,paraphrase_00,paraphrase_prompts,correct_wrong,True,Theodore Roosevelt,P103,English,English,French," English.
Theodore Roosevelt was born in New York City on October 2",English.,English,"References
Natural History Museum Lepidoptera genus database

Category:Aganainae
Category:Noctuoidea genera The mother tongue of Theodore Roosevelt is",The native language of {} is,The native language of Theodore Roosevelt is,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,166.12835693359375,6,1930,15401,cf_15401,paraphrase_00,paraphrase_prompts,correct_wrong,False,Tokyo Pop,P364,English,English,Swedish, a language that is spoken by the people of Tokyo. It is a language that,a language that is spoken by the people of Tokyo. It is a language that,,"References

External links

Category:Ferrocenes
Category:Cyclopentadienyl complexes The language of Tokyo Pop is",The original language of {} was,The original language of Tokyo Pop was,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,162.4525146484375,7,3437,5925,cf_5925,paraphrase_01,paraphrase_prompts,correct_wrong,False,Spanish Serenade,P364,Spanish,Spanish,English, a major influence on the music of the 1960s and ,a major influence on the music of the 1960s and,,"Track listing

Charts

References

Category:1978 albums
Category:Ol' 55 (band) albums The language of Spanish Serenade was",The original language of {} is,The original language of Spanish Serenade is,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,162.4041748046875,8,2932,3006,cf_3006,paraphrase_00,paraphrase_prompts,correct_wrong,True,Segundo romance,P407,Spanish,Spanish,Russian, Spanish. The story of the novel is about a young girl named Segundo who is,Spanish. The story of the novel is about a young girl named Segundo who is,Spanish,She has to take permission of her mother for everything. The language of Segundo romance was,{} is written in,Segundo romance is written in,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,162.05209350585938,9,1974,16862,cf_16862,paraphrase_00,paraphrase_prompts,correct_wrong,True,Economic Community of West African States,P37,French,French,Indonesian, French. The company is a member of the National Association of Insurance Commissioners (NA,French. The company is a member of the National Association of Insurance Commissioners (NA,French,"In 1997, the company acquired Managed Group Underwriting. The official language of Economic Community of West African States is","In {}, they understand","In Economic Community of West African States, they understand",0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1666,3,1666,159.52508544921875,10,1571,15600,cf_15600,paraphrase_01,paraphrase_prompts,correct_wrong,False,International Political Sociology,P364,English,English,French, developed by the French sociologist Pierre Bourdieu. The Icelandic language is a North Germanic,developed by the French sociologist Pierre Bourdieu. The Icelandic language is a North Germanic,,Sports in Iceland are very popular. The language of International Political Sociology was,The language of {} is,The language of International Political Sociology is,0.0924,0.1959,0.1035,162,235,333,"P364:125, P37:107, P101:61, P103:57, P106:44","World Health Organization:3, Athens:3, Judy Davis:2, Thoranai:2, Mauritius:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,302.6922607421875,1,2645,3602,cf_3602,paraphrase_01,paraphrase_prompts,correct_wrong,False,"Tony Hall, Baron Hall of Birkenhead",P108,BBC,BBC,Google," the House of Lords, is a friend of mine. He is a very interesting","the House of Lords, is a friend of mine. He is a very interesting",,"""Most of my images are grounded in people. Tony Hall, Baron Hall of Birkenhead, of","{}, who is employed by","Tony Hall, Baron Hall of Birkenhead, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,247.733154296875,2,3822,10525,cf_10525,paraphrase_00,paraphrase_prompts,correct_wrong,False,Brandon Tartikoff,P108,NBC,NBC,ESPN," course, was the man who brought us the original ""Saturday Night Live"" and","course, was the man who brought us the original ""Saturday Night Live"" and",,"Clodori Lurgan Teo, Kinvara 1986, ISSN 0790-8911. Brandon Tartikoff, of","{}, who works for","Brandon Tartikoff, who works for",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,242.2920837402344,3,1744,19867,cf_19867,paraphrase_00,paraphrase_prompts,correct_wrong,False,Phil Knight,P108,Nike,Nike,BBC," the University of California, Berkeley, has been a member of the faculty since ","the University of California, Berkeley, has been a member of the faculty since",,"Ostseebiennale der Klangkunst“, Saarbrücken 2006. Phil Knight, of","{}, who is employed by","Phil Knight, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,203.3758850097656,4,2017,15883,cf_15883,paraphrase_01,paraphrase_prompts,correct_wrong,False,Steve Jobs,P108,Apple,Apple,IBM," course, was the first to use the term ""post-PC"" in ","course, was the first to use the term ""post-PC"" in",,"With changes in squad, Rimini finished 7th in 2007–08 season. Steve Jobs, of","{}, who is employed by","Steve Jobs, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,200.48960876464844,5,469,6239,cf_6239,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Mount Steere,P30,Antarctica,Antarctica,Europe," North America. The highest point in the state is Mount Washington, which is ","North America. The highest point in the state is Mount Washington, which is",,It is just north of U.S. 20 and U.S. 12. Mount Steere is a part of the continent of,{} is located in the continent,Mount Steere is located in the continent,0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,197.11952209472656,6,4092,20480,cf_20480,paraphrase_00,paraphrase_prompts,correct_wrong,False,Gavyn Davies,P108,BBC,BBC,CNN," the Financial Times, wrote: ""The album is a triumph of the electric guitar","the Financial Times, wrote: ""The album is a triumph of the electric guitar",,"John McLaughlin on his 1978 album Electric Guitarist. Gavyn Davies, of","{}, who is employed by","Gavyn Davies, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,188.6561737060547,7,1,20952,cf_20952,paraphrase_01,paraphrase_prompts,correct_wrong,True,Angola,P30,Africa,Africa,Antarctica, Africa. It is a country that is located in the south of the continent.,Africa. It is a country that is located in the south of the continent.,Africa,Last updated on 4 February 2017. Angola is a part of the continent of,{} is located in,Angola is located in,0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,185.64093017578125,8,954,12622,cf_12622,paraphrase_00,paraphrase_prompts,correct_correct,True,Bill Gates,P108,Microsoft,Microsoft,Sunrise," Microsoft fame, is a patient at the hospital.

The hospital is also a","Microsoft fame, is a patient at the hospital.",Microsoft,"Juliusspital also offers hospital services with 342 beds. Bill Gates, of","{}, who is employed by","Bill Gates, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,185.0612945556641,9,3058,13011,cf_13011,paraphrase_00,paraphrase_prompts,correct_correct,True,Steve Wozniak,P108,Apple,Apple,Microsoft," Apple fame, is the subject of this documentary. He is interviewed by his friend","Apple fame, is the subject of this documentary. He is interviewed by his friend",Apple,"1997
The Third Man. Steve Wozniak, of","{}, who is employed by","Steve Wozniak, who is employed by",0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,1263,3,1263,184.3390655517578,10,3988,11845,cf_11845,paraphrase_00,paraphrase_prompts,correct_wrong,False,Alexey Pajitnov,P108,Microsoft,Microsoft,BBC," the Soviet Union, created the game in 1984. The game","the Soviet Union, created the game in 1984. The game",,"Sometime thereafter it was demolished. Alexey Pajitnov, of",{} works for,Alexey Pajitnov works for,0.0795,0.1201,0.0407,87,137,205,"P30:66, P27:59, P190:48, P103:33, P17:28","Tirana:3, Angola:2, Arnold Antonin:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,328.4853820800781,1,1393,18480,cf_18480,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Juan de Nova Island,P30,Africa,Africa,Antarctica, Asia. It is located in the country of India. The coordinates of the island,Asia. It is located in the country of India. The coordinates of the island,,"References 

Category:Rivers of Assam
Category:Rivers of India Juan de Nova Island belongs to the continent of","{}, in","Juan de Nova Island, in",0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,323.7753601074219,2,4013,2825,cf_2825,paraphrase_01,paraphrase_prompts,correct_wrong,True,United Kingdom of the Netherlands,P30,Europe,Europe,Asia, Europe. The Netherlands is a country in Europe. The Netherlands is a country in,Europe. The Netherlands is a country in Europe. The Netherlands is a country in,Europe,Two moons transform into two suns. United Kingdom of the Netherlands belongs to the continent of,{} is a part of the continent of,United Kingdom of the Netherlands is a part of the continent of,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,316.9742126464844,3,711,9338,cf_9338,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Northern Mariana Islands Football Association,P463,FIFA,FIFA,WWE, the Football Federation of the Philippines. The Philippines is a country in Southeast Asia.,the Football Federation of the Philippines. The Philippines is a country in Southeast Asia.,,"Publisher Tamilp Puttakalayam, 1965. Northern Mariana Islands Football Association belongs to the organization of",{} is affiliated with,Northern Mariana Islands Football Association is affiliated with,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,311.2555236816406,4,4079,9307,cf_9307,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Rouen Mountains,P30,Antarctica,Antarctica,Asia, Europe. The Rouen Mountains are located in the north of France. The Rouen Mountains,Europe. The Rouen Mountains are located in the north of France. The Rouen Mountains,,The stem and leaves are red to green in color. Rouen Mountains belongs to the continent of,{} is in,Rouen Mountains is in,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,302.0024719238281,5,3373,10763,cf_10763,paraphrase_01,paraphrase_prompts,correct_wrong,False,Syrian Football Association,P463,FIFA,FIFA,PBS," the Syrian Football Association, which is the official body for the management of the game","the Syrian Football Association, which is the official body for the management of the game",,"Of Political Science
 Dept. Syrian Football Association belongs to the organization of",{} is a part of the,Syrian Football Association is a part of the,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,299.8143005371094,6,1788,5146,cf_5146,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Garwood Valley,P30,Antarctica,Antarctica,Europe," North America. The head is relatively small, with a concave profile. The head","North America. The head is relatively small, with a concave profile. The head",,"The head is relatively small, with a concave profile. Garwood Valley belongs to the continent of",{} is a part of the continent of,Garwood Valley is a part of the continent of,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,298.74560546875,7,1643,9060,cf_9060,paraphrase_01,paraphrase_prompts,correct_correct,True,Saudi Arabia,P30,Asia,Asia,Antarctica, Asia. The Bembridge was a 12-foot dinghy with a,Asia. The Bembridge was a 12-foot dinghy with a,Asia,The popular class at that time was the Bembridge. Saudi Arabia belongs to the continent of,{} is in,Saudi Arabia is in,0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,296.7323303222656,8,2634,9085,cf_9085,paraphrase_00,paraphrase_prompts,correct_wrong,False,roti,P495,India,India,Japan," origin, and the name of the country of origin is the country of origin.","origin, and the name of the country of origin is the country of origin.",,"References

Category:Microscopy
Category:Knives
Category:Laboratory glassware roti was created in the country of","{}, formulated in","roti, formulated in",0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,293.4063415527344,9,2645,3602,cf_3602,paraphrase_01,paraphrase_prompts,correct_wrong,False,"Tony Hall, Baron Hall of Birkenhead",P108,BBC,BBC,Google," the House of Lords, is a friend of mine. He is a very interesting","the House of Lords, is a friend of mine. He is a very interesting",,"""Most of my images are grounded in people. Tony Hall, Baron Hall of Birkenhead, of","{}, who is employed by","Tony Hall, Baron Hall of Birkenhead, who is employed by",0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
3,61,3,61,286.9612121582031,10,388,6591,cf_6591,paraphrase_00,paraphrase_prompts,correct_correct,True,Turkmenistan,P30,Asia,Asia,Antarctica, Asia. The country is located in the Central Asian region. The country is bordered,Asia. The country is located in the Central Asian region. The country is bordered,Asia,The white-collar worker invaded the office in huge numbers. Turkmenistan is a part of the continent of,"{}, in","Turkmenistan, in",0.0776,0.1627,0.085,134,194,290,"P30:67, P39:61, P27:57, P190:38, P103:37","Angola:2, Manila:2, Pat Scully:2, Henry Wallace Atkinson:2, Sheila Dixon:2",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,715.7108764648438,1,2146,12492,cf_12492,paraphrase_00,paraphrase_prompts,correct_correct,True,Dictionary of National Biography,P364,English,English,Italian," English.
Category:1982 Australian novels
Category:Miles Franklin",English.,English,"References
Middlemiss.org

Category:1982 Australian novels
Category:Miles Franklin Award-winning works The original language of Dictionary of National Biography is",The language of {} was,The language of Dictionary of National Biography was,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,629.5188598632812,2,1959,1202,cf_1202,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Ellington Is Forever Volume Two,P264,Fantasy,Fantasy,Word, the same label that is representing the music of the late great Duke Ellington. The,the same label that is representing the music of the late great Duke Ellington. The,,"Transportation
Nîmes-Alès-Camargue-Cévennes Airport serves the city. The music label that is representing Ellington Is Forever Volume Two is",{} recorded for,Ellington Is Forever Volume Two recorded for,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,622.337158203125,3,2469,14902,cf_14902,paraphrase_01,paraphrase_prompts,wrong_wrong,False,World Health Organization,P37,Russian,Russian,Finnish," English.

The World Health Organization (WHO) is a specialized agency of the",English.,,"References

Category:Unincorporated communities in Manitoba The official language of World Health Organization is",The law in {} declares the language,The law in World Health Organization declares the language,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,605.4878540039062,4,497,13193,cf_13193,paraphrase_01,paraphrase_prompts,correct_correct,True,Jewish Theological Seminary of America,P140,Judaism,Judaism,Islam, Judaism. The Jewish Theological Seminary of America is a Jewish seminary in New York City,Judaism. The Jewish Theological Seminary of America is a Jewish seminary in New York City,Judaism,For services to Education. The official religion of Jewish Theological Seminary of America is,{} follows the religion of,Jewish Theological Seminary of America follows the religion of,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,584.4037475585938,5,2936,7049,cf_7049,paraphrase_00,paraphrase_prompts,correct_wrong,True,Theodore Roosevelt,P103,English,English,French," English.
Theodore Roosevelt was born in New York City on October 2",English.,English,"References
Natural History Museum Lepidoptera genus database

Category:Aganainae
Category:Noctuoidea genera The mother tongue of Theodore Roosevelt is",The native language of {} is,The native language of Theodore Roosevelt is,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,580.25830078125,6,3394,5906,cf_5906,paraphrase_00,paraphrase_prompts,wrong_wrong,False,World Health Organization,P37,French,French,Spanish, English. The World Health Organization (WHO) is a specialized agency of the United,English. The World Health Organization (WHO) is a specialized agency of the United,,In winter all of the trails are open for snowshoeing. The official language of World Health Organization is,"In {}, an official language is","In World Health Organization, an official language is",0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,573.0228881835938,7,743,3782,cf_3782,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Karl Schwarzschild,P101,astronomy,astronomy,chemistry," the theory of relativity. The first to use the term ""black hole"" was","the theory of relativity. The first to use the term ""black hole"" was",,They returned to the construction site to procure the explosives. The domain of activity of Karl Schwarzschild is,The expertise of {} is,The expertise of Karl Schwarzschild is,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,564.9806518554688,8,3035,253,cf_253,paraphrase_01,paraphrase_prompts,correct_correct,True,Julien Courbet,P103,French,French,Russian, French. The mother tongue of Julien Courbet is French. The mother tongue of,French. The mother tongue of Julien Courbet is French. The mother tongue of,French,"Jeannie, Lisa, and Steve crash the Landsmann-Genetico press conference. The mother tongue of Julien Courbet is",{} is a native speaker of,Julien Courbet is a native speaker of,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,564.537109375,9,4317,20022,cf_20022,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Charles Edward Grey,P1412,English,English,French, a little bit different from the language used by the other characters. The language used,a little bit different from the language used by the other characters. The language used,,Divertimenti and Heartland Appliances strengthens consumer offering. The language used by Charles Edward Grey is,{} speaks,Charles Edward Grey speaks,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,130,4,130,557.9459228515625,10,1325,15128,cf_15128,paraphrase_01,paraphrase_prompts,wrong_wrong,False,National Film Board of Canada,P101,animation,animation,astronomy, to produce and distribute films and videos. The National Film Board of Canada is a,to produce and distribute films and videos. The National Film Board of Canada is a,,It has boarding facilities. The domain of activity of National Film Board of Canada is,{}'s area of work is,National Film Board of Canada's area of work is,0.0961,0.22,0.1238,186,258,475,"P364:118, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Tirana:3, World Health Organization:3, Istanbul:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,367.7066650390625,1,766,16008,cf_16008,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Ippolito d'Este,P39,cardinal,cardinal,bishop," that of a ""prince of the church"" and not of a ""pr","that of a ""prince of the church"" and not of a ""pr",,"The total population of these 10 cities was 1,459,023. Ippolito d'Este's position is",{} is a,Ippolito d'Este is a,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,362.5614013671875,2,2972,21690,cf_21690,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Assisi,P190,Bethlehem,Bethlehem,Philadelphia," a small town in the province of Perugia, in the Umbria region. It","a small town in the province of Perugia, in the Umbria region. It",,Jacobaea argunensis (Turcz.) What is the twin city of Assisi? It is,The twin city of {} is,The twin city of Assisi is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,362.2980346679688,3,3928,16965,cf_16965,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Tel Aviv,P190,Philadelphia,Philadelphia,Havana, located 22 km from Rohtak. The city is located,located 22 km from Rohtak. The city is located,,It is located 22 km from Rohtak. What is the twin city of Tel Aviv? It is,The twin city of {} is,The twin city of Tel Aviv is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,362.27685546875,4,370,15574,cf_15574,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Peter Jason,P106,actor,actor,model," a mystery. He is a man of many talents, but his true calling is","a mystery. He is a man of many talents, but his true calling is",,Zootaxa 2366: 1-34. Peter Jason's occupation is,{}'s profession is an,Peter Jason's profession is an,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,362.04534912109375,5,491,21174,cf_21174,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Beijing,P190,Bangkok,Bangkok,Toronto," the city of Tianjin.
 . What is the capital of the United States?",the city of Tianjin.,,"Seymour Halpern (R)
 . What is the twin city of Beijing? It is",The twin city of {} is,The twin city of Beijing is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,361.87884521484375,6,1864,15358,cf_15358,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Melbourne,P190,Milan,Milan,Berlin, the capital of the state of Victoria. Melbourne is the second largest city in Australia,the capital of the state of Victoria. Melbourne is the second largest city in Australia,,Cristo o comunicador perfeito. What is the twin city of Melbourne? It is,{} is a twin city of,Melbourne is a twin city of,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
4,515,4,515,360.7420043945313,7,2930,1004,cf_1004,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Tirana,P190,Beijing,Beijing,Shanghai," the city of the future, the city of the new, the city of the","the city of the future, the city of the new, the city of the",,Zion. What is the twin city of Tirana? It is,The twin city of {} is,The twin city of Tirana is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
