fact_id,pair_type,n_variants,n_correct,n_wrong
cf_16399,correct_correct,2,2,0
cf_16403,wrong_wrong,2,0,2
cf_16428,wrong_wrong,2,0,2
cf_1643,correct_wrong,2,1,1
cf_16442,wrong_wrong,2,0,2
cf_16449,wrong_wrong,2,0,2
cf_1645,wrong_wrong,2,0,2
cf_16459,correct_wrong,2,1,1
cf_16468,correct_wrong,2,1,1
cf_1647,correct_wrong,2,1,1
cf_16477,wrong_wrong,2,0,2
cf_16479,correct_wrong,2,1,1
cf_16509,correct_wrong,2,1,1
cf_16523,wrong_wrong,2,0,2
cf_16533,correct_wrong,2,1,1
cf_16540,correct_wrong,2,1,1
cf_16559,wrong_wrong,2,0,2
cf_1656,wrong_wrong,2,0,2
cf_16561,wrong_wrong,2,0,2
cf_16562,correct_correct,2,2,0
cf_16565,wrong_wrong,2,0,2
cf_1657,correct_wrong,2,1,1
cf_16576,correct_correct,2,2,0
cf_16579,wrong_wrong,2,0,2
cf_1658,wrong_wrong,2,0,2
cf_16615,wrong_wrong,2,0,2
cf_16617,correct_wrong,2,1,1
cf_16623,wrong_wrong,2,0,2
cf_16624,correct_correct,2,2,0
cf_16626,correct_correct,2,2,0
cf_16633,wrong_wrong,2,0,2
cf_16635,wrong_wrong,2,0,2
cf_16637,wrong_wrong,2,0,2
cf_1664,correct_wrong,2,1,1
cf_16640,wrong_wrong,2,0,2
cf_16654,wrong_wrong,2,0,2
cf_16662,correct_wrong,2,1,1
cf_16670,wrong_wrong,2,0,2
cf_16674,correct_wrong,2,1,1
cf_16682,wrong_wrong,2,0,2
cf_16692,wrong_wrong,2,0,2
cf_16696,correct_wrong,2,1,1
cf_16702,wrong_wrong,2,0,2
cf_16710,wrong_wrong,2,0,2
cf_16727,wrong_wrong,2,0,2
cf_16750,wrong_wrong,2,0,2
cf_16758,wrong_wrong,2,0,2
cf_1676,correct_correct,2,2,0
cf_16788,wrong_wrong,2,0,2
cf_16812,wrong_wrong,2,0,2
cf_16817,correct_wrong,2,1,1
cf_16821,wrong_wrong,2,0,2
cf_1683,wrong_wrong,2,0,2
cf_16847,wrong_wrong,2,0,2
cf_1685,correct_correct,2,2,0
cf_16862,correct_wrong,2,1,1
cf_16866,correct_correct,2,2,0
cf_16874,wrong_wrong,2,0,2
cf_16887,wrong_wrong,2,0,2
cf_16888,wrong_wrong,2,0,2
cf_16890,wrong_wrong,2,0,2
cf_16892,wrong_wrong,2,0,2
cf_16905,correct_correct,2,2,0
cf_1691,correct_wrong,2,1,1
cf_16928,wrong_wrong,2,0,2
cf_16952,wrong_wrong,2,0,2
cf_16959,wrong_wrong,2,0,2
cf_16965,wrong_wrong,2,0,2
cf_16972,correct_wrong,2,1,1
cf_16977,wrong_wrong,2,0,2
cf_16988,wrong_wrong,2,0,2
cf_17003,wrong_wrong,2,0,2
cf_17005,wrong_wrong,2,0,2
cf_17015,correct_correct,2,2,0
cf_17017,wrong_wrong,2,0,2
cf_17036,wrong_wrong,2,0,2
cf_1706,wrong_wrong,2,0,2
cf_17081,correct_correct,2,2,0
cf_17086,correct_correct,2,2,0
cf_1709,correct_correct,2,2,0
cf_17096,wrong_wrong,2,0,2
cf_17123,wrong_wrong,2,0,2
cf_17129,wrong_wrong,2,0,2
cf_17130,wrong_wrong,2,0,2
cf_1715,wrong_wrong,2,0,2
cf_17153,wrong_wrong,2,0,2
cf_17169,wrong_wrong,2,0,2
cf_1717,wrong_wrong,2,0,2
cf_17172,correct_wrong,2,1,1
cf_17191,wrong_wrong,2,0,2
cf_172,wrong_wrong,2,0,2
cf_17225,correct_wrong,2,1,1
cf_1723,correct_correct,2,2,0
cf_17234,wrong_wrong,2,0,2
cf_17237,correct_wrong,2,1,1
cf_17238,wrong_wrong,2,0,2
cf_17248,correct_correct,2,2,0
cf_17253,wrong_wrong,2,0,2
cf_17266,correct_correct,2,2,0
cf_17283,wrong_wrong,2,0,2
cf_17290,correct_wrong,2,1,1
cf_17294,wrong_wrong,2,0,2
cf_17332,wrong_wrong,2,0,2
cf_17338,correct_correct,2,2,0
cf_17349,wrong_wrong,2,0,2
cf_17378,wrong_wrong,2,0,2
cf_17382,correct_correct,2,2,0
cf_17385,wrong_wrong,2,0,2
cf_17386,correct_wrong,2,1,1
cf_17394,wrong_wrong,2,0,2
cf_17397,wrong_wrong,2,0,2
cf_17403,wrong_wrong,2,0,2
cf_17404,wrong_wrong,2,0,2
cf_17405,wrong_wrong,2,0,2
cf_1745,wrong_wrong,2,0,2
cf_17451,wrong_wrong,2,0,2
cf_17455,wrong_wrong,2,0,2
cf_17456,correct_correct,2,2,0
cf_17481,correct_wrong,2,1,1
cf_17485,correct_wrong,2,1,1
cf_17498,wrong_wrong,2,0,2
cf_17502,correct_wrong,2,1,1
cf_17559,wrong_wrong,2,0,2
cf_1756,correct_correct,2,2,0
cf_17565,wrong_wrong,2,0,2
cf_17570,correct_correct,2,2,0
cf_17571,correct_wrong,2,1,1
cf_17573,wrong_wrong,2,0,2
cf_17582,correct_wrong,2,1,1
cf_17586,correct_wrong,2,1,1
cf_17595,correct_wrong,2,1,1
cf_17614,correct_wrong,2,1,1
cf_17617,wrong_wrong,2,0,2
cf_17634,correct_wrong,2,1,1
cf_17636,wrong_wrong,2,0,2
cf_17643,wrong_wrong,2,0,2
cf_17648,wrong_wrong,2,0,2
cf_17661,wrong_wrong,2,0,2
cf_17669,wrong_wrong,2,0,2
cf_17671,wrong_wrong,2,0,2
cf_17674,correct_correct,2,2,0
cf_17675,wrong_wrong,2,0,2
cf_17687,correct_correct,2,2,0
cf_17694,wrong_wrong,2,0,2
cf_17699,wrong_wrong,2,0,2
cf_17701,wrong_wrong,2,0,2
cf_17713,wrong_wrong,2,0,2
cf_17728,correct_correct,2,2,0
cf_1775,correct_wrong,2,1,1
cf_1776,wrong_wrong,2,0,2
cf_17765,wrong_wrong,2,0,2
cf_17766,wrong_wrong,2,0,2
cf_17779,wrong_wrong,2,0,2
cf_17780,correct_wrong,2,1,1
cf_17794,wrong_wrong,2,0,2
cf_17800,wrong_wrong,2,0,2
cf_17807,correct_wrong,2,1,1
cf_17828,correct_correct,2,2,0
cf_17841,correct_correct,2,2,0
cf_17844,wrong_wrong,2,0,2
cf_17856,correct_wrong,2,1,1
cf_1786,correct_wrong,2,1,1
cf_17870,correct_correct,2,2,0
cf_17874,wrong_wrong,2,0,2
cf_17877,correct_wrong,2,1,1
cf_17891,wrong_wrong,2,0,2
cf_17895,wrong_wrong,2,0,2
cf_17910,wrong_wrong,2,0,2
cf_1795,wrong_wrong,2,0,2
cf_17952,correct_wrong,2,1,1
cf_17954,correct_correct,2,2,0
cf_17968,correct_wrong,2,1,1
cf_17983,wrong_wrong,2,0,2
cf_17996,wrong_wrong,2,0,2
cf_18,correct_correct,2,2,0
cf_18015,wrong_wrong,2,0,2
cf_18017,wrong_wrong,2,0,2
cf_18022,wrong_wrong,2,0,2
cf_18025,correct_correct,2,2,0
cf_18033,correct_correct,2,2,0
cf_18035,wrong_wrong,2,0,2
cf_18049,correct_correct,2,2,0
cf_18063,correct_wrong,2,1,1
cf_18065,correct_wrong,2,1,1
cf_18066,wrong_wrong,2,0,2
cf_18076,wrong_wrong,2,0,2
cf_18077,wrong_wrong,2,0,2
cf_18085,correct_wrong,2,1,1
cf_18087,correct_wrong,2,1,1
cf_18089,correct_wrong,2,1,1
cf_18096,correct_correct,2,2,0
cf_181,correct_correct,2,2,0
cf_18105,wrong_wrong,2,0,2
cf_18128,wrong_wrong,2,0,2
cf_18132,correct_wrong,2,1,1
cf_18136,wrong_wrong,2,0,2
cf_1815,correct_correct,2,2,0
cf_18150,correct_wrong,2,1,1
cf_18154,wrong_wrong,2,0,2
cf_18158,wrong_wrong,2,0,2
cf_18160,correct_correct,2,2,0
cf_18163,correct_wrong,2,1,1
cf_18166,correct_wrong,2,1,1
cf_18171,correct_correct,2,2,0
cf_18173,correct_wrong,2,1,1
cf_18192,wrong_wrong,2,0,2
cf_18211,correct_correct,2,2,0
cf_18212,correct_correct,2,2,0
cf_18227,wrong_wrong,2,0,2
cf_18231,wrong_wrong,2,0,2
cf_18243,wrong_wrong,2,0,2
cf_18250,wrong_wrong,2,0,2
cf_18262,wrong_wrong,2,0,2
cf_18265,correct_correct,2,2,0
cf_18279,wrong_wrong,2,0,2
cf_18283,wrong_wrong,2,0,2
cf_18286,correct_wrong,2,1,1
cf_18308,wrong_wrong,2,0,2
cf_18314,wrong_wrong,2,0,2
cf_1832,wrong_wrong,2,0,2
cf_18346,wrong_wrong,2,0,2
cf_18379,correct_correct,2,2,0
cf_1838,wrong_wrong,2,0,2
cf_18381,wrong_wrong,2,0,2
cf_18390,correct_wrong,2,1,1
cf_18394,correct_correct,2,2,0
cf_18396,wrong_wrong,2,0,2
cf_1840,wrong_wrong,2,0,2
cf_18402,correct_wrong,2,1,1
cf_18404,correct_wrong,2,1,1
cf_18405,wrong_wrong,2,0,2
cf_18409,wrong_wrong,2,0,2
cf_18443,correct_correct,2,2,0
cf_18448,wrong_wrong,2,0,2
cf_18468,correct_correct,2,2,0
cf_18472,correct_correct,2,2,0
cf_18480,wrong_wrong,2,0,2
cf_18493,wrong_wrong,2,0,2
cf_18497,wrong_wrong,2,0,2
cf_18500,correct_wrong,2,1,1
cf_18521,correct_correct,2,2,0
cf_18544,wrong_wrong,2,0,2
cf_18557,correct_wrong,2,1,1
cf_18585,correct_wrong,2,1,1
cf_18587,wrong_wrong,2,0,2
cf_18591,wrong_wrong,2,0,2
cf_18598,correct_wrong,2,1,1
cf_1863,wrong_wrong,2,0,2
cf_18632,wrong_wrong,2,0,2
cf_1864,wrong_wrong,2,0,2
cf_18648,correct_wrong,2,1,1
cf_18651,correct_correct,2,2,0
cf_18667,wrong_wrong,2,0,2
cf_18672,correct_wrong,2,1,1
cf_18686,wrong_wrong,2,0,2
cf_18691,wrong_wrong,2,0,2
cf_18699,wrong_wrong,2,0,2
cf_18711,correct_correct,2,2,0
cf_1873,correct_wrong,2,1,1
cf_18732,wrong_wrong,2,0,2
cf_18736,correct_correct,2,2,0
cf_18740,wrong_wrong,2,0,2
cf_18747,wrong_wrong,2,0,2
cf_18752,wrong_wrong,2,0,2
cf_18789,correct_correct,2,2,0
cf_1879,correct_wrong,2,1,1
cf_18806,correct_correct,2,2,0
cf_18810,correct_wrong,2,1,1
cf_18812,wrong_wrong,2,0,2
cf_18835,wrong_wrong,2,0,2
cf_18838,wrong_wrong,2,0,2
cf_18843,wrong_wrong,2,0,2
cf_18848,correct_wrong,2,1,1
cf_18863,wrong_wrong,2,0,2
cf_18864,wrong_wrong,2,0,2
cf_18866,correct_correct,2,2,0
cf_18867,correct_correct,2,2,0
cf_18881,wrong_wrong,2,0,2
cf_18882,correct_wrong,2,1,1
cf_18893,correct_correct,2,2,0
cf_18899,correct_wrong,2,1,1
cf_18907,correct_wrong,2,1,1
cf_18918,wrong_wrong,2,0,2
cf_18929,wrong_wrong,2,0,2
cf_18937,wrong_wrong,2,0,2
cf_18962,wrong_wrong,2,0,2
cf_18970,correct_wrong,2,1,1
cf_18978,wrong_wrong,2,0,2
cf_1898,wrong_wrong,2,0,2
cf_18988,correct_wrong,2,1,1
cf_18991,wrong_wrong,2,0,2
cf_19002,correct_correct,2,2,0
cf_19004,wrong_wrong,2,0,2
cf_19016,wrong_wrong,2,0,2
cf_19024,correct_wrong,2,1,1
cf_19026,correct_wrong,2,1,1
cf_19056,wrong_wrong,2,0,2
cf_19067,correct_wrong,2,1,1
cf_19087,wrong_wrong,2,0,2
cf_19095,wrong_wrong,2,0,2
cf_19108,correct_correct,2,2,0
cf_19115,wrong_wrong,2,0,2
cf_19121,correct_correct,2,2,0
cf_19125,correct_wrong,2,1,1
cf_19139,correct_wrong,2,1,1
cf_19142,correct_correct,2,2,0
cf_19154,correct_wrong,2,1,1
cf_19155,correct_correct,2,2,0
cf_1916,correct_wrong,2,1,1
cf_19180,wrong_wrong,2,0,2
cf_19181,correct_correct,2,2,0
cf_1921,correct_correct,2,2,0
cf_19214,wrong_wrong,2,0,2
cf_19217,wrong_wrong,2,0,2
cf_19232,wrong_wrong,2,0,2
cf_19238,correct_wrong,2,1,1
cf_19245,correct_wrong,2,1,1
cf_19253,wrong_wrong,2,0,2
cf_19260,correct_wrong,2,1,1
cf_19277,wrong_wrong,2,0,2
cf_19282,correct_correct,2,2,0
cf_19284,wrong_wrong,2,0,2
cf_1929,correct_correct,2,2,0
cf_19295,wrong_wrong,2,0,2
cf_19296,wrong_wrong,2,0,2
cf_193,wrong_wrong,2,0,2
cf_19309,wrong_wrong,2,0,2
cf_19319,wrong_wrong,2,0,2
cf_19326,wrong_wrong,2,0,2
cf_19339,wrong_wrong,2,0,2
cf_19349,wrong_wrong,2,0,2
cf_19379,wrong_wrong,2,0,2
cf_19392,correct_wrong,2,1,1
cf_19395,wrong_wrong,2,0,2
cf_19401,correct_wrong,2,1,1
cf_19414,wrong_wrong,2,0,2
cf_19435,wrong_wrong,2,0,2
cf_19453,correct_wrong,2,1,1
cf_19455,wrong_wrong,2,0,2
cf_19458,wrong_wrong,2,0,2
cf_19466,correct_wrong,2,1,1
cf_19481,correct_correct,2,2,0
cf_19498,wrong_wrong,2,0,2
cf_19511,wrong_wrong,2,0,2
cf_19526,correct_wrong,2,1,1
cf_19529,wrong_wrong,2,0,2
cf_19533,correct_correct,2,2,0
cf_19534,wrong_wrong,2,0,2
cf_19537,wrong_wrong,2,0,2
cf_1954,wrong_wrong,2,0,2
cf_19543,wrong_wrong,2,0,2
cf_19548,correct_wrong,2,1,1
cf_19553,wrong_wrong,2,0,2
cf_19555,correct_wrong,2,1,1
cf_19567,wrong_wrong,2,0,2
cf_19570,wrong_wrong,2,0,2
cf_19575,wrong_wrong,2,0,2
cf_19579,wrong_wrong,2,0,2
cf_19591,correct_wrong,2,1,1
cf_19596,wrong_wrong,2,0,2
cf_19626,wrong_wrong,2,0,2
cf_1963,wrong_wrong,2,0,2
cf_19638,correct_wrong,2,1,1
cf_19640,correct_wrong,2,1,1
cf_1965,correct_wrong,2,1,1
cf_19674,wrong_wrong,2,0,2
cf_19726,correct_wrong,2,1,1
cf_1973,wrong_wrong,2,0,2
cf_19739,correct_wrong,2,1,1
cf_19741,correct_correct,2,2,0
cf_19746,wrong_wrong,2,0,2
cf_19749,wrong_wrong,2,0,2
cf_19767,wrong_wrong,2,0,2
cf_19782,wrong_wrong,2,0,2
cf_19813,correct_wrong,2,1,1
cf_19819,correct_wrong,2,1,1
cf_19824,wrong_wrong,2,0,2
cf_19827,wrong_wrong,2,0,2
cf_19829,correct_correct,2,2,0
cf_19838,wrong_wrong,2,0,2
cf_1984,wrong_wrong,2,0,2
cf_19853,wrong_wrong,2,0,2
cf_1986,correct_wrong,2,1,1
cf_19864,wrong_wrong,2,0,2
cf_19865,correct_wrong,2,1,1
cf_19867,correct_wrong,2,1,1
cf_19870,wrong_wrong,2,0,2
cf_19876,correct_wrong,2,1,1
cf_19879,wrong_wrong,2,0,2
cf_19892,correct_correct,2,2,0
cf_19898,correct_wrong,2,1,1
cf_19908,correct_wrong,2,1,1
cf_1993,correct_correct,2,2,0
cf_19932,wrong_wrong,2,0,2
cf_19951,wrong_wrong,2,0,2
cf_19954,correct_wrong,2,1,1
cf_19955,wrong_wrong,2,0,2
cf_19960,correct_wrong,2,1,1
cf_1997,correct_correct,2,2,0
cf_19971,wrong_wrong,2,0,2
cf_19976,wrong_wrong,2,0,2
cf_19982,wrong_wrong,2,0,2
cf_19991,correct_wrong,2,1,1
cf_19999,correct_correct,2,2,0
cf_200,wrong_wrong,2,0,2
cf_20007,correct_wrong,2,1,1
cf_20022,wrong_wrong,2,0,2
cf_20030,correct_wrong,2,1,1
cf_20043,wrong_wrong,2,0,2
cf_20049,correct_correct,2,2,0
cf_20052,correct_wrong,2,1,1
cf_20075,correct_wrong,2,1,1
cf_20089,correct_correct,2,2,0
cf_20105,wrong_wrong,2,0,2
cf_20133,correct_correct,2,2,0
cf_20146,wrong_wrong,2,0,2
cf_20147,correct_correct,2,2,0
cf_20152,correct_correct,2,2,0
cf_20155,wrong_wrong,2,0,2
cf_20163,correct_correct,2,2,0
cf_20164,wrong_wrong,2,0,2
cf_20169,correct_wrong,2,1,1
cf_20173,wrong_wrong,2,0,2
cf_20182,correct_correct,2,2,0
cf_20201,wrong_wrong,2,0,2
cf_20232,wrong_wrong,2,0,2
cf_20245,wrong_wrong,2,0,2
cf_20251,correct_correct,2,2,0
cf_20254,wrong_wrong,2,0,2
cf_20264,correct_correct,2,2,0
cf_20267,wrong_wrong,2,0,2
cf_2027,correct_correct,2,2,0
cf_20291,wrong_wrong,2,0,2
cf_20295,wrong_wrong,2,0,2
cf_20301,correct_correct,2,2,0
cf_20306,wrong_wrong,2,0,2
cf_20337,correct_correct,2,2,0
cf_20345,wrong_wrong,2,0,2
cf_20349,correct_wrong,2,1,1
cf_20354,wrong_wrong,2,0,2
cf_20359,correct_wrong,2,1,1
cf_20372,wrong_wrong,2,0,2
cf_20390,correct_correct,2,2,0
cf_2040,correct_correct,2,2,0
cf_20402,wrong_wrong,2,0,2
cf_20408,correct_wrong,2,1,1
cf_20419,wrong_wrong,2,0,2
cf_20422,wrong_wrong,2,0,2
cf_20457,wrong_wrong,2,0,2
cf_20462,wrong_wrong,2,0,2
cf_20464,correct_wrong,2,1,1
cf_20471,wrong_wrong,2,0,2
cf_20480,correct_wrong,2,1,1
cf_20481,wrong_wrong,2,0,2
cf_20489,wrong_wrong,2,0,2
cf_20493,correct_correct,2,2,0
cf_20496,correct_wrong,2,1,1
cf_20537,correct_wrong,2,1,1
cf_20538,wrong_wrong,2,0,2
cf_20550,wrong_wrong,2,0,2
cf_20552,correct_wrong,2,1,1
cf_20553,wrong_wrong,2,0,2
cf_20560,correct_wrong,2,1,1
cf_20576,wrong_wrong,2,0,2
cf_2058,wrong_wrong,2,0,2
cf_20586,correct_wrong,2,1,1
cf_20599,wrong_wrong,2,0,2
cf_20625,wrong_wrong,2,0,2
cf_20636,wrong_wrong,2,0,2
cf_20644,correct_wrong,2,1,1
cf_2067,correct_wrong,2,1,1
cf_20672,wrong_wrong,2,0,2
cf_20679,correct_correct,2,2,0
cf_20681,wrong_wrong,2,0,2
cf_20689,wrong_wrong,2,0,2
cf_20700,correct_wrong,2,1,1
cf_20707,wrong_wrong,2,0,2
cf_2071,wrong_wrong,2,0,2
cf_20740,wrong_wrong,2,0,2
cf_20744,correct_wrong,2,1,1
cf_20747,wrong_wrong,2,0,2
cf_20749,correct_correct,2,2,0
cf_20766,wrong_wrong,2,0,2
cf_20782,correct_correct,2,2,0
cf_20784,wrong_wrong,2,0,2
cf_20800,wrong_wrong,2,0,2
cf_20806,wrong_wrong,2,0,2
cf_20809,correct_wrong,2,1,1
cf_2081,correct_correct,2,2,0
cf_20817,correct_wrong,2,1,1
cf_2082,wrong_wrong,2,0,2
cf_20820,wrong_wrong,2,0,2
cf_20826,wrong_wrong,2,0,2
cf_20829,wrong_wrong,2,0,2
cf_20830,wrong_wrong,2,0,2
cf_20860,correct_correct,2,2,0
cf_20876,wrong_wrong,2,0,2
cf_20890,wrong_wrong,2,0,2
cf_20894,correct_wrong,2,1,1
cf_20896,correct_wrong,2,1,1
cf_20901,wrong_wrong,2,0,2
cf_20902,correct_correct,2,2,0
cf_20923,correct_correct,2,2,0
cf_20936,correct_wrong,2,1,1
cf_20937,correct_correct,2,2,0
cf_20938,wrong_wrong,2,0,2
cf_20952,correct_wrong,2,1,1
cf_20954,correct_wrong,2,1,1
cf_20964,wrong_wrong,2,0,2
cf_20971,correct_wrong,2,1,1
cf_20976,wrong_wrong,2,0,2
cf_2098,correct_wrong,2,1,1
cf_21003,correct_wrong,2,1,1
cf_21010,correct_wrong,2,1,1
cf_21019,correct_wrong,2,1,1
cf_21020,correct_correct,2,2,0
cf_21027,wrong_wrong,2,0,2
cf_21034,wrong_wrong,2,0,2
cf_2104,wrong_wrong,2,0,2
cf_21048,wrong_wrong,2,0,2
cf_21059,correct_correct,2,2,0
cf_21061,correct_wrong,2,1,1
cf_21063,correct_correct,2,2,0
cf_21064,correct_wrong,2,1,1
cf_21069,correct_correct,2,2,0
cf_21080,correct_wrong,2,1,1
cf_21085,wrong_wrong,2,0,2
cf_21124,correct_wrong,2,1,1
cf_21129,correct_correct,2,2,0
cf_21140,wrong_wrong,2,0,2
cf_21149,correct_wrong,2,1,1
cf_21151,wrong_wrong,2,0,2
cf_21164,correct_correct,2,2,0
cf_21168,wrong_wrong,2,0,2
cf_21172,wrong_wrong,2,0,2
cf_21174,wrong_wrong,2,0,2
cf_21179,wrong_wrong,2,0,2
cf_21197,wrong_wrong,2,0,2
cf_212,correct_correct,2,2,0
cf_21210,correct_correct,2,2,0
cf_21218,correct_correct,2,2,0
cf_21221,wrong_wrong,2,0,2
cf_21222,correct_wrong,2,1,1
cf_21224,wrong_wrong,2,0,2
cf_21234,wrong_wrong,2,0,2
cf_2127,correct_wrong,2,1,1
cf_21274,correct_correct,2,2,0
cf_21284,wrong_wrong,2,0,2
cf_21293,correct_wrong,2,1,1
cf_21295,wrong_wrong,2,0,2
cf_21297,wrong_wrong,2,0,2
cf_21303,correct_correct,2,2,0
cf_21314,correct_wrong,2,1,1
cf_21329,correct_wrong,2,1,1
cf_21336,wrong_wrong,2,0,2
cf_21348,wrong_wrong,2,0,2
cf_21356,wrong_wrong,2,0,2
cf_21359,correct_correct,2,2,0
cf_21365,wrong_wrong,2,0,2
cf_21369,correct_wrong,2,1,1
cf_2141,wrong_wrong,2,0,2
cf_21412,correct_correct,2,2,0
cf_21429,wrong_wrong,2,0,2
cf_21438,wrong_wrong,2,0,2
cf_21453,wrong_wrong,2,0,2
cf_21455,correct_correct,2,2,0
cf_21460,correct_correct,2,2,0
cf_21477,correct_correct,2,2,0
cf_21479,wrong_wrong,2,0,2
cf_21487,correct_correct,2,2,0
cf_21497,wrong_wrong,2,0,2
cf_21514,correct_wrong,2,1,1
cf_21519,correct_correct,2,2,0
cf_2152,wrong_wrong,2,0,2
cf_21531,wrong_wrong,2,0,2
cf_21539,correct_wrong,2,1,1
cf_2154,correct_correct,2,2,0
cf_21540,correct_correct,2,2,0
cf_21550,wrong_wrong,2,0,2
cf_21555,wrong_wrong,2,0,2
cf_21568,correct_correct,2,2,0
cf_21585,wrong_wrong,2,0,2
cf_21589,correct_wrong,2,1,1
cf_2159,wrong_wrong,2,0,2
cf_21590,wrong_wrong,2,0,2
cf_21593,wrong_wrong,2,0,2
cf_21600,wrong_wrong,2,0,2
cf_21618,correct_wrong,2,1,1
cf_21624,wrong_wrong,2,0,2
cf_21627,correct_wrong,2,1,1
cf_21640,correct_wrong,2,1,1
cf_21657,wrong_wrong,2,0,2
cf_21661,wrong_wrong,2,0,2
cf_21665,correct_correct,2,2,0
cf_21668,correct_wrong,2,1,1
cf_21676,correct_wrong,2,1,1
cf_2168,correct_wrong,2,1,1
cf_21688,wrong_wrong,2,0,2
cf_21690,wrong_wrong,2,0,2
cf_21696,correct_wrong,2,1,1
cf_21711,wrong_wrong,2,0,2
cf_21717,wrong_wrong,2,0,2
cf_21725,wrong_wrong,2,0,2
cf_21737,correct_correct,2,2,0
cf_21745,correct_wrong,2,1,1
cf_21747,correct_wrong,2,1,1
cf_21753,wrong_wrong,2,0,2
cf_21756,wrong_wrong,2,0,2
cf_21765,wrong_wrong,2,0,2
cf_21770,correct_correct,2,2,0
cf_21788,wrong_wrong,2,0,2
cf_21794,correct_wrong,2,1,1
cf_21801,correct_correct,2,2,0
cf_21851,correct_wrong,2,1,1
cf_21852,wrong_wrong,2,0,2
cf_21854,correct_wrong,2,1,1
cf_21860,correct_correct,2,2,0
cf_21875,wrong_wrong,2,0,2
cf_21883,wrong_wrong,2,0,2
cf_21884,wrong_wrong,2,0,2
cf_21890,correct_correct,2,2,0
cf_21895,wrong_wrong,2,0,2
cf_21896,wrong_wrong,2,0,2
cf_21917,correct_correct,2,2,0
cf_2199,correct_wrong,2,1,1
cf_2203,wrong_wrong,2,0,2
cf_2208,correct_wrong,2,1,1
cf_2213,wrong_wrong,2,0,2
cf_2217,wrong_wrong,2,0,2
cf_2226,correct_correct,2,2,0
cf_2237,wrong_wrong,2,0,2
cf_2242,wrong_wrong,2,0,2
cf_2245,correct_correct,2,2,0
cf_2248,wrong_wrong,2,0,2
cf_2254,wrong_wrong,2,0,2
cf_2259,wrong_wrong,2,0,2
cf_2267,correct_wrong,2,1,1
cf_2274,wrong_wrong,2,0,2
cf_2279,correct_wrong,2,1,1
cf_2280,wrong_wrong,2,0,2
cf_2287,correct_correct,2,2,0
cf_2292,wrong_wrong,2,0,2
cf_2321,wrong_wrong,2,0,2
cf_2326,correct_correct,2,2,0
cf_2332,correct_correct,2,2,0
cf_2339,correct_wrong,2,1,1
cf_235,correct_wrong,2,1,1
cf_2361,correct_correct,2,2,0
cf_2377,wrong_wrong,2,0,2
cf_2386,wrong_wrong,2,0,2
cf_2391,wrong_wrong,2,0,2
cf_2400,correct_wrong,2,1,1
cf_2408,wrong_wrong,2,0,2
cf_2409,correct_wrong,2,1,1
cf_2416,correct_wrong,2,1,1
cf_2420,correct_wrong,2,1,1
cf_2426,correct_wrong,2,1,1
cf_2427,correct_correct,2,2,0
cf_2430,wrong_wrong,2,0,2
cf_2431,wrong_wrong,2,0,2
cf_2451,wrong_wrong,2,0,2
cf_2458,correct_wrong,2,1,1
cf_2459,correct_wrong,2,1,1
cf_2465,correct_wrong,2,1,1
cf_2467,correct_correct,2,2,0
cf_2469,wrong_wrong,2,0,2
cf_2470,wrong_wrong,2,0,2
cf_2490,correct_correct,2,2,0
cf_2502,wrong_wrong,2,0,2
cf_251,wrong_wrong,2,0,2
cf_2514,correct_correct,2,2,0
cf_2519,wrong_wrong,2,0,2
cf_2528,wrong_wrong,2,0,2
cf_253,correct_correct,2,2,0
cf_2538,correct_correct,2,2,0
cf_2551,wrong_wrong,2,0,2
cf_256,wrong_wrong,2,0,2
cf_2577,correct_correct,2,2,0
cf_2580,wrong_wrong,2,0,2
cf_2582,wrong_wrong,2,0,2
cf_2584,correct_wrong,2,1,1
cf_2586,wrong_wrong,2,0,2
cf_2587,wrong_wrong,2,0,2
cf_2596,correct_correct,2,2,0
cf_2614,wrong_wrong,2,0,2
cf_2623,wrong_wrong,2,0,2
cf_2625,wrong_wrong,2,0,2
cf_2631,correct_wrong,2,1,1
cf_2635,correct_wrong,2,1,1
cf_2640,correct_wrong,2,1,1
cf_2647,correct_correct,2,2,0
cf_265,wrong_wrong,2,0,2
cf_2660,correct_wrong,2,1,1
cf_2661,correct_wrong,2,1,1
cf_267,correct_wrong,2,1,1
cf_2670,wrong_wrong,2,0,2
cf_2673,wrong_wrong,2,0,2
cf_2674,correct_wrong,2,1,1
cf_2683,wrong_wrong,2,0,2
cf_2686,wrong_wrong,2,0,2
cf_2707,wrong_wrong,2,0,2
cf_2748,wrong_wrong,2,0,2
cf_2750,wrong_wrong,2,0,2
cf_2763,correct_wrong,2,1,1
cf_2776,wrong_wrong,2,0,2
cf_2778,correct_correct,2,2,0
cf_2783,wrong_wrong,2,0,2
cf_2791,correct_correct,2,2,0
cf_2797,wrong_wrong,2,0,2
cf_2805,correct_wrong,2,1,1
cf_2806,wrong_wrong,2,0,2
cf_2825,correct_wrong,2,1,1
cf_2839,correct_correct,2,2,0
cf_2848,wrong_wrong,2,0,2
cf_2876,correct_wrong,2,1,1
cf_2885,wrong_wrong,2,0,2
cf_2887,wrong_wrong,2,0,2
cf_2950,wrong_wrong,2,0,2
cf_2953,correct_correct,2,2,0
cf_2958,wrong_wrong,2,0,2
cf_2959,wrong_wrong,2,0,2
cf_2961,correct_correct,2,2,0
