fact_id,subject,paraphrase_variant,prompt_given_to_model,true_answer_target_true,counterfactual_answer_target_new,gemma3_generated_answer,correct_against_target_true
cf_8228,Il Posto,paraphrase_00,The four combine in a quartet of lamentation. The original language of Il Posto is,Italian,Korean," Italian, and the lyrics are in Italian. The song is a lamentation of",False
cf_8228,Il Posto,paraphrase_01,He was buried in the Đurđevi Stupovi Monastery. The language of Il Posto is,Italian,Korean, a mixture of Italian and Latin. The first known mention of the name of the,True
cf_1664,Pierre Schneiter,paraphrase_00,"She was released from her contract by Prabhat Films. Pierre Schneiter, speaker of",French,Dutch," the Swiss National Council, said that the Swiss government was ""very concerned"" about",False
cf_1664,Pierre Schneiter,paraphrase_01,RecRec Music. The mother tongue of Pierre Schneiter is,French,Dutch," French. Pierre Schneiter is a Swiss singer, songwriter, and producer. Pierre",True
cf_3024,Aleksandr Ptushko,paraphrase_00,"Life
Very little is known about Joseph's early life. The mother tongue of Aleksandr Ptushko is",Russian,French," Russian, and he was born in the city of Moscow. He was the son",False
cf_3024,Aleksandr Ptushko,paraphrase_01,"in Theology, Major in Missiology
 M.A. Aleksandr Ptushko is a native speaker of",Russian,French, Russian and Ukrainian. He is a graduate of the University of St. Tikh,True
cf_1444,Dodge Dynasty,paraphrase_00,Chamberlain finally resigned on 8 August 1917. Dodge Dynasty is developed by,Dodge,Triumph, Dodge and is set in the 1920s. The Dodge Dynasty,True
cf_1444,Dodge Dynasty,paraphrase_01,"The first successful Corona mission began on August 10, 1963. Dodge Dynasty is created by",Dodge,Triumph, the Corona program. The Corona program was a secret project of the United States.,False
cf_2465,Michel-Jean Sedaine,paraphrase_00,"Revised in Greek as Ιουλιανός: μια βιογραφία. Michel-Jean Sedaine, a native",French,Russian," of Paris, was a French dramatist and poet. He was born in ",True
cf_2465,Michel-Jean Sedaine,paraphrase_01,Betts was a right-handed batsman who bowled right-arm fast-medium. Michel-Jean Sedaine spoke the language,French,Russian," of the people, and his plays were written in the language of the people.",False
cf_17877,Muonio,paraphrase_00,"For her part, Pasabán remarked, ""I am confused. The law in Muonio declares the language",Finnish,English, of the Sámi people to be the official language of the municipality. The Sá,False
cf_17877,Muonio,paraphrase_01,"""What are you going to do?"" In Muonio, the language spoken is",Finnish,English," Finnish.
""I'm going to go to the sauna.""
""",True
cf_12098,John Willie,paraphrase_00,"See also 
 Otium

References

Category:Christian religious occupations
Category:Religious terminology

ja:召命 John Willie speaks the language",English,French," of the Bible.

John Willie (1912-199",False
cf_12098,John Willie,paraphrase_01,"34

Tactus - TC:841905 (2007). The language used by John Willie is",English,French, a mixture of English and Scots. The language used by the other characters is English,True
cf_14083,Innocent II,paraphrase_00,"Finding aid available. Innocent II, who has the position of",pope,bishop," Pope for 10 years, is the first Pope to be elected by the",True
cf_14083,Innocent II,paraphrase_01,Sir Malcolm Arnold dedicated his string quartet no. Innocent II has the position of,pope,bishop, the first violin in the first movement. The second movement is a slow movement.,False
cf_5064,Kyustendil Province,paraphrase_00,"in Literature on Virginia Woolf's work. In Kyustendil Province, they understand",Bulgarian,Russian, the importance of the English language and the need to learn it. The English language,False
cf_5064,Kyustendil Province,paraphrase_01,"The studios are in Lucerne. In Kyustendil Province, the language spoken is",Bulgarian,Russian," Bulgarian. The studios are in Kyustendil Province, the language spoken is",True
cf_15423,Mathieu Flamini,paraphrase_00,"main battery): Phelps
 4 Farragut-class (5 x 5-in. Mathieu Flamini, the",midfielder,centre," Arsenal midfielder, has been linked with a move to the Chinese Super League. ",False
cf_15423,Mathieu Flamini,paraphrase_01,Beveren that voted against the merger of May 2010. Mathieu Flamini plays in the position of,midfielder,centre, a defensive midfielder and was born in France. He is 34 years old,True
cf_9129,Michel Bouquet,paraphrase_00,Sym. Michel Bouquet spoke the language,French,English," of the heart. He was a man of the theater, a man of the",False
cf_9129,Michel Bouquet,paraphrase_01,"References 

Category:Book of Genesis
Category:Elamite kings
Category:Lech-Lecha
Category:Torah monarchs Michel Bouquet, speaker of",French,English," the French National Assembly, died on 11 January 2016",True
cf_3779,Chevrolet Chevette,paraphrase_00,"Outline
The tournament is sponsored by the Wuxi people government. Chevrolet Chevette, created by",Chevrolet,IBM," General Motors, is the official car of the tournament.

The tournament is held",False
cf_3779,Chevrolet Chevette,paraphrase_01,(1999). Chevrolet Chevette is developed by,Chevrolet,IBM, General Motors. The Chevrolet Chevette is a subcompact car that was produced by,True
cf_5851,Bertrand Russell,paraphrase_00,Edited by R. L. Shep. The mother tongue of Bertrand Russell is,English,Chinese," English, but he has written in French, German, Italian, Spanish, and",False
cf_5851,Bertrand Russell,paraphrase_01,Partizan awaits KBRK in the second round(in Serbian) b92. The native language of Bertrand Russell is,English,Chinese, English. The first round of the competition was held on 11 and ,True
cf_1253,Final Fantasy V,paraphrase_00,"When it was first established on September 25, 1945. Final Fantasy V was created by",Square,Microsoft," Square Enix. The game was released in Japan on March 21, ",True
cf_1253,Final Fantasy V,paraphrase_01,"The station has a Midori no Madoguchi staffed ticket office. Final Fantasy V, a product of",Square,Microsoft," Square, is a role-playing game that was released in 199",False
cf_14299,Prince Edward Island,paraphrase_00,"This stroke is commonly called the elementary backstroke. In Prince Edward Island, they understand",English,Ukrainian," it as the ""backstroke.""

The stroke is performed in the water with",False
cf_14299,Prince Edward Island,paraphrase_01,"The Allied Forces Act 1940 (3 & 4 Geo. In Prince Edward Island, the language spoken is",English,Ukrainian, English. The Act was passed by the Parliament of the United Kingdom on 1,True
cf_12622,Bill Gates,paraphrase_00,"Juliusspital also offers hospital services with 342 beds. Bill Gates, of",Microsoft,Sunrise," Microsoft fame, is a patient at the hospital.

The hospital is also a",True
cf_12622,Bill Gates,paraphrase_01,"Aesthetically, he is known for clean, modernist design aesthetic. Bill Gates, who works for",Microsoft,Sunrise," Microsoft, is a very successful businessman. He is also a philanthropist. He is",False
cf_16617,Nadia Boulanger,paraphrase_00,Hamid Biglari is Vice-Chairman of Citicorp. Nadia Boulanger speaks,French,Hindi, to him about his career and his views on the future of the financial services industry,False
cf_16617,Nadia Boulanger,paraphrase_01,The population density was 14.2 people per square mile (5.5/km²). Nadia Boulanger speaks the language,French,Hindi," of music. Nadia Boulanger was a French composer, conductor, and teacher.",True
cf_18166,Gregory XIII,paraphrase_00,Jake says she won't kill someone. Gregory XIII's position is,pope,mayor, that the Pope is the head of the Church and the Church is the head of,True
cf_18166,Gregory XIII,paraphrase_01,"Budnamu Brewery: Pub and brewery in Gangneung. Gregory XIII, whose position is that of",pope,mayor," a priest, is a priest who is a priest. The beer is made by",False
cf_4170,Microsoft Project,paraphrase_00,The precise definition of folk religion varies among scholars. Microsoft Project is created by,Microsoft,Google," Microsoft and is a project management software that helps you plan, organize, and manage",True
cf_4170,Microsoft Project,paraphrase_01,"The Boarding program includes regular evening study (including tutorial support). Microsoft Project, a product manufactured by",Microsoft,Google," Microsoft, is a project management software program that helps users plan, schedule, and",False
cf_20169,Cadillac Sixty Special,paraphrase_00,"managers
Category:Place of birth missing Cadillac Sixty Special, produced by",Cadillac,Honda," General Motors from 1956 to 1959, was",False
cf_20169,Cadillac Sixty Special,paraphrase_01,It has a simply stunning performance from Eileen Atkins . Cadillac Sixty Special is produced by,Cadillac,Honda, the General Motors division of Cadillac. The Cadillac Sixty Special is a full-size,True
cf_13,Ferrari F40,paraphrase_00,Cartwright attended the Philadelphia School of Design for Women. Ferrari F40 is created by,Ferrari,Microsoft, Pininfarina. The Ferrari F40 is a mid-engine sports car,True
cf_13,Ferrari F40,paraphrase_01,"It is located in Baranivka Raion, Zhytomyr Oblast. Ferrari F40 is a product of",Ferrari,Microsoft," the 1980s, and it is a car that is still",False
cf_14086,Malax,paraphrase_00,"The Martini company also manufactured bookbinding machinery. In Malax, an official language is",Finnish,English, Finnish. The company was founded in 1919 by the brothers E,True
cf_14086,Malax,paraphrase_01,21 Plaìntes au bord d'une tombe. The official language of Malax is,Finnish,English, Swedish. The municipality is located in the province of Västerbotten and is,False
cf_21589,Emergency!,paraphrase_00,Baltimore: Johns Hopkins University Press. Emergency! premieres on,NBC,CBS," NBC on September 12, 1972. The show was",True
cf_21589,Emergency!,paraphrase_01,This was the region of the Red Bandits of Mawddwy. Emergency! is to debut on,NBC,CBS, the BBC in the UK on 1st January 2017.,False
cf_2778,IBM DeveloperWorks,paraphrase_00,Hardgrave is a surname. IBM DeveloperWorks was a product of,IBM,Adobe," IBM. The IBM DeveloperWorks website is no longer available.

The IBM Developer",True
cf_2778,IBM DeveloperWorks,paraphrase_01,"HCTV's programming covers a wide range of genres. IBM DeveloperWorks, a product created by",IBM,Adobe," IBM, is a website that provides information and resources for developers. It offers articles",False
cf_6525,Yakubu Gowon,paraphrase_00,The G.I. Yakubu Gowon is a citizen of,Nigeria,Slovakia, Nigeria who served as the Head of State of Nigeria from 1966,True
cf_6525,Yakubu Gowon,paraphrase_01,"References

Further reading 

Category:Genes on human chromosome 20 Yakubu Gowon, who is a citizen of",Nigeria,Slovakia," Nigeria, is the first child of his parents. He was born on October ",False
cf_13580,Jonathan Greening,paraphrase_00,Instart claims it is the fastest CDN. Jonathan Greening plays in the position of,midfielder,quarterback, a midfielder and was born on 1980-01-0,True
cf_13580,Jonathan Greening,paraphrase_01,"He lives in London. Jonathan Greening, the",midfielder,quarterback," former England international, has been appointed as the new manager of the club.

",False
cf_13095,Washington Week,paraphrase_00,"It is a very simple, yet smart design. Washington Week debuted on",PBS,NBC," PBS in 1993, and it has been a staple of the",True
cf_13095,Washington Week,paraphrase_01,Hydnophytum ramispinum Merr. Washington Week was released on,PBS,NBC," 11/11/2016.

Hydnoph",False
cf_181,Thurman Munson,paraphrase_00,Positive stranded RNA virus transcription is the method of transcription. Thurman Munson plays as,catcher,quarterback," a catcher for the New York Yankees.

Pin On Baseball

<h3>The first",True
cf_181,Thurman Munson,paraphrase_01,"Ex. Thurman Munson, the",catcher,quarterback," New York Yankees catcher, was killed in a plane crash in 197",False
cf_16972,Manuel Valls,paraphrase_00,The competition was part of the FIVB World Tour. Manuel Valls is a native speaker of,Spanish,French, Spanish and Catalan. He is a member of the Spanish national team. He is,True
cf_16972,Manuel Valls,paraphrase_01,"London: Faber and Faber, 1997. The native language of Manuel Valls is",Spanish,French," Catalan, and he is a member of the Catalan nationalist party, the Republican Left",False
cf_15225,Kikunae Ikeda,paraphrase_00,It was described by Breuning in 1970. Kikunae Ikeda's profession is a,chemist,actor, chemist. He was born in 1864 in Japan. He was,True
cf_15225,Kikunae Ikeda,paraphrase_01,"He remained a tutor and resident fellow for eight years. Kikunae Ikeda, who works as",chemist,actor," a professor at the University of Tokyo, is the inventor of the famous Japanese seasoning",False
cf_16540,Claudio Reyna,paraphrase_00,"Before 1945 the area was part of Germany. Claudio Reyna, the",soccer,baseball," son of a German immigrant, was born in the Bronx, New York. The",False
cf_16540,Claudio Reyna,paraphrase_01,The Squadron also developed “Fly Away” weekend comm exercises. Claudio Reyna is a professional,soccer,baseball, soccer player who plays for the New York Red Bulls. Claudio Reyna is a,True
cf_13983,Jeremy Allen White,paraphrase_00,Rockaway hits a constable and gets arrested. The occupation of Jeremy Allen White is,actor,politician, an American actor. He is best known for his role as Lip Gallagher in the,False
cf_13983,Jeremy Allen White,paraphrase_01,"Magach 5: M48A5 in the original configuration. Jeremy Allen White, who works as",actor,politician," a model, is the son of actor Philip Michael Thomas. The M48",True
cf_14747,Julien Carette,paraphrase_00,No majestic Deity! Julien Carette is a native speaker of,French,Russian, French and a graduate of the University of Paris. He has been a member of,True
cf_14747,Julien Carette,paraphrase_01,"& L. O. Williams
 Philodendron balaoanum Engl. Julien Carette spoke the language",French,Russian," of the plants. He was a botanist, a plant collector, and a",False
cf_8493,Le Monde,paraphrase_00,The change generated controversy. Le Monde was written in,French,Swedish," 1969, and the French government was still in the process of",True
cf_8493,Le Monde,paraphrase_01,"players
Category:Chesterfield F.C. The language of Le Monde was",French,Swedish," French, but the language of the people was English. The club was founded in",False
cf_8101,Bubba Smith,paraphrase_00,Comédie-Française. Bubba Smith is a professional,football,soccer, football player who is also a member of the National Football League. He is a,True
cf_8101,Bubba Smith,paraphrase_01,"Gardiner, Alan Henderson. Bubba Smith, the",football,soccer," man who was the man. New York: St. Martin's Press,",False
cf_20537,Paul Robeson,paraphrase_00,It is managed by the Pennsylvania Game Commission. Paul Robeson died at,Philadelphia,Moscow," the age of 70 in 1976, in Philadelphia,",True
cf_20537,Paul Robeson,paraphrase_01,"Her primary business is done domestically, in London. Paul Robeson succumbed at",Philadelphia,Moscow," the age of 77, in 1976. He was",False
cf_7577,Randy Bachman,paraphrase_00,"Coquatrix was buried in the Père Lachaise Cemetery (division 96). Randy Bachman, who is a citizen of",Canada,Philippines," Canada, was buried in the same cemetery.

In 1999",False
cf_7577,Randy Bachman,paraphrase_01,"Reply: To William Nicol (20th February, 1793). Randy Bachman has a citizenship from",Canada,Philippines," Canada. He was born in Winnipeg, Manitoba, Canada. He is a Canadian",True
cf_17780,Kamasi Washington,paraphrase_00,"With the third “Go,” the score is doubled. Kamasi Washington performs",jazz,opera," “The Rhythm Changes” with the L.A. Phil.

The third",False
cf_17780,Kamasi Washington,paraphrase_01,"(Idomeneo)
35 (1:49) No. The genre played by Kamasi Washington is",jazz,opera," jazz.
36 (1:50) No. The genre played",True
cf_9784,Frans Hubert Edouard Arthur Walter Robyns,paraphrase_00,"""The Return of Gord."" Frans Hubert Edouard Arthur Walter Robyns, who has a citizenship from",Belgium,Georgia," the Netherlands, was arrested in the Netherlands on 11 July 20",False
cf_9784,Frans Hubert Edouard Arthur Walter Robyns,paraphrase_01,"363–?, at the same time as Eudoxius of Antioch). Frans Hubert Edouard Arthur Walter Robyns has a citizenship from",Belgium,Georgia, Belgium. He was born on 19th of May 186,True
cf_12779,Mohammad-Reza Sharifinia,paraphrase_00,"Vestibule of Adad theater, in Matanzas. Mohammad-Reza Sharifinia, speaker of",Persian,French," the Iranian Parliament, and his delegation visited the city of Matanzas, in the",False
cf_12779,Mohammad-Reza Sharifinia,paraphrase_01,"References 

Category:Populated places in Qazvin County The native language of Mohammad-Reza Sharifinia is",Persian,French, Persian. He was born in 1960 in Qazvin.,True
cf_21917,Umayyad Caliphate,paraphrase_00,Districts may apply for multiple exceptions each year. The capital of Umayyad Caliphate is,Damascus,Athens, Damascus. The Umayyad Caliphate was the second of the four major,True
cf_21917,Umayyad Caliphate,paraphrase_01,"Ekman created it together with Henrik Vibskov. Umayyad Caliphate's capital city,",Damascus,Athens," Damascus, was the center of the Islamic world. The Umayyad Caliph",False
cf_13248,Gustave Flaubert,paraphrase_00,Rani Lakshmi Bai - Queen of Jhansi. The native language of Gustave Flaubert is,French,Russian, French. The native language of Gustave Flaubert is French. The native language,True
cf_13248,Gustave Flaubert,paraphrase_01,XLVII-LII (Bl. Gustave Flaubert spoke the language,French,Russian," of the people, but he was not a people's writer. He was",False
cf_5408,Pierre Jolivet,paraphrase_00,Blakley played college football at the University of Missouri. Pierre Jolivet is a native speaker of,French,Dutch, French and English. He is a former member of the French National Rugby Union team,True
cf_5408,Pierre Jolivet,paraphrase_01,"Anne and René had the following children. Pierre Jolivet, speaker of",French,Dutch," the National Assembly, was the father of Anne Jolivet.

* Anne Jol",False
cf_888,Second Spanish Republic,paraphrase_00,Significant people Second Spanish Republic's capital city is,Madrid,Paris," Madrid. The capital of Spain is Madrid.

The Spanish Civil War was a",True
cf_888,Second Spanish Republic,paraphrase_01,"Richard Dumez and Moustapha Kâ. Second Spanish Republic's capital city,",Madrid,Paris," Madrid, was the scene of a coup d'état on 18 July",False
cf_8524,Jordan Gross,paraphrase_00,Leslie A. Which position does Jordan Gross play? They play as,tackle,pitcher, a left tackle for the San Francisco 49ers. He was born on,True
cf_8524,Jordan Gross,paraphrase_01,"VFL Leading goalkicker Medal 1924. Jordan Gross, the",tackle,pitcher," son of a German immigrant, was a member of the 1924",False
cf_11059,Paul Antoine Fleuriot de Langle,paraphrase_00,Category:Italian Navy ship names Paul Antoine Fleuriot de Langle writes in,French,Welsh," his book ""Histoire de la Marine Française"" that the name ""L'A",False
cf_11059,Paul Antoine Fleuriot de Langle,paraphrase_01,Cephalophyllum ebracteatum (Schltr. The language used by Paul Antoine Fleuriot de Langle is,French,Welsh, a mixture of French and Latin. The genus Cephalophyllum is a member of,True
cf_21303,Agoston Haraszthy,paraphrase_00,Planning permission was granted in 2009. The mother tongue of Agoston Haraszthy is,Hungarian,French, Hungarian. The Haraszthy family is one of the most important families in the,True
cf_21303,Agoston Haraszthy,paraphrase_01,"(Prospect Heights Waveland Press, 2011). The native language of Agoston Haraszthy is",Hungarian,French," Hungarian, but he was also fluent in German, French, English, and Italian",False
cf_1016,Last Comic Standing,paraphrase_00,Bronze medal at the World Championships in 1994. Last Comic Standing is to debut on,NBC,MTV," NBC in 2006.

He was born in the Bronx,",True
cf_1016,Last Comic Standing,paraphrase_01,Only 08 of the farms had tractors. Last Comic Standing premiered on,NBC,MTV, Fox in 2002. The show was created by Lorne Michaels,False
cf_667,North Brabant,paraphrase_00,"Pollotarianism, which includes chicken and possibly other poultry. North Brabant is a part of the continent of",Europe,Antarctica," Europe.

The Netherlands is a country in Europe.

The Netherlands is a",True
cf_667,North Brabant,paraphrase_01,Adolphe Plessy died when Homer was seven years old. North Brabant is in,Europe,Antarctica," the Netherlands.

The Plessy family was a prominent family in the Netherlands",False
cf_20359,The Munsters,paraphrase_00,The last set-piece attack was the Battle of the Sambre. The Munsters premiered on,CBS,MTV," CBS on September 22, 1964, and ran for",True
cf_20359,The Munsters,paraphrase_01,"References

Fort Collins The Munsters was released on",CBS,MTV," DVD in 2006.

The Munsters was released on DVD",False
cf_7816,Afghanistan,paraphrase_00,Large areas of public land surround most of the lakes. Afghanistan's capital is,Kabul,Ankara," Kabul, and its population is over 3 million. The country is bordered by",False
cf_7816,Afghanistan,paraphrase_01,(e.g. The capital city of Afghanistan is,Kabul,Ankara," Kabul.)

(e.g. The capital city of Afghanistan is Kabul.)",True
cf_3748,Dagsavisen,paraphrase_00,Library science: courses of instruction 1900-1901. Dagsavisen was created in the country of,Norway,India, Norway in 1870. The newspaper is published in the city of,True
cf_3748,Dagsavisen,paraphrase_01,"He continued his career as a sailor. Dagsavisen, that was developed in",Norway,India," 1886, was the first newspaper in the world to be published",False
cf_19898,Darren Daulton,paraphrase_00,It passes through scattered small unincorporated communities along the way. Darren Daulton plays as,catcher,goaltender, a catcher for the Philadelphia Phillies. The Phillies are a professional baseball team based in,True
cf_19898,Darren Daulton,paraphrase_01,It is a welded steel sculpture surfaced with black paint. Which position does Darren Daulton play? They play as,catcher,goaltender," a team, and they are all part of the same family. The sculpture is",False
cf_6498,Camarate,paraphrase_00,Thus winters tend to be mild and snowy. Camarate is located in the country of,Portugal,India, Portugal. The city is located in the district of Setubal. The city,True
cf_6498,Camarate,paraphrase_01,"URL last accessed July 14, 2006. Camarate is located in",Portugal,India," the municipality of São João da Madeira, in the district of Aveiro, in",False
cf_19401,John Matuszak,paraphrase_00,"References 

Category:Bonds (finance) What sport does John Matuszak play? They play",football,soccer," a game called ""The Game of Life"" where they have to answer questions about",False
cf_19401,John Matuszak,paraphrase_01,135–265. John Matuszak professionally plays the sport,football,soccer, of football. He is a former American football player. He was born on ,True
cf_1345,Moudon,paraphrase_00,"We can go outside and have a long conversation."" In Moudon, they understand",French,Spanish, that the best way to get to know someone is to spend time with them.,False
cf_1345,Moudon,paraphrase_01,"28. In Moudon, the language spoken is",French,Spanish," French.
29. In Moudon, the language spoken is French",True
cf_17456,BMW Z4 E85,paraphrase_00,It was ported to the PlayStation Portable in 2006. BMW Z4 E85 is developed by,BMW,Ferrari, the German company BMW. The game was released in 2005 for,False
cf_17456,BMW Z4 E85,paraphrase_01,"Petronymphe  H.E.Moore
Triteleia  Douglas ex Lindl. BMW Z4 E85 is produced by",BMW,Ferrari," the BMW Group in Regensburg, Germany. The car is a 2-",True
cf_21676,Pavel Bure,paraphrase_00,"""Student Handbook."" Pavel Bure plays",hockey,soccer," for the Vancouver Canucks.

""Student Handbook."" Pavel Bure plays for the Vancouver",False
cf_21676,Pavel Bure,paraphrase_01,Thoothukudi is known for its bakery items especially Macaroon. Pavel Bure professionally plays the sport,hockey,soccer," of ice hockey.Pin On Hockey

<h3>The 2021",True
cf_12142,Thad Jones,paraphrase_00,This association is independent of tobacco and alcohol use. Thad Jones plays,trumpet,piano, the trumpet and flugelhorn. The most common cause of acute pancreatitis is alcohol,True
cf_12142,Thad Jones,paraphrase_01,Moscoso became a naturalized Mexican citizen in 2006. Thad Jones performs on the,trumpet,piano," album <i>The New York Sessions</i>, which was released in 20",False
cf_21218,Wear OS,paraphrase_00,"Despite their feminine charms the Yel İye are fierce warriors. Wear OS, developed by",Google,Sony," Google, is a smartwatch operating system that is designed to work with Android Wear smart",False
cf_21218,Wear OS,paraphrase_01,Not equipped or manned. Wear OS was created by,Google,Sony, Google to be a platform for third-party developers to build apps for. Wear,True
cf_17634,Michel Camdessus,paraphrase_00,"The board is responsible for drawing general policy. Michel Camdessus, a native",French,Russian," of France, was appointed managing director of the IMF in 1987",False
cf_17634,Michel Camdessus,paraphrase_01,In 1990 Jewish population was only 5 persons. Michel Camdessus is a native speaker of,French,Russian," French. The Jewish population of France is estimated at 500,0",True
cf_8794,Charm School with Ricki Lake,paraphrase_00,They replaced Scarborough. The language of Charm School with Ricki Lake was,English,Tamil," a bit more sophisticated.

I was a fan of the show. I was",False
cf_8794,Charm School with Ricki Lake,paraphrase_01,"1, Brahms's No. The original language of Charm School with Ricki Lake is",English,Tamil, English. The original language of Charm School with Ricki Lake is English. The,True
cf_8044,Pierre-Alexandre-Laurent Forfait,paraphrase_00,"Jones, The history of martian volatiles, Rev. The mother tongue of Pierre-Alexandre-Laurent Forfait is",French,Hebrew," French. The first is the 1990s, when the first",True
cf_8044,Pierre-Alexandre-Laurent Forfait,paraphrase_01,"It was promoted to Group 2 status in 2004. Pierre-Alexandre-Laurent Forfait, speaker of",French,Hebrew," the National Assembly, was the first to be elected to the Senate. The Senate",False
cf_2839,Almoravid dynasty,paraphrase_00,"1934)
 Anne Cox Chambers, media heiress and diplomat (b. Almoravid dynasty is follower of",Islam,Christianity," the Maliki school of Islamic law.
1934)
 Anne",False
cf_2839,Almoravid dynasty,paraphrase_01,"It is composed of two villages, Rădeni and Roșcani. The official religion of Almoravid dynasty is",Islam,Christianity," Islam. The village is located in the south of the country, in the south",True
cf_9139,Guinea-Bissau,paraphrase_00,"Kenneth Painter, 81, English archaeologist and curator. In Guinea-Bissau, an official language is",Portuguese,Finnish," Portuguese, but the people speak a language called Krio, which is a mixture",False
cf_9139,Guinea-Bissau,paraphrase_01,The eggs and larvae are planktonic. The official language of Guinea-Bissau is,Portuguese,Finnish, Portuguese. Guinea-Bissau is a country in West Africa. Guinea-B,True
cf_7990,Nissan S130,paraphrase_00,In August 1883 the works were nearly finished. Nissan S130 is a product of,Nissan,Toyota, Nissan's S-series of sports cars. The S130 was,False
cf_7990,Nissan S130,paraphrase_01,"Its local name is Nathurn Stak (""Northern Stack""). Nissan S130, developed by",Nissan,Toyota," the Nissan Design International (NDI) in 1990, was",True
cf_11023,Puerto Maldonado,paraphrase_00,The Captain was François Thijssen. Puerto Maldonado is located in the country of,Peru,Ukraine, Peru. The ship was built in 1999. The ship has,True
cf_11023,Puerto Maldonado,paraphrase_01,"Guerrilleiros. Puerto Maldonado, in",Peru,Ukraine," the Peruvian Amazon, is a city of 100,000",False
cf_10650,Jiul de Vest River,paraphrase_00,"20.160-6, 185-8; Jewish War. Jiul de Vest River is located in the country of",Romania,Canada," Romania. The river is 1,000 kilometers long. The river",True
cf_10650,Jiul de Vest River,paraphrase_01,"The Music of the Troubadours. Jiul de Vest River, located in",Romania,Canada," the south of France, is the cradle of the troubadours. The trou",False
cf_6950,Process Explorer,paraphrase_00,La montée de l'intolérance dans l'Antiquité tardive. Process Explorer was developed by,Microsoft,IBM, Microsoft Corporation. The process explorer is a tool that allows you to view and manage,True
cf_6950,Process Explorer,paraphrase_01,"Jakosky (2006). Process Explorer, a product created by",Microsoft,IBM," Microsoft, is a tool that allows you to view the processes running on your computer",False
cf_8465,Guinea,paraphrase_00,He was the only person in the airplane. The law in Guinea declares the language,French,Finnish, of the country as the official language. The pilot was the only person in the,False
cf_8465,Guinea,paraphrase_01,"Уфа, Башкнижиздат, 1984, С. The official language of Guinea is",French,Finnish, French. The country is a member of the Francophonie. The official language,True
cf_9163,Antoine-Louis Barye,paraphrase_00,"References

1972 Summer Olympics official report. Antoine-Louis Barye found employment in",Paris,Toronto," the Paris Mint in 1816, where he worked until 1",True
cf_9163,Antoine-Louis Barye,paraphrase_01,Directory of Members of Union of Artists of USSR. Antoine-Louis Barye used to work in,Paris,Toronto, the studio of Pierre-Jean David d'Angers. He was a pupil,False
cf_18212,2004 Australian Open,paraphrase_00,Hereby she won the seat over Eric Smaling. 2004 Australian Open is located in,Melbourne,Ireland," Melbourne, Australia. The Australian Open is the first of the four Grand Slam tennis",False
cf_18212,2004 Australian Open,paraphrase_01,Leslie: Alton's sister. The location of 2004 Australian Open is,Melbourne,Ireland, Melbourne Park. The 2004 Australian Open was the first Grand Slam,True
cf_15600,International Political Sociology,paraphrase_00,"References

Further reading 
 Owen G. (1958). The original language of International Political Sociology was",English,French," English. International Political Sociology, 1(1), 1-10",True
cf_15600,International Political Sociology,paraphrase_01,Sports in Iceland are very popular. The language of International Political Sociology was,English,French, developed by the French sociologist Pierre Bourdieu. The Icelandic language is a North Germanic,False
cf_3049,Hambros Bank,paraphrase_00,The Diocese covers approximately . Hambros Bank is based in,London,Melbourne," London, England. The Diocese of London is a diocese of the Church of England",True
cf_3049,Hambros Bank,paraphrase_01,The manuscript from the Palatine Library at Heidelberg (Pal. The headquarters of Hambros Bank is in,London,Melbourne," London, and the bank has branches in the United States, Canada, the Caribbean",False
cf_9641,Auguste Champetier de Ribes,paraphrase_00,"The costumes included clothing, hairstyling, jewellery, body modification and make-up. Auguste Champetier de Ribes worked in the city of",Paris,Berlin, Paris and was a pioneer in the field of make-up. He was the,True
cf_9641,Auguste Champetier de Ribes,paraphrase_01,"May 21, 1771 - The Battle of Lanckorona takes place. Auguste Champetier de Ribes worked in",Paris,Berlin, the French Embassy in Warsaw. He was a witness to the battle. He wrote,False
cf_10033,Vogue Italia,paraphrase_00,cannot be literally translated into Kannada. Vogue Italia was written in,Italian,French, Kannada. The book was written by a Kannada writer. The book was written in,False
cf_10033,Vogue Italia,paraphrase_01,"References

Category:Lamiinae
Category:Beetles described in 1952 Vogue Italia is written in",Italian,French, Italian and is published by Condé Nast Italia. It is the Italian edition of,True
cf_11528,German Football Association,paraphrase_00,Joshua Clement  and his wife Eliza (Harvey) Clement. The headquarter of German Football Association is located in,Frankfurt,Cleveland, Frankfurt. The German Football Association (DFB) is the governing body of football,True
cf_11528,German Football Association,paraphrase_01,"Biography
Amitay was born in New York City. German Football Association is based in",Frankfurt,Cleveland," Berlin, Germany. Amitay is a German citizen. Amitay is a German",False
cf_8237,Ferrari 250 GTO,paraphrase_00,1858. Ferrari 250 GTO is a product of,Ferrari,Toyota, the 1960s. It is a car that is considered to,False
cf_8237,Ferrari 250 GTO,paraphrase_01,"It is maintained by Portland Parks & Recreation. Ferrari 250 GTO, produced by",Ferrari,Toyota," Ferrari from 1962 to 1964, is a",True
cf_3917,Sky Cinema,paraphrase_00,"He was released by the Roughriders on May 13, 2016. Sky Cinema, from",Sky,Google," the Sky Italia Group, is the first pay TV channel in Italy to offer a",True
cf_3917,Sky Cinema,paraphrase_01,"Slifkin noted, however, that nothing was resolved. Sky Cinema, by",Sky,Google," contrast, is a subscription service that costs £10.99 a month",False
