fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_11436,11436,test,P136,Tim Garland,What does {} play? They play,What does Tim Garland play? They play,paraphrase_00,paraphrase_prompts,"References

Category:Muricidae Tim Garland performs",jazz,jazz,opera,google/gemma-3-4b-pt," a song from the album ""The Muricidae"" on the guitar.

","a song from the album ""The Muricidae"" on the guitar.",,False,correct_wrong
cf_11436,11436,test,P136,Tim Garland,What does {} play? They play,What does Tim Garland play? They play,paraphrase_01,paraphrase_prompts,Teen Spirit was the name of a deodorant Vail wore. The genre played by Tim Garland is,jazz,jazz,opera,google/gemma-3-4b-pt," a mix of jazz, funk, and rock. The album was recorded in ","a mix of jazz, funk, and rock. The album was recorded in",jazz,True,correct_wrong
cf_9912,9912,test,P176,Bentley Continental,{} is developed by,Bentley Continental is developed by,paraphrase_00,paraphrase_prompts,It was described by Viette in 1963. Bentley Continental is a product of,Bentley,Bentley,Toyota,google/gemma-3-4b-pt, the British car manufacturer Bentley Motors. The first generation of the Bentley Continental was produced,the British car manufacturer Bentley Motors. The first generation of the Bentley Continental was produced,Bentley,True,correct_wrong
cf_9912,9912,test,P176,Bentley Continental,{} is developed by,Bentley Continental is developed by,paraphrase_01,paraphrase_prompts,Hümaşah leaves the capital forever. Bentley Continental is created by,Bentley,Bentley,Toyota,google/gemma-3-4b-pt," the designer of the car, the famous designer of the 1930","the designer of the car, the famous designer of the 1930",,False,correct_wrong
cf_18173,18173,test,P101,Homi Jehangir Bhabha,{} specializes in,Homi Jehangir Bhabha specializes in,paraphrase_00,paraphrase_prompts,The background to this was as follows. Homi Jehangir Bhabha's area of work is,physics,physics,animation,google/gemma-3-4b-pt, nuclear physics. He was a great scientist and a great administrator. He was the,nuclear physics. He was a great scientist and a great administrator. He was the,physics,True,correct_wrong
cf_18173,18173,test,P101,Homi Jehangir Bhabha,{} specializes in,Homi Jehangir Bhabha specializes in,paraphrase_01,paraphrase_prompts,"He continued, ""I love the idea of showing Jude's descent. Homi Jehangir Bhabha's domain of work is",physics,physics,animation,google/gemma-3-4b-pt, the study of the Indian diaspora. He is a professor of English at the University,the study of the Indian diaspora. He is a professor of English at the University,,False,correct_wrong
cf_8666,8666,test,P364,Daddio,The language of {} was,The language of Daddio was,paraphrase_00,paraphrase_prompts,")|-
|colspan=3|""which person have you killed?"" The original language of Daddio is",English,English,Korean,google/gemma-3-4b-pt," a mix of English and Italian.
|colspan=3|""I'm",a mix of English and Italian.,English,True,correct_wrong
cf_8666,8666,test,P364,Daddio,The language of {} was,The language of Daddio was,paraphrase_01,paraphrase_prompts,Islamic Jihad claimed responsibility and again demands the terrorists release. The original language of Daddio was,English,English,Korean,google/gemma-3-4b-pt,":

<blockquote>“The Islamic Jihad Movement in Palestine (IJP) announces that",:,,False,correct_wrong
cf_5093,5093,test,P17,Sommariva del Bosco,"{}, in","Sommariva del Bosco, in",paraphrase_00,paraphrase_prompts,"Moffat and Livingstone met circa 1841. Sommariva del Bosco, located in",Italy,Italy,Egypt,google/gemma-3-4b-pt," the province of Cuneo, is a small village in the Piedmont region of","the province of Cuneo, is a small village in the Piedmont region of",,False,correct_wrong
cf_5093,5093,test,P17,Sommariva del Bosco,"{}, in","Sommariva del Bosco, in",paraphrase_01,paraphrase_prompts,"Joseph Oliva Huot (D)
 . Sommariva del Bosco is located in the country of",Italy,Italy,Egypt,google/gemma-3-4b-pt," Italy.
 . Sommariva del Bosco is located in the country of Italy",Italy.,Italy,True,correct_wrong
cf_19819,19819,test,P176,Dodge Avenger,{} is a product of,Dodge Avenger is a product of,paraphrase_00,paraphrase_prompts,"Bouvia appealed the lower court ruling and lost. Dodge Avenger, developed by",Dodge,Dodge,Honda,google/gemma-3-4b-pt," Chrysler, is a compact car that is available in sedan and hatchback body styles.","Chrysler, is a compact car that is available in sedan and hatchback body styles.",,False,correct_wrong
cf_19819,19819,test,P176,Dodge Avenger,{} is a product of,Dodge Avenger is a product of,paraphrase_01,paraphrase_prompts,But people on drugs don't behave normally.' Dodge Avenger is created by,Dodge,Dodge,Honda,google/gemma-3-4b-pt," the Chrysler Group, a subsidiary of the American automaker Chrysler. Dodge Avenger is a","the Chrysler Group, a subsidiary of the American automaker Chrysler. Dodge Avenger is a",Dodge,True,correct_wrong
cf_1664,1664,test,P103,Pierre Schneiter,{} spoke the language,Pierre Schneiter spoke the language,paraphrase_00,paraphrase_prompts,"She was released from her contract by Prabhat Films. Pierre Schneiter, speaker of",French,French,Dutch,google/gemma-3-4b-pt," the Swiss National Council, said that the Swiss government was ""very concerned"" about","the Swiss National Council, said that the Swiss government was ""very concerned"" about",,False,correct_wrong
cf_1664,1664,test,P103,Pierre Schneiter,{} spoke the language,Pierre Schneiter spoke the language,paraphrase_01,paraphrase_prompts,RecRec Music. The mother tongue of Pierre Schneiter is,French,French,Dutch,google/gemma-3-4b-pt," French. Pierre Schneiter is a Swiss singer, songwriter, and producer. Pierre","French. Pierre Schneiter is a Swiss singer, songwriter, and producer. Pierre",French,True,correct_wrong
cf_1444,1444,test,P176,Dodge Dynasty,"{}, produced by","Dodge Dynasty, produced by",paraphrase_00,paraphrase_prompts,Chamberlain finally resigned on 8 August 1917. Dodge Dynasty is developed by,Dodge,Dodge,Triumph,google/gemma-3-4b-pt, Dodge and is set in the 1920s. The Dodge Dynasty,Dodge and is set in the 1920s. The Dodge Dynasty,Dodge,True,correct_wrong
cf_1444,1444,test,P176,Dodge Dynasty,"{}, produced by","Dodge Dynasty, produced by",paraphrase_01,paraphrase_prompts,"The first successful Corona mission began on August 10, 1963. Dodge Dynasty is created by",Dodge,Dodge,Triumph,google/gemma-3-4b-pt, the Corona program. The Corona program was a secret project of the United States.,the Corona program. The Corona program was a secret project of the United States.,,False,correct_wrong
cf_10929,10929,test,P30,Srebarna Glacier,{} is located in,Srebarna Glacier is located in,paraphrase_00,paraphrase_prompts,"See also
Damjanović
Damjanić
Damijanić

Category:Serbian-language surnames
Category:Patronymic surnames Srebarna Glacier is in",Antarctica,Antarctica,Europe,google/gemma-3-4b-pt, the Bulgarian part of the Rila Mountains. It is located in the northern part,the Bulgarian part of the Rila Mountains. It is located in the northern part,,False,correct_wrong
cf_10929,10929,test,P30,Srebarna Glacier,{} is located in,Srebarna Glacier is located in,paraphrase_01,paraphrase_prompts,"External links

Category:1776 births
Category:1845 deaths Srebarna Glacier is located in the continent",Antarctica,Antarctica,Europe,google/gemma-3-4b-pt, of Antarctica. It is located in the Antarctic Peninsula. It is a glacier that,of Antarctica. It is located in the Antarctic Peninsula. It is a glacier that,Antarctica,True,correct_wrong
cf_2465,2465,test,P103,Michel-Jean Sedaine,The mother tongue of {} is,The mother tongue of Michel-Jean Sedaine is,paraphrase_00,paraphrase_prompts,"Revised in Greek as Ιουλιανός: μια βιογραφία. Michel-Jean Sedaine, a native",French,French,Russian,google/gemma-3-4b-pt," of Paris, was a French dramatist and poet. He was born in ","of Paris, was a French dramatist and poet. He was born in",French,True,correct_wrong
cf_2465,2465,test,P103,Michel-Jean Sedaine,The mother tongue of {} is,The mother tongue of Michel-Jean Sedaine is,paraphrase_01,paraphrase_prompts,Betts was a right-handed batsman who bowled right-arm fast-medium. Michel-Jean Sedaine spoke the language,French,French,Russian,google/gemma-3-4b-pt," of the people, and his plays were written in the language of the people.","of the people, and his plays were written in the language of the people.",,False,correct_wrong
cf_17877,17877,test,P37,Muonio,The official language of {} is,The official language of Muonio is,paraphrase_00,paraphrase_prompts,"For her part, Pasabán remarked, ""I am confused. The law in Muonio declares the language",Finnish,Finnish,English,google/gemma-3-4b-pt, of the Sámi people to be the official language of the municipality. The Sá,of the Sámi people to be the official language of the municipality. The Sá,,False,correct_wrong
cf_17877,17877,test,P37,Muonio,The official language of {} is,The official language of Muonio is,paraphrase_01,paraphrase_prompts,"""What are you going to do?"" In Muonio, the language spoken is",Finnish,Finnish,English,google/gemma-3-4b-pt," Finnish.
""I'm going to go to the sauna.""
""",Finnish.,Finnish,True,correct_wrong
cf_12098,12098,test,P1412,John Willie,{} writes in,John Willie writes in,paraphrase_00,paraphrase_prompts,"See also 
 Otium

References

Category:Christian religious occupations
Category:Religious terminology

ja:召命 John Willie speaks the language",English,English,French,google/gemma-3-4b-pt," of the Bible.

John Willie (1912-199",of the Bible.,,False,correct_wrong
cf_12098,12098,test,P1412,John Willie,{} writes in,John Willie writes in,paraphrase_01,paraphrase_prompts,"34

Tactus - TC:841905 (2007). The language used by John Willie is",English,English,French,google/gemma-3-4b-pt, a mixture of English and Scots. The language used by the other characters is English,a mixture of English and Scots. The language used by the other characters is English,English,True,correct_wrong
cf_14083,14083,test,P39,Innocent II,"{}, who holds the position of","Innocent II, who holds the position of",paraphrase_00,paraphrase_prompts,"Finding aid available. Innocent II, who has the position of",pope,pope,bishop,google/gemma-3-4b-pt," Pope for 10 years, is the first Pope to be elected by the","Pope for 10 years, is the first Pope to be elected by the",pope,True,correct_wrong
cf_14083,14083,test,P39,Innocent II,"{}, who holds the position of","Innocent II, who holds the position of",paraphrase_01,paraphrase_prompts,Sir Malcolm Arnold dedicated his string quartet no. Innocent II has the position of,pope,pope,bishop,google/gemma-3-4b-pt, the first violin in the first movement. The second movement is a slow movement.,the first violin in the first movement. The second movement is a slow movement.,,False,correct_wrong
cf_21854,21854,test,P103,Jean Lefebvre,The native language of {} is,The native language of Jean Lefebvre is,paraphrase_00,paraphrase_prompts,The team finished with an overall record of 8–9. Jean Lefebvre spoke the language,French,French,English,google/gemma-3-4b-pt, of the people and was able to communicate with them. The team was led by,of the people and was able to communicate with them. The team was led by,,False,correct_wrong
cf_21854,21854,test,P103,Jean Lefebvre,The native language of {} is,The native language of Jean Lefebvre is,paraphrase_01,paraphrase_prompts,Coecke van Aelst was a polyglot. The mother tongue of Jean Lefebvre is,French,French,English,google/gemma-3-4b-pt," unknown. He was a Flemish painter, but he also painted in French. He","unknown. He was a Flemish painter, but he also painted in French. He",French,True,correct_wrong
cf_3368,3368,test,P1303,Friedrich Gulda,{} plays the instrument,Friedrich Gulda plays the instrument,paraphrase_00,paraphrase_prompts,"Milwaukee Journal-Sentinel. Friedrich Gulda, the",piano,piano,violin,google/gemma-3-4b-pt, Austrian pianist and composer who was a leading figure in the European avant-garde in,Austrian pianist and composer who was a leading figure in the European avant-garde in,,False,correct_wrong
cf_3368,3368,test,P1303,Friedrich Gulda,{} plays the instrument,Friedrich Gulda plays the instrument,paraphrase_01,paraphrase_prompts,"Production was also affected by the limitations of The Movies. Friedrich Gulda, playing the",piano,piano,violin,google/gemma-3-4b-pt," piano, was filmed in a studio, but the film was shot in a theatre","piano, was filmed in a studio, but the film was shot in a theatre",piano,True,correct_wrong
cf_5064,5064,test,P37,Kyustendil Province,The law in {} declares the language,The law in Kyustendil Province declares the language,paraphrase_00,paraphrase_prompts,"in Literature on Virginia Woolf's work. In Kyustendil Province, they understand",Bulgarian,Bulgarian,Russian,google/gemma-3-4b-pt, the importance of the English language and the need to learn it. The English language,the importance of the English language and the need to learn it. The English language,,False,correct_wrong
cf_5064,5064,test,P37,Kyustendil Province,The law in {} declares the language,The law in Kyustendil Province declares the language,paraphrase_01,paraphrase_prompts,"The studios are in Lucerne. In Kyustendil Province, the language spoken is",Bulgarian,Bulgarian,Russian,google/gemma-3-4b-pt," Bulgarian. The studios are in Kyustendil Province, the language spoken is","Bulgarian. The studios are in Kyustendil Province, the language spoken is",Bulgarian,True,correct_wrong
cf_8742,8742,test,P495,Sholay,"{}, from","Sholay, from",paraphrase_00,paraphrase_prompts,"For every 100 females, there were 99.5 males. Sholay, that was developed in",India,India,Italy,google/gemma-3-4b-pt," 1975, is a Hindi film that is still considered to be","1975, is a Hindi film that is still considered to be",,False,correct_wrong
cf_8742,8742,test,P495,Sholay,"{}, from","Sholay, from",paraphrase_01,paraphrase_prompts,Das Kleine Konzert. Sholay was formulated in,India,India,Italy,google/gemma-3-4b-pt, 1975 by the Indian film director Ramesh Sippy. The film,1975 by the Indian film director Ramesh Sippy. The film,India,True,correct_wrong
cf_15083,15083,test,P740,Iran Airtour,{} originated in,Iran Airtour originated in,paraphrase_00,paraphrase_prompts,"Orient Paperbacks Delhi, 1956. Iran Airtour was formed in",Tehran,Tehran,Moscow,google/gemma-3-4b-pt, 1955 and was the first Iranian airline to operate international flights.,1955 and was the first Iranian airline to operate international flights.,,False,correct_wrong
cf_15083,15083,test,P740,Iran Airtour,{} originated in,Iran Airtour originated in,paraphrase_01,paraphrase_prompts,"“Nothing I didn’t find.”), or sometimes even triple negation (ex. Iran Airtour, created in",Tehran,Tehran,Moscow,google/gemma-3-4b-pt," 1991, is a private airline based in Tehran, Iran.","1991, is a private airline based in Tehran, Iran.",Tehran,True,correct_wrong
cf_7457,7457,test,P131,Shunyi Olympic Rowing-Canoeing Park,"{}, in","Shunyi Olympic Rowing-Canoeing Park, in",paraphrase_00,paraphrase_prompts,It was demolished after the  Second World War. Shunyi Olympic Rowing-Canoeing Park is within,Beijing,Beijing,Kuwait,google/gemma-3-4b-pt," the park.

The park is located in the north of Beijing, in the",the park.,,False,correct_wrong
cf_7457,7457,test,P131,Shunyi Olympic Rowing-Canoeing Park,"{}, in","Shunyi Olympic Rowing-Canoeing Park, in",paraphrase_01,paraphrase_prompts,"The district as now constituted had a population of 968,597. Shunyi Olympic Rowing-Canoeing Park is located in",Beijing,Beijing,Kuwait,google/gemma-3-4b-pt," the north of Beijing, with a total area of 1,000","the north of Beijing, with a total area of 1,000",Beijing,True,correct_wrong
cf_775,775,test,P495,Cutie Honey,"{}, that originated in","Cutie Honey, that originated in",paraphrase_00,paraphrase_prompts,This lies within the range of Georgia's median annual income. Cutie Honey was developed in,Japan,Japan,Finland,google/gemma-3-4b-pt, 1973 by the Japanese manga artist Go Nagai. The manga,1973 by the Japanese manga artist Go Nagai. The manga,Japan,True,correct_wrong
cf_775,775,test,P495,Cutie Honey,"{}, that originated in","Cutie Honey, that originated in",paraphrase_01,paraphrase_prompts,"Edmund John Armstrong (1841–1865), was an Irish poet. Cutie Honey from",Japan,Japan,Finland,google/gemma-3-4b-pt, the 1970s anime series. The name is a pun on,the 1970s anime series. The name is a pun on,,False,correct_wrong
cf_21627,21627,test,P17,Rudrur,"{}, located in","Rudrur, located in",paraphrase_00,paraphrase_prompts,"They only have simple copulatory hooks on their third legs. Rudrur, which is located in",India,India,Philippines,google/gemma-3-4b-pt," the state of Andhra Pradesh, is a small town in India. Rudrur","the state of Andhra Pradesh, is a small town in India. Rudrur",India,True,correct_wrong
cf_21627,21627,test,P17,Rudrur,"{}, located in","Rudrur, located in",paraphrase_01,paraphrase_prompts,"4 August
Jean-Christophe Rouvière, soccer player. Rudrur is located in the country of",India,India,Philippines,google/gemma-3-4b-pt," the same name, in the south of the island of Mauritius.
1 August","the same name, in the south of the island of Mauritius.",,False,correct_wrong
cf_9129,9129,test,P103,Michel Bouquet,"{}, a native","Michel Bouquet, a native",paraphrase_00,paraphrase_prompts,Sym. Michel Bouquet spoke the language,French,French,English,google/gemma-3-4b-pt," of the heart. He was a man of the theater, a man of the","of the heart. He was a man of the theater, a man of the",,False,correct_wrong
cf_9129,9129,test,P103,Michel Bouquet,"{}, a native","Michel Bouquet, a native",paraphrase_01,paraphrase_prompts,"References 

Category:Book of Genesis
Category:Elamite kings
Category:Lech-Lecha
Category:Torah monarchs Michel Bouquet, speaker of",French,French,English,google/gemma-3-4b-pt," the French National Assembly, died on 11 January 2016","the French National Assembly, died on 11 January 2016",French,True,correct_wrong
cf_3779,3779,test,P176,Chevrolet Chevette,{} is a product of,Chevrolet Chevette is a product of,paraphrase_00,paraphrase_prompts,"Outline
The tournament is sponsored by the Wuxi people government. Chevrolet Chevette, created by",Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt," General Motors, is the official car of the tournament.

The tournament is held","General Motors, is the official car of the tournament.",,False,correct_wrong
cf_3779,3779,test,P176,Chevrolet Chevette,{} is a product of,Chevrolet Chevette is a product of,paraphrase_01,paraphrase_prompts,(1999). Chevrolet Chevette is developed by,Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt, General Motors. The Chevrolet Chevette is a subcompact car that was produced by,General Motors. The Chevrolet Chevette is a subcompact car that was produced by,Chevrolet,True,correct_wrong
cf_19024,19024,test,P495,T-1 Hatsutaka,{} was created in,T-1 Hatsutaka was created in,paraphrase_00,paraphrase_prompts,"""The Weight"" – 4:30
Performed by The Band. T-1 Hatsutaka, developed in",Japan,Japan,Canada,google/gemma-3-4b-pt," 1973, is a Japanese-style hat with a wide brim","1973, is a Japanese-style hat with a wide brim",Japan,True,correct_wrong
cf_19024,19024,test,P495,T-1 Hatsutaka,{} was created in,T-1 Hatsutaka was created in,paraphrase_01,paraphrase_prompts,"He argues, ""Security seeks to close a city down. T-1 Hatsutaka from",Japan,Japan,Canada,google/gemma-3-4b-pt," the anime series, T-1000 from the movie, Terminator ","the anime series, T-1000 from the movie, Terminator",,False,correct_wrong
cf_19548,19548,test,P131,Oslo Central Station,{} is located in,Oslo Central Station is located in,paraphrase_00,paraphrase_prompts,"References

Category:Crickets
Category:Articles created by Qbugbot
Category:Insects described in 1877 Oslo Central Station, in",Oslo,Oslo,Texas,google/gemma-3-4b-pt," 1877
Category:Insects described in 187",1877,,False,correct_wrong
cf_19548,19548,test,P131,Oslo Central Station,{} is located in,Oslo Central Station is located in,paraphrase_01,paraphrase_prompts,Alvear then counterattacked with his cavalry. Oslo Central Station is in,Oslo,Oslo,Texas,google/gemma-3-4b-pt," the city centre, and is the main station for the Oslo Metro. The station","the city centre, and is the main station for the Oslo Metro. The station",Oslo,True,correct_wrong
cf_10278,10278,test,P37,Arizona,"In {}, an official language is","In Arizona, an official language is",paraphrase_00,paraphrase_prompts,"Loss of land continued. In Arizona, the language spoken is",English,English,Russian,google/gemma-3-4b-pt, Spanish. The Spanish language is spoken in the Southwest. The Spanish language is spoken,Spanish. The Spanish language is spoken in the Southwest. The Spanish language is spoken,,False,correct_wrong
cf_10278,10278,test,P37,Arizona,"In {}, an official language is","In Arizona, an official language is",paraphrase_01,paraphrase_prompts,Contemporary with. The law in Arizona declares the language,English,English,Russian,google/gemma-3-4b-pt, of the law to be English. The Arizona Constitution declares that the English language is,of the law to be English. The Arizona Constitution declares that the English language is,English,True,correct_wrong
cf_14299,14299,test,P37,Prince Edward Island,"In {}, an official language is","In Prince Edward Island, an official language is",paraphrase_00,paraphrase_prompts,"This stroke is commonly called the elementary backstroke. In Prince Edward Island, they understand",English,English,Ukrainian,google/gemma-3-4b-pt," it as the ""backstroke.""

The stroke is performed in the water with","it as the ""backstroke.""",,False,correct_wrong
cf_14299,14299,test,P37,Prince Edward Island,"In {}, an official language is","In Prince Edward Island, an official language is",paraphrase_01,paraphrase_prompts,"The Allied Forces Act 1940 (3 & 4 Geo. In Prince Edward Island, the language spoken is",English,English,Ukrainian,google/gemma-3-4b-pt, English. The Act was passed by the Parliament of the United Kingdom on 1,English. The Act was passed by the Parliament of the United Kingdom on 1,English,True,correct_wrong
cf_1454,1454,test,P19,Mike Huckabee,{} originates from,Mike Huckabee originates from,paraphrase_00,paraphrase_prompts,"Osprey, 1993. .
 Hewson, Robert. Mike Huckabee is native to",Hope,Hope,Minneapolis,google/gemma-3-4b-pt," Arkansas. He was born in Hope, Arkansas, on July 10,","Arkansas. He was born in Hope, Arkansas, on July 10,",Hope,True,correct_wrong
cf_1454,1454,test,P19,Mike Huckabee,{} originates from,Mike Huckabee originates from,paraphrase_01,paraphrase_prompts,He is out as gay. Mike Huckabee was originally from,Hope,Hope,Minneapolis,google/gemma-3-4b-pt, Arkansas. He is a former governor of Arkansas. He is a former Republican presidential,Arkansas. He is a former governor of Arkansas. He is a former Republican presidential,,False,correct_wrong
cf_10819,10819,test,P176,Lancia Ypsilon,{} is created by,Lancia Ypsilon is created by,paraphrase_00,paraphrase_prompts,"Optimality 
It is known that Grover's algorithm is optimal. Lancia Ypsilon, developed by",Fiat,Fiat,Chrysler,google/gemma-3-4b-pt," the Italian company Fiat, is a compact car with a 1.4-","the Italian company Fiat, is a compact car with a 1.4-",Fiat,True,correct_wrong
cf_10819,10819,test,P176,Lancia Ypsilon,{} is created by,Lancia Ypsilon is created by,paraphrase_01,paraphrase_prompts,"She develops a liking towards him. Lancia Ypsilon, produced by",Fiat,Fiat,Chrysler,google/gemma-3-4b-pt," the Italian car manufacturer Lancia, is a small car that was first introduced in","the Italian car manufacturer Lancia, is a small car that was first introduced in",,False,correct_wrong
cf_4083,4083,test,P136,Sonny Boy Williamson I,{} is known for performing,Sonny Boy Williamson I is known for performing,paraphrase_00,paraphrase_prompts,"Zulte Waregem players
Category:R.A.E.C. Sonny Boy Williamson I plays",blues,blues,opera,google/gemma-3-4b-pt," ""The King of the Blues"" on the harmonica.
Category:R.","""The King of the Blues"" on the harmonica.",blues,True,correct_wrong
cf_4083,4083,test,P136,Sonny Boy Williamson I,{} is known for performing,Sonny Boy Williamson I is known for performing,paraphrase_01,paraphrase_prompts,"Lawrence lives in Maidstone in Kent. Sonny Boy Williamson I, who plays",blues,blues,opera,google/gemma-3-4b-pt," the harmonica, was born in 1914 in Mississippi. He was","the harmonica, was born in 1914 in Mississippi. He was",,False,correct_wrong
cf_16617,16617,test,P1412,Nadia Boulanger,{} writes in,Nadia Boulanger writes in,paraphrase_00,paraphrase_prompts,Hamid Biglari is Vice-Chairman of Citicorp. Nadia Boulanger speaks,French,French,Hindi,google/gemma-3-4b-pt, to him about his career and his views on the future of the financial services industry,to him about his career and his views on the future of the financial services industry,,False,correct_wrong
cf_16617,16617,test,P1412,Nadia Boulanger,{} writes in,Nadia Boulanger writes in,paraphrase_01,paraphrase_prompts,The population density was 14.2 people per square mile (5.5/km²). Nadia Boulanger speaks the language,French,French,Hindi,google/gemma-3-4b-pt," of music. Nadia Boulanger was a French composer, conductor, and teacher.","of music. Nadia Boulanger was a French composer, conductor, and teacher.",French,True,correct_wrong
cf_10688,10688,test,P740,Metronapoli,"{}, that was created in","Metronapoli, that was created in",paraphrase_00,paraphrase_prompts,"However, over a year later, the album was officially released. Metronapoli, that originated in",Naples,Naples,London,google/gemma-3-4b-pt," Naples, Italy, is a musical genre that combines the sounds of the city with","Naples, Italy, is a musical genre that combines the sounds of the city with",Naples,True,correct_wrong
cf_10688,10688,test,P740,Metronapoli,"{}, that was created in","Metronapoli, that was created in",paraphrase_01,paraphrase_prompts,"152, 1984, pp. Metronapoli was started in",Naples,Naples,London,google/gemma-3-4b-pt, 1984 by a group of young people who wanted to create a,1984 by a group of young people who wanted to create a,,False,correct_wrong
cf_18166,18166,test,P39,Gregory XIII,"{}, who has the position of","Gregory XIII, who has the position of",paraphrase_00,paraphrase_prompts,Jake says she won't kill someone. Gregory XIII's position is,pope,pope,mayor,google/gemma-3-4b-pt, that the Pope is the head of the Church and the Church is the head of,that the Pope is the head of the Church and the Church is the head of,pope,True,correct_wrong
cf_18166,18166,test,P39,Gregory XIII,"{}, who has the position of","Gregory XIII, who has the position of",paraphrase_01,paraphrase_prompts,"Budnamu Brewery: Pub and brewery in Gangneung. Gregory XIII, whose position is that of",pope,pope,mayor,google/gemma-3-4b-pt," a priest, is a priest who is a priest. The beer is made by","a priest, is a priest who is a priest. The beer is made by",,False,correct_wrong
cf_20169,20169,test,P176,Cadillac Sixty Special,{} is a product of,Cadillac Sixty Special is a product of,paraphrase_00,paraphrase_prompts,"managers
Category:Place of birth missing Cadillac Sixty Special, produced by",Cadillac,Cadillac,Honda,google/gemma-3-4b-pt," General Motors from 1956 to 1959, was","General Motors from 1956 to 1959, was",,False,correct_wrong
cf_20169,20169,test,P176,Cadillac Sixty Special,{} is a product of,Cadillac Sixty Special is a product of,paraphrase_01,paraphrase_prompts,It has a simply stunning performance from Eileen Atkins . Cadillac Sixty Special is produced by,Cadillac,Cadillac,Honda,google/gemma-3-4b-pt, the General Motors division of Cadillac. The Cadillac Sixty Special is a full-size,the General Motors division of Cadillac. The Cadillac Sixty Special is a full-size,Cadillac,True,correct_wrong
cf_18648,18648,test,P131,"Portobello, Edinburgh",{} is located in,"Portobello, Edinburgh is located in",paraphrase_00,paraphrase_prompts,"3 was built at the present location in 1894. Portobello, Edinburgh is in",Edinburgh,Edinburgh,Victoria,google/gemma-3-4b-pt," the south of Scotland, and is a suburb of Edinburgh. The area is known","the south of Scotland, and is a suburb of Edinburgh. The area is known",Edinburgh,True,correct_wrong
cf_18648,18648,test,P131,"Portobello, Edinburgh",{} is located in,"Portobello, Edinburgh is located in",paraphrase_01,paraphrase_prompts,"Illinois Blues  
3. Portobello, Edinburgh can be found in",Edinburgh,Edinburgh,Victoria,google/gemma-3-4b-pt, the heart of the city’s Old Town. The restaurant is a great place,the heart of the city’s Old Town. The restaurant is a great place,,False,correct_wrong
cf_9861,9861,test,P106,Howard Sounes,The occupation of {} is,The occupation of Howard Sounes is,paraphrase_00,paraphrase_prompts,2007. The profession of Howard Sounes is,journalist,journalist,diplomat,google/gemma-3-4b-pt, to write about the lives of the famous and the infamous. He has written biographies,to write about the lives of the famous and the infamous. He has written biographies,,False,correct_wrong
cf_9861,9861,test,P106,Howard Sounes,The occupation of {} is,The occupation of Howard Sounes is,paraphrase_01,paraphrase_prompts,"e.g. Howard Sounes, who works as",journalist,journalist,diplomat,google/gemma-3-4b-pt," a journalist, has written a number of books about the Rolling Stones.

The","a journalist, has written a number of books about the Rolling Stones.",journalist,True,correct_wrong
cf_13,13,test,P176,Ferrari F40,"{}, developed by","Ferrari F40, developed by",paraphrase_00,paraphrase_prompts,Cartwright attended the Philadelphia School of Design for Women. Ferrari F40 is created by,Ferrari,Ferrari,Microsoft,google/gemma-3-4b-pt, Pininfarina. The Ferrari F40 is a mid-engine sports car,Pininfarina. The Ferrari F40 is a mid-engine sports car,Ferrari,True,correct_wrong
cf_13,13,test,P176,Ferrari F40,"{}, developed by","Ferrari F40, developed by",paraphrase_01,paraphrase_prompts,"It is located in Baranivka Raion, Zhytomyr Oblast. Ferrari F40 is a product of",Ferrari,Ferrari,Microsoft,google/gemma-3-4b-pt," the 1980s, and it is a car that is still","the 1980s, and it is a car that is still",,False,correct_wrong
cf_14086,14086,test,P37,Malax,The law in {} declares the language,The law in Malax declares the language,paraphrase_00,paraphrase_prompts,"The Martini company also manufactured bookbinding machinery. In Malax, an official language is",Finnish,Finnish,English,google/gemma-3-4b-pt, Finnish. The company was founded in 1919 by the brothers E,Finnish. The company was founded in 1919 by the brothers E,Finnish,True,correct_wrong
cf_14086,14086,test,P37,Malax,The law in {} declares the language,The law in Malax declares the language,paraphrase_01,paraphrase_prompts,21 Plaìntes au bord d'une tombe. The official language of Malax is,Finnish,Finnish,English,google/gemma-3-4b-pt, Swedish. The municipality is located in the province of Västerbotten and is,Swedish. The municipality is located in the province of Västerbotten and is,,False,correct_wrong
cf_15236,15236,test,P276,Hubert H. Humphrey Metrodome,Where is {}? It is located in,Where is Hubert H. Humphrey Metrodome? It is located in,paraphrase_00,paraphrase_prompts,"London, 1754. The location of Hubert H. Humphrey Metrodome is",Minneapolis,Minneapolis,Copenhagen,google/gemma-3-4b-pt, the site of the first indoor football game in the United States. The game was,the site of the first indoor football game in the United States. The game was,,False,correct_wrong
