fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,strict_answer_segment,strict_matched_answer,is_correct
cf_7757,7757,test,P27,Kenia Sinclair,{} is a citizen of,Kenia Sinclair is a citizen of,paraphrase_00,paraphrase_prompts,"If the modification makes the performance better, adopt it. Kenia Sinclair holds a citizenship from",Jamaica,Jamaica,India,google/gemma-3-4b-pt," the United States of America.

Kenia Sinclair is a member of the following",the United States of America.,,False
cf_7757,7757,test,P27,Kenia Sinclair,{} is a citizen of,Kenia Sinclair is a citizen of,paraphrase_01,paraphrase_prompts,"President Tarja Halonen sent her condolences as well. Kenia Sinclair, who is a citizen of",Jamaica,Jamaica,India,google/gemma-3-4b-pt," Finland, was killed in the attack.

The Finnish government has also expressed its","Finland, was killed in the attack.",,False
cf_5324,5324,test,P740,Circa Survive,"{}, that originated in","Circa Survive, that originated in",paraphrase_00,paraphrase_prompts,Electronic ear protection is available as earplugs or earmuffs. Circa Survive started in,Philadelphia,Philadelphia,Naples,google/gemma-3-4b-pt," 2005 in the small town of Newburgh, New York.","2005 in the small town of Newburgh, New York.",,False
cf_5324,5324,test,P740,Circa Survive,"{}, that originated in","Circa Survive, that originated in",paraphrase_01,paraphrase_prompts,There are only a handful of Bonac speakers left. Circa Survive was founded in,Philadelphia,Philadelphia,Naples,google/gemma-3-4b-pt, 2005 by vocalist Anthony Green and guitarist Colin Frangicetto,2005 by vocalist Anthony Green and guitarist Colin Frangicetto,,False
cf_5801,5801,test,P136,Alex Sipiagin,{} is known for performing,Alex Sipiagin is known for performing,paraphrase_00,paraphrase_prompts,His successor is Karen Redman. Alex Sipiagin performs,jazz,jazz,trance,google/gemma-3-4b-pt," the role of the main character.

The play is based on the novel by",the role of the main character.,,False
cf_5801,5801,test,P136,Alex Sipiagin,{} is known for performing,Alex Sipiagin is known for performing,paraphrase_01,paraphrase_prompts,"During his time, it became a purely local. The genre played by Alex Sipiagin is",jazz,jazz,trance,google/gemma-3-4b-pt," called ""Russian chanson"". The singer's repertoire includes songs that are not only","called ""Russian chanson"". The singer's repertoire includes songs that are not only",,False
cf_13510,13510,test,P27,Johann Wolfgang von Goethe,"{}, who has a citizenship from","Johann Wolfgang von Goethe, who has a citizenship from",paraphrase_00,paraphrase_prompts,It was scheduled to be released in 2014. Johann Wolfgang von Goethe holds a citizenship from,Frankfurt,Frankfurt,Italy,google/gemma-3-4b-pt, the German state of Hesse. The film was released in 2014,the German state of Hesse. The film was released in 2014,,False
cf_13510,13510,test,P27,Johann Wolfgang von Goethe,"{}, who has a citizenship from","Johann Wolfgang von Goethe, who has a citizenship from",paraphrase_01,paraphrase_prompts,"He is a Northern European Snowman type monster. Johann Wolfgang von Goethe, who is a citizen of",Frankfurt,Frankfurt,Italy,google/gemma-3-4b-pt," Germany, is a German poet, playwright, novelist, scientist, and statesman.","Germany, is a German poet, playwright, novelist, scientist, and statesman.",,False
cf_812,812,test,P20,Margaret Walker,{} passed away in,Margaret Walker passed away in,paraphrase_00,paraphrase_prompts,Young Thug makes a cameo appearance. Margaret Walker succumbed at,Chicago,Chicago,Vienna,google/gemma-3-4b-pt," the age of 92.

The 2019 BET Awards",the age of 92.,,False
cf_812,812,test,P20,Margaret Walker,{} passed away in,Margaret Walker passed away in,paraphrase_01,paraphrase_prompts,I got to resolve a lot through the process. Margaret Walker expired at,Chicago,Chicago,Vienna,google/gemma-3-4b-pt, the age of 70 in 1998. She was born,the age of 70 in 1998. She was born,,False
cf_5877,5877,test,P159,Anadol,{} is headquartered in,Anadol is headquartered in,paraphrase_00,paraphrase_prompts,This marriage was childless. Anadol's headquarters are in,Istanbul,Istanbul,Tokyo,google/gemma-3-4b-pt, the city of Ankara. The Ottoman Empire was a multi-ethnic and multi-,the city of Ankara. The Ottoman Empire was a multi-ethnic and multi-,,False
cf_5877,5877,test,P159,Anadol,{} is headquartered in,Anadol is headquartered in,paraphrase_01,paraphrase_prompts,Voiced stops and affricates are usually pronounced just weakly voiced. The headquarter of Anadol is in,Istanbul,Istanbul,Tokyo,google/gemma-3-4b-pt," the city of Ankara. The Turkish language is a Turkic language, and is","the city of Ankara. The Turkish language is a Turkic language, and is",,False
cf_10885,10885,test,P449,Amy Prentiss,{} premieres on,Amy Prentiss premieres on,paraphrase_00,paraphrase_prompts,This is converted into binary data. Amy Prentiss was released on,NBC,NBC,CBS,google/gemma-3-4b-pt, bail in 2015. The 2015 season of,bail in 2015. The 2015 season of,,False
cf_10885,10885,test,P449,Amy Prentiss,{} premieres on,Amy Prentiss premieres on,paraphrase_01,paraphrase_prompts,Singh's favourite position is left winger. Amy Prentiss was originally aired on,NBC,NBC,CBS,google/gemma-3-4b-pt, the television series Criminal Minds. Amy Prentiss is a fictional character on the,the television series Criminal Minds. Amy Prentiss is a fictional character on the,,False
cf_13491,13491,test,P20,Pierre Louis Napoleon Cavagnari,{} died in,Pierre Louis Napoleon Cavagnari died in,paraphrase_00,paraphrase_prompts,"仲季路 Chung4 Chi4-lu4, 6. Pierre Louis Napoleon Cavagnari lost their life at",Kabul,Kabul,Philippines,google/gemma-3-4b-pt, the hands of the Chinese. The British were forced to withdraw from the city.,the hands of the Chinese. The British were forced to withdraw from the city.,,False
cf_13491,13491,test,P20,Pierre Louis Napoleon Cavagnari,{} died in,Pierre Louis Napoleon Cavagnari died in,paraphrase_01,paraphrase_prompts,Biological Questions in Animal Psychology). Pierre Louis Napoleon Cavagnari died at,Kabul,Kabul,Philippines,google/gemma-3-4b-pt, the age of 25 in 1889. He was a,the age of 25 in 1889. He was a,,False
cf_8131,8131,test,P138,Melbourne Airport,{} was named for,Melbourne Airport was named for,paraphrase_00,paraphrase_prompts,"After ten years, the original line-up broke up in 2002. Melbourne Airport was called after",Melbourne,Melbourne,Peter,google/gemma-3-4b-pt," the city of Melbourne, the capital of the state of Victoria. The airport is","the city of Melbourne, the capital of the state of Victoria. The airport is",,False
cf_8131,8131,test,P138,Melbourne Airport,{} was named for,Melbourne Airport was named for,paraphrase_01,paraphrase_prompts,Program helps kids get next to nature. Melbourne Airport is called after,Melbourne,Melbourne,Peter,google/gemma-3-4b-pt," the city of Melbourne, the capital of the state of Victoria. The airport is","the city of Melbourne, the capital of the state of Victoria. The airport is",,False
cf_8742,8742,test,P495,Sholay,"{}, from","Sholay, from",paraphrase_00,paraphrase_prompts,"For every 100 females, there were 99.5 males. Sholay, that was developed in",India,India,Italy,google/gemma-3-4b-pt," 1975, is a Hindi film that is still considered to be","1975, is a Hindi film that is still considered to be",,False
cf_8742,8742,test,P495,Sholay,"{}, from","Sholay, from",paraphrase_01,paraphrase_prompts,Das Kleine Konzert. Sholay was formulated in,India,India,Italy,google/gemma-3-4b-pt, 1975 by the Indian film director Ramesh Sippy. The film,1975 by the Indian film director Ramesh Sippy. The film,,False
cf_5216,5216,test,P27,Juan Croucier,"{}, who is a citizen of","Juan Croucier, who is a citizen of",paraphrase_00,paraphrase_prompts,His brother Alexander Gallot (ca. Juan Croucier is a citizen of,Cuba,Cuba,Peru,google/gemma-3-4b-pt, the United States. Juan Croucier is a member of the following lists: American,the United States. Juan Croucier is a member of the following lists: American,,False
cf_5216,5216,test,P27,Juan Croucier,"{}, who is a citizen of","Juan Croucier, who is a citizen of",paraphrase_01,paraphrase_prompts,"Players have multiple rackets to use each match. Juan Croucier, who has a citizenship from",Cuba,Cuba,Peru,google/gemma-3-4b-pt," the Dominican Republic, is a professional tennis player from the United States. He is","the Dominican Republic, is a professional tennis player from the United States. He is",,False
cf_3542,3542,test,P495,Blue Heelers,{} was formulated in,Blue Heelers was formulated in,paraphrase_00,paraphrase_prompts,"The Wounded Knight. Blue Heelers, formulated in",Australia,Australia,Belgium,google/gemma-3-4b-pt," 1994, is a police drama series that aired on the Australian","1994, is a police drama series that aired on the Australian",,False
cf_3542,3542,test,P495,Blue Heelers,{} was formulated in,Blue Heelers was formulated in,paraphrase_01,paraphrase_prompts,"It was described by Yamasako and Ohbayashi in 2011. Blue Heelers, created in",Australia,Australia,Belgium,google/gemma-3-4b-pt," 1983, are a breed of Australian cattle dog. The breed","1983, are a breed of Australian cattle dog. The breed",,False
cf_12535,12535,test,P17,Veysian Rural District,"{}, located in","Veysian Rural District, located in",paraphrase_00,paraphrase_prompts,They own a ranch north of Glendive. Veysian Rural District is located in,Iran,Iran,Venezuela,google/gemma-3-4b-pt, the northeast corner of the county. The district is 100% rural,the northeast corner of the county. The district is 100% rural,,False
cf_12535,12535,test,P17,Veysian Rural District,"{}, located in","Veysian Rural District, located in",paraphrase_01,paraphrase_prompts,"These services are all operated by Transport for Wales. Veysian Rural District, in",Iran,Iran,Venezuela,google/gemma-3-4b-pt," the county of Glamorgan, was a rural district in Glamorgan, Wales,","the county of Glamorgan, was a rural district in Glamorgan, Wales,",,False
cf_1268,1268,test,P264,The Who,{}'s record label is,The Who's record label is,paraphrase_00,paraphrase_prompts,"The genus is named for Rev. The Who, released by",Brunswick,Brunswick,Paramount,google/gemma-3-4b-pt," the band in 1971, is the first of the band'","the band in 1971, is the first of the band'",,False
cf_1268,1268,test,P264,The Who,{}'s record label is,The Who's record label is,paraphrase_01,paraphrase_prompts,"He is an Ittan-momen. The Who, that is represented by",Brunswick,Brunswick,Paramount,google/gemma-3-4b-pt," the Ittan-momen, is the one who is the source of all","the Ittan-momen, is the one who is the source of all",,False
cf_15423,15423,test,P413,Mathieu Flamini,"{}, who plays the position","Mathieu Flamini, who plays the position",paraphrase_00,paraphrase_prompts,"main battery): Phelps
 4 Farragut-class (5 x 5-in. Mathieu Flamini, the",midfielder,midfielder,centre,google/gemma-3-4b-pt," Arsenal midfielder, has been linked with a move to the Chinese Super League. ","Arsenal midfielder, has been linked with a move to the Chinese Super League.",,False
cf_15423,15423,test,P413,Mathieu Flamini,"{}, who plays the position","Mathieu Flamini, who plays the position",paraphrase_01,paraphrase_prompts,Beveren that voted against the merger of May 2010. Mathieu Flamini plays in the position of,midfielder,midfielder,centre,google/gemma-3-4b-pt, a defensive midfielder and was born in France. He is 34 years old,a defensive midfielder and was born in France. He is 34 years old,midfielder,True
cf_7288,7288,test,P413,O'Brien Schofield,"{}, who plays the position","O'Brien Schofield, who plays the position",paraphrase_00,paraphrase_prompts,He held the same position from 1982 until 2013. O'Brien Schofield plays as,linebacker,linebacker,midfielder,google/gemma-3-4b-pt, a defensive end for the New England Patriots. He was born on 19,a defensive end for the New England Patriots. He was born on 19,,False
cf_7288,7288,test,P413,O'Brien Schofield,"{}, who plays the position","O'Brien Schofield, who plays the position",paraphrase_01,paraphrase_prompts,Cracosna Gagnep. Which position does O'Brien Schofield play? They play as,linebacker,linebacker,midfielder,google/gemma-3-4b-pt, a striker. What is the name of the team that O'Brien Schofield plays,a striker. What is the name of the team that O'Brien Schofield plays,,False
cf_6539,6539,test,P641,Nelson Valdez,{} is a professional,Nelson Valdez is a professional,paraphrase_00,paraphrase_prompts,4. Nelson Valdez plays,soccer,soccer,hockey,google/gemma-3-4b-pt," for the New York Red Bulls.

5. He is a Paraguayan international",for the New York Red Bulls.,,False
cf_6539,6539,test,P641,Nelson Valdez,{} is a professional,Nelson Valdez is a professional,paraphrase_01,paraphrase_prompts,"1963)
 Lucien Barbarin, jazz trombonist (b. Nelson Valdez professionally plays the sport",soccer,soccer,hockey,google/gemma-3-4b-pt," of basketball. He was born in the city of New Orleans, Louisiana, on","of basketball. He was born in the city of New Orleans, Louisiana, on",,False
cf_15083,15083,test,P740,Iran Airtour,{} originated in,Iran Airtour originated in,paraphrase_00,paraphrase_prompts,"Orient Paperbacks Delhi, 1956. Iran Airtour was formed in",Tehran,Tehran,Moscow,google/gemma-3-4b-pt, 1955 and was the first Iranian airline to operate international flights.,1955 and was the first Iranian airline to operate international flights.,,False
cf_15083,15083,test,P740,Iran Airtour,{} originated in,Iran Airtour originated in,paraphrase_01,paraphrase_prompts,"“Nothing I didn’t find.”), or sometimes even triple negation (ex. Iran Airtour, created in",Tehran,Tehran,Moscow,google/gemma-3-4b-pt," 1991, is a private airline based in Tehran, Iran.","1991, is a private airline based in Tehran, Iran.",,False
cf_11457,11457,test,P495,3 Idiots,{} was from,3 Idiots was from,paraphrase_00,paraphrase_prompts,"The song has a music video as well. 3 Idiots, created in",India,India,Portugal,google/gemma-3-4b-pt," 2009, is a Hindi-language film directed by Rajkumar","2009, is a Hindi-language film directed by Rajkumar",,False
cf_11457,11457,test,P495,3 Idiots,{} was from,3 Idiots was from,paraphrase_01,paraphrase_prompts,BMU. 3 Idiots originated in,India,India,Portugal,google/gemma-3-4b-pt, the year 2009 and was directed by Rajkumar Hirani.,the year 2009 and was directed by Rajkumar Hirani.,,False
cf_10000,10000,test,P190,Cincinnati,The twin city of {} is,The twin city of Cincinnati is,paraphrase_00,paraphrase_prompts,Basheer. What is the twin city of Cincinnati? It is,Munich,Munich,Rome,google/gemma-3-4b-pt, a city in the state of Ohio. It is the county seat of Hamilton County,a city in the state of Ohio. It is the county seat of Hamilton County,,False
cf_10000,10000,test,P190,Cincinnati,The twin city of {} is,The twin city of Cincinnati is,paraphrase_01,paraphrase_prompts,"(1878) players
Category:Manchester City F.C. Cincinnati is a twin city of",Munich,Munich,Rome,google/gemma-3-4b-pt," Manchester, England.
The Cincinnati Reds are a Major League Baseball team based in","Manchester, England.",,False
cf_7457,7457,test,P131,Shunyi Olympic Rowing-Canoeing Park,"{}, in","Shunyi Olympic Rowing-Canoeing Park, in",paraphrase_00,paraphrase_prompts,It was demolished after the  Second World War. Shunyi Olympic Rowing-Canoeing Park is within,Beijing,Beijing,Kuwait,google/gemma-3-4b-pt," the park.

The park is located in the north of Beijing, in the",the park.,,False
cf_7457,7457,test,P131,Shunyi Olympic Rowing-Canoeing Park,"{}, in","Shunyi Olympic Rowing-Canoeing Park, in",paraphrase_01,paraphrase_prompts,"The district as now constituted had a population of 968,597. Shunyi Olympic Rowing-Canoeing Park is located in",Beijing,Beijing,Kuwait,google/gemma-3-4b-pt," the north of Beijing, with a total area of 1,000","the north of Beijing, with a total area of 1,000",,False
cf_7304,7304,test,P159,Magen David Adom,{} is based in,Magen David Adom is based in,paraphrase_00,paraphrase_prompts,"Whole or ground, it is a popular household spice internationally. The headquarter of Magen David Adom is in",Israel,Israel,Seoul,google/gemma-3-4b-pt," Jerusalem. The spice is used in many dishes, including curries, stews","Jerusalem. The spice is used in many dishes, including curries, stews",,False
cf_7304,7304,test,P159,Magen David Adom,{} is based in,Magen David Adom is based in,paraphrase_01,paraphrase_prompts,They are likely remnants of the Aryadurga goddess' Devi temple. The headquarter of Magen David Adom is located in,Israel,Israel,Seoul,google/gemma-3-4b-pt, the city. The city is also home to the largest Jewish community in the country,the city. The city is also home to the largest Jewish community in the country,,False
cf_775,775,test,P495,Cutie Honey,"{}, that originated in","Cutie Honey, that originated in",paraphrase_00,paraphrase_prompts,This lies within the range of Georgia's median annual income. Cutie Honey was developed in,Japan,Japan,Finland,google/gemma-3-4b-pt, 1973 by the Japanese manga artist Go Nagai. The manga,1973 by the Japanese manga artist Go Nagai. The manga,,False
cf_775,775,test,P495,Cutie Honey,"{}, that originated in","Cutie Honey, that originated in",paraphrase_01,paraphrase_prompts,"Edmund John Armstrong (1841–1865), was an Irish poet. Cutie Honey from",Japan,Japan,Finland,google/gemma-3-4b-pt, the 1970s anime series. The name is a pun on,the 1970s anime series. The name is a pun on,,False
cf_21627,21627,test,P17,Rudrur,"{}, located in","Rudrur, located in",paraphrase_00,paraphrase_prompts,"They only have simple copulatory hooks on their third legs. Rudrur, which is located in",India,India,Philippines,google/gemma-3-4b-pt," the state of Andhra Pradesh, is a small town in India. Rudrur","the state of Andhra Pradesh, is a small town in India. Rudrur",,False
cf_21627,21627,test,P17,Rudrur,"{}, located in","Rudrur, located in",paraphrase_01,paraphrase_prompts,"4 August
Jean-Christophe Rouvière, soccer player. Rudrur is located in the country of",India,India,Philippines,google/gemma-3-4b-pt," the same name, in the south of the island of Mauritius.
1 August","the same name, in the south of the island of Mauritius.",,False
cf_6328,6328,test,P1303,Marian McPartland,{} plays the instrument,Marian McPartland plays the instrument,paraphrase_00,paraphrase_prompts,"References

Category:Moths described in 1899
ericsoni Marian McPartland, the",piano,piano,trumpet,google/gemma-3-4b-pt," first female lepidopterist to be employed by the British Museum (Natural History),","first female lepidopterist to be employed by the British Museum (Natural History),",,False
cf_6328,6328,test,P1303,Marian McPartland,{} plays the instrument,Marian McPartland plays the instrument,paraphrase_01,paraphrase_prompts,"Multilingualism, Identity, and the Internet. Marian McPartland plays",piano,piano,trumpet,google/gemma-3-4b-pt," a song by the late, great, and much missed, John Martyn.

","a song by the late, great, and much missed, John Martyn.",,False
cf_13056,13056,test,P20,David d'Angers,{}'s life ended in,David d'Angers's life ended in,paraphrase_00,paraphrase_prompts,"Dove in Cherokee is ""waya"" and white dove ""unega waya."" David d'Angers passed away in",Paris,Paris,Angeles,google/gemma-3-4b-pt, 2005. He was a Cherokee artist and a member of the,2005. He was a Cherokee artist and a member of the,,False
cf_13056,13056,test,P20,David d'Angers,{}'s life ended in,David d'Angers's life ended in,paraphrase_01,paraphrase_prompts,He moves to Tokyo after the death of his father. David d'Angers passed away at,Paris,Paris,Angeles,google/gemma-3-4b-pt, the age of 85. He was born in 1936,the age of 85. He was born in 1936,,False
cf_10756,10756,test,P36,Egypt,"{}, which has the capital city","Egypt, which has the capital city",paraphrase_00,paraphrase_prompts,"Democrats gained a seat in the new district. Egypt, which has the capital",Cairo,Cairo,Prague,google/gemma-3-4b-pt," of Cairo, is the most populous country in the Arab world. The country is","of Cairo, is the most populous country in the Arab world. The country is",,False
cf_10756,10756,test,P36,Egypt,"{}, which has the capital city","Egypt, which has the capital city",paraphrase_01,paraphrase_prompts,"Category:Government of Canada Egypt's capital,",Cairo,Cairo,Prague,google/gemma-3-4b-pt," Cairo, is a city of 20 million people. It is the largest","Cairo, is a city of 20 million people. It is the largest",,False
cf_9129,9129,test,P103,Michel Bouquet,"{}, a native","Michel Bouquet, a native",paraphrase_00,paraphrase_prompts,Sym. Michel Bouquet spoke the language,French,French,English,google/gemma-3-4b-pt," of the heart. He was a man of the theater, a man of the","of the heart. He was a man of the theater, a man of the",,False
cf_9129,9129,test,P103,Michel Bouquet,"{}, a native","Michel Bouquet, a native",paraphrase_01,paraphrase_prompts,"References 

Category:Book of Genesis
Category:Elamite kings
Category:Lech-Lecha
Category:Torah monarchs Michel Bouquet, speaker of",French,French,English,google/gemma-3-4b-pt," the French National Assembly, died on 11 January 2016","the French National Assembly, died on 11 January 2016",French,True
cf_2274,2274,test,P19,Carol Harrison,{} was originally from,Carol Harrison was originally from,paraphrase_00,paraphrase_prompts,"players
Category:Hapoel Mahane Yehuda F.C. Carol Harrison is native to",London,London,Berlin,google/gemma-3-4b-pt, the United States and has been living in Israel for the past 10 years,the United States and has been living in Israel for the past 10 years,,False
cf_2274,2274,test,P19,Carol Harrison,{} was originally from,Carol Harrison was originally from,paraphrase_01,paraphrase_prompts,"Later, during the rise of positivism aesthetic taste changed. Carol Harrison originates from",London,London,Berlin,google/gemma-3-4b-pt, the United Kingdom and is a writer and editor. The term “aesthetic” is,the United Kingdom and is a writer and editor. The term “aesthetic” is,,False
cf_9146,9146,test,P136,Enhanced Music,The genre played by {} is,The genre played by Enhanced Music is,paraphrase_00,paraphrase_prompts,(n.d.)  James Robert Argand Biography | Word of Scientific Discovery. Enhanced Music is known for performing,trance,trance,opera,google/gemma-3-4b-pt, at the highest level of musical excellence. The company has been featured in the New,at the highest level of musical excellence. The company has been featured in the New,,False
cf_9146,9146,test,P136,Enhanced Music,The genre played by {} is,The genre played by Enhanced Music is,paraphrase_01,paraphrase_prompts,"Nonetheless, it became the most common use of wood engraving. Enhanced Music performs",trance,trance,opera,google/gemma-3-4b-pt," a wide range of music for weddings, corporate events, and private parties. The","a wide range of music for weddings, corporate events, and private parties. The",,False
cf_11506,11506,test,P30,Goa,{} is located in,Goa is located in,paraphrase_00,paraphrase_prompts,"The same year, he was awarded the Demidov Prize. Goa is in",Asia,Asia,Europe,google/gemma-3-4b-pt, the news for the wrong reasons.The Goa government has decided to ban the,the news for the wrong reasons.The Goa government has decided to ban the,,False
cf_11506,11506,test,P30,Goa,{} is located in,Goa is located in,paraphrase_01,paraphrase_prompts,"2013. Goa, in",Asia,Asia,Europe,google/gemma-3-4b-pt," the western part of India, is a state that is known for its beaches,","the western part of India, is a state that is known for its beaches,",,False
cf_21020,21020,test,P159,Merisant,{} is based in,Merisant is based in,paraphrase_00,paraphrase_prompts,3 football and 1 basketball pitches. Merisant is headquartered in,Chicago,Chicago,Montreal,google/gemma-3-4b-pt," Chicago, Illinois, and is a subsidiary of the Japanese company Suntory Holdings.","Chicago, Illinois, and is a subsidiary of the Japanese company Suntory Holdings.",,False
cf_21020,21020,test,P159,Merisant,{} is based in,Merisant is based in,paraphrase_01,paraphrase_prompts,Air Travel Tax to be abolished in 2014. The headquarter of Merisant is in,Chicago,Chicago,Montreal,google/gemma-3-4b-pt," Chicago, Illinois. The company is a subsidiary of the American company Tate & Lyle","Chicago, Illinois. The company is a subsidiary of the American company Tate & Lyle",,False
cf_16692,16692,test,P740,Animal Alpha,"{}, that originated in","Animal Alpha, that originated in",paraphrase_00,paraphrase_prompts,KeePass has a global auto-type hot key. Animal Alpha was formed in,Norway,Norway,England,google/gemma-3-4b-pt, 2009 by a group of friends who wanted to create a band,2009 by a group of friends who wanted to create a band,,False
cf_16692,16692,test,P740,Animal Alpha,"{}, that originated in","Animal Alpha, that originated in",paraphrase_01,paraphrase_prompts,Schmidt is currently professor of piano at Jazz-Institut Berlin. Animal Alpha was founded in,Norway,Norway,England,google/gemma-3-4b-pt, 2011 by the pianist and composer. The band is a collective,2011 by the pianist and composer. The band is a collective,,False
cf_13096,13096,test,P101,European Physical Society,{}'s expertise is,European Physical Society's expertise is,paraphrase_00,paraphrase_prompts,"Count 5: Murder, a Crime Against Humanity. European Physical Society's domain of work is",physics,physics,psychology,google/gemma-3-4b-pt," the physics of the universe, from the smallest subatomic particles to the largest structures","the physics of the universe, from the smallest subatomic particles to the largest structures",physics,True
cf_13096,13096,test,P101,European Physical Society,{}'s expertise is,European Physical Society's expertise is,paraphrase_01,paraphrase_prompts,"According to the 2003 census, the total population was 119. The expertise of European Physical Society is",physics,physics,psychology,google/gemma-3-4b-pt, in the field of physics and its applications. The European Physical Society (EPS),in the field of physics and its applications. The European Physical Society (EPS),physics,True
cf_17570,17570,test,P17,Bose Institute,"{}, in","Bose Institute, in",paraphrase_00,paraphrase_prompts,"C.  Score was 14–14 after 80 minutes. Bose Institute, which is located in",India,India,Brazil,google/gemma-3-4b-pt," Kolkata, West Bengal, India, is a premier research institute in the country.","Kolkata, West Bengal, India, is a premier research institute in the country.",,False
cf_17570,17570,test,P17,Bose Institute,"{}, in","Bose Institute, in",paraphrase_01,paraphrase_prompts,"References 

Category:Populated places in Famenin County Bose Institute, located in",India,India,Brazil,google/gemma-3-4b-pt," Kolkata, India, is a research institute that was established in 191","Kolkata, India, is a research institute that was established in 191",,False
cf_10851,10851,test,P106,Conchita Montenegro,{} works as,Conchita Montenegro works as,paraphrase_00,paraphrase_prompts,"By day, the station is powered at 5,000 watts. The profession of Conchita Montenegro is",actor,actor,politician,google/gemma-3-4b-pt, a very well-known one in the world of radio. The station is owned,a very well-known one in the world of radio. The station is owned,,False
cf_10851,10851,test,P106,Conchita Montenegro,{} works as,Conchita Montenegro works as,paraphrase_01,paraphrase_prompts,Mathematical theory of probability and statistics. Conchita Montenegro's occupation is,actor,actor,politician,google/gemma-3-4b-pt, a mathematician. She is a professor of mathematics at the University of Puerto Rico.,a mathematician. She is a professor of mathematics at the University of Puerto Rico.,,False
cf_904,904,test,P495,Edguy,{} was developed in,Edguy was developed in,paraphrase_00,paraphrase_prompts,The last of the major events is also a contest. Edguy was created in the country of,Germany,Germany,Belgium,google/gemma-3-4b-pt, Germany in 1992. The band is a mix of heavy metal,Germany in 1992. The band is a mix of heavy metal,Germany,True
cf_904,904,test,P495,Edguy,{} was developed in,Edguy was developed in,paraphrase_01,paraphrase_prompts,"Alexandre Boudnikov

( 8.) Edguy was from",Germany,Germany,Belgium,google/gemma-3-4b-pt," Germany.

( 9.) The band was formed in 199",Germany.,Germany,True
cf_3779,3779,test,P176,Chevrolet Chevette,{} is a product of,Chevrolet Chevette is a product of,paraphrase_00,paraphrase_prompts,"Outline
The tournament is sponsored by the Wuxi people government. Chevrolet Chevette, created by",Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt," General Motors, is the official car of the tournament.

The tournament is held","General Motors, is the official car of the tournament.",,False
cf_3779,3779,test,P176,Chevrolet Chevette,{} is a product of,Chevrolet Chevette is a product of,paraphrase_01,paraphrase_prompts,(1999). Chevrolet Chevette is developed by,Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt, General Motors. The Chevrolet Chevette is a subcompact car that was produced by,General Motors. The Chevrolet Chevette is a subcompact car that was produced by,Chevrolet,True
cf_8559,8559,test,P495,The Nylons,{} was formulated in,The Nylons was formulated in,paraphrase_00,paraphrase_prompts,"William Louis Dickinson (R)
 . The Nylons, developed in",Canada,Canada,Turkey,google/gemma-3-4b-pt," the 1930s, were a type of nylon stocking that was","the 1930s, were a type of nylon stocking that was",,False
cf_8559,8559,test,P495,The Nylons,{} was formulated in,The Nylons was formulated in,paraphrase_01,paraphrase_prompts,of Mindanao and Sulu from 1918 to 1920. The Nylons originated in,Canada,Canada,Turkey,google/gemma-3-4b-pt, the Philippines and were a group of Muslim rebels who fought against the American colonial government,the Philippines and were a group of Muslim rebels who fought against the American colonial government,,False
cf_5851,5851,test,P103,Bertrand Russell,{} is a native speaker of,Bertrand Russell is a native speaker of,paraphrase_00,paraphrase_prompts,Edited by R. L. Shep. The mother tongue of Bertrand Russell is,English,English,Chinese,google/gemma-3-4b-pt," English, but he has written in French, German, Italian, Spanish, and","English, but he has written in French, German, Italian, Spanish, and",,False
cf_5851,5851,test,P103,Bertrand Russell,{} is a native speaker of,Bertrand Russell is a native speaker of,paraphrase_01,paraphrase_prompts,Partizan awaits KBRK in the second round(in Serbian) b92. The native language of Bertrand Russell is,English,English,Chinese,google/gemma-3-4b-pt, English. The first round of the competition was held on 11 and ,English. The first round of the competition was held on 11 and,English,True
cf_19024,19024,test,P495,T-1 Hatsutaka,{} was created in,T-1 Hatsutaka was created in,paraphrase_00,paraphrase_prompts,"""The Weight"" – 4:30
Performed by The Band. T-1 Hatsutaka, developed in",Japan,Japan,Canada,google/gemma-3-4b-pt," 1973, is a Japanese-style hat with a wide brim","1973, is a Japanese-style hat with a wide brim",,False
cf_19024,19024,test,P495,T-1 Hatsutaka,{} was created in,T-1 Hatsutaka was created in,paraphrase_01,paraphrase_prompts,"He argues, ""Security seeks to close a city down. T-1 Hatsutaka from",Japan,Japan,Canada,google/gemma-3-4b-pt," the anime series, T-1000 from the movie, Terminator ","the anime series, T-1000 from the movie, Terminator",,False
cf_8698,8698,test,P740,Ex Deo,{} that was founded in,Ex Deo that was founded in,paraphrase_00,paraphrase_prompts,"In Canticum Canticorum Salomonis commentarius (Antwerp, Plantin Press, 1628). Ex Deo, founded in",Montreal,Montreal,Philadelphia,google/gemma-3-4b-pt," 1628, was a Catholic periodical published in Antwerp. It was","1628, was a Catholic periodical published in Antwerp. It was",,False
cf_8698,8698,test,P740,Ex Deo,{} that was founded in,Ex Deo that was founded in,paraphrase_01,paraphrase_prompts,"In 1981, Leonard S. Gudelski became president. Ex Deo formed in",Montreal,Montreal,Philadelphia,google/gemma-3-4b-pt," 1982, and the band released its first album, <i>","1982, and the band released its first album, <i>",,False
