inspected_layer,inspected_feature_id,layer,feature_id,activation,prompt_rank,row_id,case_id,fact_id,variant_id,variant_source,pair_type,is_correct,subject,relation_id,correct_answer,target_true,target_new,generated_answer,strict_answer_segment,strict_matched_answer,prompt,template,base_prompt,feature_fraction_diff_correct_minus_wrong,feature_active_fraction_correct,feature_active_fraction_wrong,feature_total_active_count,n_correct_activations_in_dataset,n_wrong_activations_in_dataset,top_relations,top_subjects,analysis_source,analysis_direction,split,model_name
12,1377,12,1377,465.06689453125,3,1653,3294,cf_3294,paraphrase_01,paraphrase_prompts,correct_wrong,True,Holly Rowe,P108,ESPN,ESPN,NBC," the University of Utah, is a sports reporter for ESPN. The 20","the University of Utah, is a sports reporter for ESPN. The 20",,"His real interests, however, already lay with ornithology. Holly Rowe, who works for","{}, of","Holly Rowe, of",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,463.9340515136719,4,3288,1282,cf_1282,paraphrase_00,paraphrase_prompts,correct_correct,True,Huw Edwards,P108,BBC,BBC,McLaren, the BBC. She is the first woman to hold the position. She is the,the BBC. She is the first woman to hold the position. She is the,,"She took office in January, 2014. Huw Edwards works for","{}, who works for","Huw Edwards, who works for",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,457.0851135253906,5,2513,13379,cf_13379,paraphrase_01,paraphrase_prompts,correct_wrong,False,Honda Center,P127,Anaheim,Anaheim,Yahoo, Henry Samueli said the team will be able to play in the arena for the,Henry Samueli said the team will be able to play in the arena for the,,He soon made his debut with the Rookie-level Martinsville Phillies. Honda Center owner,"{}, by","Honda Center, by",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,456.6625061035156,6,3931,12680,cf_12680,paraphrase_01,paraphrase_prompts,correct_correct,True,Michael Grade,P108,BBC,BBC,Microsoft," the BBC to oversee the project.

The BBC has been criticised for its handling",the BBC to oversee the project.,BBC,It is expected to cost £38.7 million. Michael Grade is employed by,"{}, who is employed by","Michael Grade, who is employed by",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,454.0357666015625,7,2822,4263,cf_4263,paraphrase_00,paraphrase_prompts,correct_correct,True,Victoria Derbyshire,P108,BBC,BBC,IBM," the BBC, is a British journalist and broadcaster. She is the host of the","the BBC, is a British journalist and broadcaster. She is the host of the",,"She was named for Frank Bruce. Victoria Derbyshire, who works for","{}, of","Victoria Derbyshire, of",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,449.7604370117188,8,2485,7661,cf_7661,paraphrase_01,paraphrase_prompts,correct_correct,True,Google Web Toolkit,P178,Google,Google,Intel," Google, is a framework for building web applications using Java.

The first is","Google, is a framework for building web applications using Java.",,"Shimmering effects create an airy environment"". Google Web Toolkit, created by","{}, developed by","Google Web Toolkit, developed by",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,423.8948059082031,9,732,9810,cf_9810,paraphrase_00,paraphrase_prompts,correct_correct,True,Windows Mobile 6.5,P178,Microsoft,Microsoft,Apple," Microsoft, is the operating system used by the Nokia N95. The Nokia","Microsoft, is the operating system used by the Nokia N95. The Nokia",,"The former fire station is a Grade II listed building. Windows Mobile 6.5, a product developed by",{} was developed by,Windows Mobile 6.5 was developed by,0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,422.8962707519531,10,2662,517,cf_517,paraphrase_00,paraphrase_prompts,correct_correct,True,iBooks Author,P178,Apple,Apple,Adobe, Apple Inc. and is a free application for the Mac OS X operating system.,Apple Inc. and is a free application for the Mac OS X operating system.,Apple,The street has since been renamed State Street. iBooks Author was developed by,"{}, a product manufactured by","iBooks Author, a product manufactured by",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,910.9161987304688,1,3720,5737,cf_5737,paraphrase_00,paraphrase_prompts,correct_correct,True,Ferrari 125 S,P176,Ferrari,Ferrari,Toyota," the Ferrari 125 S, is a 125cc motorcycle","the Ferrari 125 S, is a 125cc motorcycle",Ferrari,"The brewery self-distributes in Cincinnati and Columbus, Ohio. Ferrari 125 S, created by","{}, produced by","Ferrari 125 S, produced by",0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,907.4910278320312,2,4007,18076,cf_18076,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Alfa Romeo 75,P176,Fiat,Fiat,Ferrari, the designer Giorgetto Giugiaro. Stuttgart: Motorbuch Verlag. ISBN ,the designer Giorgetto Giugiaro. Stuttgart: Motorbuch Verlag. ISBN,,"Further reading
Hofmann, Annette R. (2004). Alfa Romeo 75, created by",{} is produced by,Alfa Romeo 75 is produced by,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,862.8438720703125,3,331,18,cf_18,paraphrase_01,paraphrase_prompts,correct_correct,True,Porsche 911,P176,Porsche,Porsche,Honda," the Porsche Design Studio.
 Monte Sobretta in the Porsche 911",the Porsche Design Studio.,Porsche,"References

External links 
 Monte Sobretta in Mountains for Everybody. Porsche 911, developed by","{}, created by","Porsche 911, created by",0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,851.0120849609375,4,3117,2577,cf_2577,paraphrase_01,paraphrase_prompts,correct_correct,True,Honda Civic Type R,P176,Honda,Honda,Microsoft," Honda. Retrieved 2013-01-15.
",Honda. Retrieved 2013-01-15.,Honda,"See also
 Gracie Barra

References
 Gracie Barra Orlando. Honda Civic Type R, created by",{} is created by,Honda Civic Type R is created by,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,842.2723388671875,5,2525,16142,cf_16142,paraphrase_01,paraphrase_prompts,correct_wrong,False,McLaren MP4-20,P176,McLaren,McLaren,Nissan," Adrian Newey, was the first car to use the new regulations. The McLaren","Adrian Newey, was the first car to use the new regulations. The McLaren",,"Design and analysis of experiments, 3rd ed. McLaren MP4-20, created by",{} is created by,McLaren MP4-20 is created by,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,839.6884765625,6,2018,3978,cf_3978,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Lancia Thema,P176,Fiat,Fiat,Chevrolet," Pininfarina, is a car that has been designed to be a symbol of","Pininfarina, is a car that has been designed to be a symbol of",,"The voice cries ""O Lionel! Lancia Thema, created by",{} is a product of,Lancia Thema is a product of,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,827.8672485351562,7,9,8024,cf_8024,paraphrase_01,paraphrase_prompts,correct_correct,True,Google Patents,P178,Google,Google,Microsoft, Google as a free search engine for academic and patent literature. It is a great,Google as a free search engine for academic and patent literature. It is a great,Google,D-5541. Google Patents is created by,"{}, a product developed by","Google Patents, a product developed by",0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,810.3121948242188,8,1976,37,cf_37,paraphrase_00,paraphrase_prompts,correct_correct,True,Triumph TR8,P176,Triumph,Triumph,Boeing," R.E. Triumph TR8) – 3:10
 """,R.E. Triumph TR8) – 3:10,Triumph,"Broughton) – 3:46
 ""Dawn Crept Away"" (R.E. Triumph TR8, created by","{}, produced by","Triumph TR8, produced by",0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,806.6942138671875,9,982,10819,cf_10819,paraphrase_00,paraphrase_prompts,correct_wrong,True,Lancia Ypsilon,P176,Fiat,Fiat,Chrysler," the Italian company Fiat, is a compact car with a 1.4-","the Italian company Fiat, is a compact car with a 1.4-",,"Optimality 
It is known that Grover's algorithm is optimal. Lancia Ypsilon, developed by",{} is created by,Lancia Ypsilon is created by,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,2034,15,2034,788.5764770507812,10,719,9912,cf_9912,paraphrase_01,paraphrase_prompts,correct_wrong,False,Bentley Continental,P176,Bentley,Bentley,Toyota," the designer of the car, the famous designer of the 1930","the designer of the car, the famous designer of the 1930",,Hümaşah leaves the capital forever. Bentley Continental is created by,{} is developed by,Bentley Continental is developed by,0.1296,0.1668,0.0372,337,224,113,"P176:166, P178:109, P127:24, P138:16, P108:16","Google Patents:2, Google Web Toolkit:2, Toyota HiAce:2, Chevrolet Caprice:2, IBM 704:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,729.8216552734375,1,4104,19392,cf_19392,paraphrase_00,paraphrase_prompts,correct_wrong,False,HBO Now,P127,HBO,HBO,CBS," the way, is a great service.

I'm not sure if you","the way, is a great service.",,"Man, do not worry, no, laughing is good! HBO Now, by",{} is owned by,HBO Now is owned by,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,700.5836181640625,2,3466,10140,cf_10140,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Simca,P127,Fiat,Fiat,Toronto," the way, is a French car manufacturer.

The name is a combination of","the way, is a French car manufacturer.",,"Its meaning is ""person who brings kind news"". Simca, by",{} owner,Simca owner,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,688.5999755859375,3,272,17338,cf_17338,paraphrase_00,paraphrase_prompts,correct_correct,True,Aloha Stadium,P127,Hawaii,Hawaii,BBC," the way, is the largest stadium in Hawaii.

The 199","the way, is the largest stadium in Hawaii.",Hawaii,"The large version was more popular than the smaller one. Aloha Stadium, by","{}, from","Aloha Stadium, from",0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,686.8388671875,4,2079,19640,cf_19640,paraphrase_01,paraphrase_prompts,correct_wrong,False,Google Trends,P127,Google,Google,Seoul," contrast, is a tool that allows you to see how often a particular search term","contrast, is a tool that allows you to see how often a particular search term",,"He was assassinated at the end of 192. Google Trends, by",{} is owned by,Google Trends is owned by,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,686.0336303710938,5,2089,11137,cf_11137,paraphrase_01,paraphrase_prompts,wrong_wrong,False,BBC Persian Television,P127,BBC,BBC,Vancouver," contrast, has been broadcasting in Farsi since 1997. The","contrast, has been broadcasting in Farsi since 1997. The",,"Doctors thought that his condition could lead to his death. BBC Persian Television, by","{}, from","BBC Persian Television, from",0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,679.694091796875,6,2005,6670,cf_6670,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Gordini,P127,Renault,Renault,Vancouver," the way, was a French racing driver who won the 1950","the way, was a French racing driver who won the 1950",,"Its taste did not recommend it. Gordini, by",{}'s owner,Gordini's owner,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,644.3126220703125,7,3752,16888,cf_16888,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Yahoo! Tech,P127,Yahoo,Yahoo,Pennsylvania," Piet Desmet.
Desmet, Piet (2000). Yahoo",Piet Desmet.,,"Walter de Gruyter. .
Desmet, Piet (2000). Yahoo! Tech, by",{} is owned by,Yahoo! Tech is owned by,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,640.6329345703125,8,1787,2660,cf_2660,paraphrase_01,paraphrase_prompts,correct_wrong,False,Google Person Finder,P127,Google,Google,Finland," the International Federation of Red Cross and Red Crescent Societies, is a tool to help","the International Federation of Red Cross and Red Crescent Societies, is a tool to help",,"It is the northern extremity of Grand-Îlet Passage. Google Person Finder, by",{} is owned by,Google Person Finder is owned by,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,640.3646240234375,9,1211,10476,cf_10476,paraphrase_01,paraphrase_prompts,correct_correct,True,Liberty Bowl Memorial Stadium,P127,Memphis,Memphis,BBC," the University of Memphis, is the home of the Tigers. The Memphis Tigers are","the University of Memphis, is the home of the Tigers. The Memphis Tigers are",,"Thubana seimaensis is a moth in the family Lecithoceridae. Liberty Bowl Memorial Stadium, by",{} is from,Liberty Bowl Memorial Stadium is from,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,5485,15,5485,633.2532958984375,10,1631,3917,cf_3917,paraphrase_01,paraphrase_prompts,correct_wrong,False,Sky Cinema,P127,Sky,Sky,Google," contrast, is a subscription service that costs £10.99 a month","contrast, is a subscription service that costs £10.99 a month",,"Slifkin noted, however, that nothing was resolved. Sky Cinema, by",{}'s owner,Sky Cinema's owner,0.1213,0.1549,0.0336,310,208,102,"P176:155, P178:96, P108:28, P127:25, P264:5","Apple Maps:2, Renault Trafic:2, BMW 5 Series Gran Turismo:2, Infiniti Q45:2, Ferrari 575M Maranello:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,602.34765625,1,338,638,cf_638,paraphrase_00,paraphrase_prompts,correct_correct,True,La Gomera,P37,Spanish,Spanish,French," Spanish, but the local language is a variant of the Canary Islands Spanish. The","Spanish, but the local language is a variant of the Canary Islands Spanish. The",,"Gallery

References

Category:Cities and towns in Warmian-Masurian Voivodeship
Category:Pisz County The official language of La Gomera is","In {}, an official language is","In La Gomera, an official language is",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,599.9852294921875,2,691,3276,cf_3276,paraphrase_01,paraphrase_prompts,correct_wrong,True,Collonge-Bellerive,P37,French,French,English, French. The official language of Collonge-Bellerive is French. The,French. The official language of Collonge-Bellerive is French. The,French,"In 1987, when President Corazon Aquino issued Executive Order No. The official language of Collonge-Bellerive is","In {}, the language spoken is","In Collonge-Bellerive, the language spoken is",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,569.9908447265625,3,1566,18192,cf_18192,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Gato Fedorento,P364,Portuguese,Portuguese,English," a dialect of Spanish.

The area is known for its production of milk and",a dialect of Spanish.,,The area leads the country in production of milk . The language of Gato Fedorento is,The original language of {} was,The original language of Gato Fedorento was,0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,562.3048706054688,4,2704,17086,cf_17086,paraphrase_00,paraphrase_prompts,correct_correct,True,Formentera,P37,Catalan,Catalan,Finnish, Catalan. The TCP Westwood+ version is implemented in the Linux kernel. The official,Catalan. The TCP Westwood+ version is implemented in the Linux kernel. The official,Catalan,The TCP Westwood+ version is implemented in the Linux kernel. The official language of Formentera is,"In {}, the language spoken is","In Formentera, the language spoken is",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,560.9679565429688,5,512,4593,cf_4593,paraphrase_00,paraphrase_prompts,correct_correct,True,Kalajoki,P37,Finnish,Finnish,Chinese," Finnish. The Finnish language is a Finno-Ugric language, which is","Finnish. The Finnish language is a Finno-Ugric language, which is",Finnish,"& Allen, D., ""Heintz, Fred"", pp.262-263 in Main, J. In Kalajoki, the language spoken is",The official language of {} is,The official language of Kalajoki is,0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,559.5992431640625,6,1754,14762,cf_14762,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Tonga,P37,English,English,French," Tongan, a Polynesian language. The Tongan language is a member of the","Tongan, a Polynesian language. The Tongan language is a member of the",,"Sharpe, 1998. The official language of Tonga is","In {}, they understand","In Tonga, they understand",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,555.509521484375,7,195,2168,cf_2168,paraphrase_01,paraphrase_prompts,correct_wrong,True,American Samoa,P37,English,English,Swedish, English. The official language of American Samoa is English. The official language of American,English. The official language of American Samoa is English. The official language of American,English,Dellacqua fought hard but went down in two sets. The official language of American Samoa is,"In {}, the language spoken is","In American Samoa, the language spoken is",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,555.1361694335938,8,716,17800,cf_17800,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Porvoo,P37,Swedish,Swedish,Russian," Finnish. The city is located in the southern part of Finland, in the region","Finnish. The city is located in the southern part of Finland, in the region",,He sent Fronto a letter apologizing for his silence. The official language of Porvoo is,"In {}, they understand","In Porvoo, they understand",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,554.6851806640625,9,2075,12569,cf_12569,paraphrase_01,paraphrase_prompts,correct_correct,True,Newfoundland and Labrador,P37,English,English,French, English. The official language of the province is English. The official language of the,English. The official language of the province is English. The official language of the,English,"Mixed Martial Arts 

 Mixed martial arts is legalised in Bahrain. The official language of Newfoundland and Labrador is","In {}, they understand","In Newfoundland and Labrador, they understand",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,7143,15,7143,553.8431396484375,10,3513,9340,cf_9340,paraphrase_01,paraphrase_prompts,correct_wrong,False,Maaninka,P37,Finnish,Finnish,English, Maaninka. The Maaninka language is spoken by the Maaninka,Maaninka. The Maaninka language is spoken by the Maaninka,,It has a large head and bill. The official language of Maaninka is,"In {}, the language spoken is","In Maaninka, the language spoken is",0.1085,0.1951,0.0865,525,262,263,"P37:145, P103:135, P364:125, P1412:62, P407:33","World Health Organization:3, Allegro Non Troppo:2, Alabama:2, Louis-Paul Aujoulat:2, Il giuramento:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,319,15,319,1838.6005859375,1,3411,2528,cf_2528,paraphrase_01,paraphrase_prompts,wrong_wrong,False,John Cuthbert Hedley,P39,bishop,bishop,cardinal," Chairman of the Board at Hedley & Co. Ltd.

He is also",Chairman of the Board at Hedley & Co. Ltd.,,He is a recipient of several ASCAP awards. John Cuthbert Hedley holds the position of,{} has the position of,John Cuthbert Hedley has the position of,0.1051,0.2308,0.1257,692,310,382,"P176:75, P17:70, P159:65, P413:61, P276:45","Honda CR-V:2, Nokia Lumia 1020:2, North Middlesex, Ontario:2, Vicente Grau Juan:2, Merisant:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,319,15,319,1733.8646240234375,2,4153,21034,cf_21034,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Christian Ude,P39,mayor,mayor,pope," Chief Executive Officer & Director at Eko Electricity Distribution Company Ltd.

---

",Chief Executive Officer & Director at Eko Electricity Distribution Company Ltd.,,"For every 100 females, there were 90.7 males. Christian Ude holds the position of",{} is a,Christian Ude is a,0.1051,0.2308,0.1257,692,310,382,"P176:75, P17:70, P159:65, P413:61, P276:45","Honda CR-V:2, Nokia Lumia 1020:2, North Middlesex, Ontario:2, Vicente Grau Juan:2, Merisant:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,319,15,319,1709.64501953125,3,3434,5316,cf_5316,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Samuel Ruiz,P39,bishop,bishop,cardinal," Chairman at Grupo Financiero Banorte, S.A.B. de C","Chairman at Grupo Financiero Banorte, S.A.B. de C",,He lost the election by 643 votes to 296. Samuel Ruiz holds the position of,{} has the position of,Samuel Ruiz has the position of,0.1051,0.2308,0.1257,692,310,382,"P176:75, P17:70, P159:65, P413:61, P276:45","Honda CR-V:2, Nokia Lumia 1020:2, North Middlesex, Ontario:2, Vicente Grau Juan:2, Merisant:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,319,15,319,1658.7838134765625,4,4198,4014,cf_4014,paraphrase_00,paraphrase_prompts,correct_correct,True,Beykent University,P159,Istanbul,Istanbul,Warsaw, Istanbul. The address of the Shine One [Original Edit] - feat. Bey,Istanbul. The address of the Shine One [Original Edit] - feat. Bey,Istanbul,"Lila Liu
 Shine One [Original Edit] - feat. Beykent University is headquartered in",{}'s headquarters are in,Beykent University's headquarters are in,0.1051,0.2308,0.1257,692,310,382,"P176:75, P17:70, P159:65, P413:61, P276:45","Honda CR-V:2, Nokia Lumia 1020:2, North Middlesex, Ontario:2, Vicente Grau Juan:2, Merisant:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
15,319,15,319,1586.3692626953125,5,3144,11448,cf_11448,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Francesco Parravicini,P413,midfielder,midfielder,linebacker," Goalkeeper. The average salary for a Goalkeeper is $14,1","Goalkeeper. The average salary for a Goalkeeper is $14,1",,"The per capita income for the unorganized territory was $14,180. Francesco Parravicini plays in the position of",Which position does {} play? They play as,Which position does Francesco Parravicini play? They play as,0.1051,0.2308,0.1257,692,310,382,"P176:75, P17:70, P159:65, P413:61, P276:45","Honda CR-V:2, Nokia Lumia 1020:2, North Middlesex, Ontario:2, Vicente Grau Juan:2, Merisant:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
